SEGMENT_ID,HIGHWAY_NUMBER,REGION,SEGMENT_LENGTH_KM,LANE_COUNT,SURFACE_TYPE,CONDITION_INDEX,LAST_INSPECTION_DATE,TRAFFIC_VOLUME_DAILY,ACCIDENT_COUNT_ANNUAL,SPEED_LIMIT,WINTER_MAINTENANCE_PRIORITY,BRIDGE_COUNT,CULVERT_COUNT,REHABILITATION_YEAR,ESTIMATED_REPLACEMENT_COST,LAST_UPDATED
SEG_00147,17,Southwestern,36.9,4,Gravel,6.9,2026-07-05,195972,41,110,B,3,10,2028,44546388.0,2026-04-11
SEG_00285,404,Ottawa,28.2,5,Asphalt,2.3,2023-08-10,103940,23,80,C,1,4,2023,13207129.0,2026-01-12
SEG_00299,403,Eastern,1.0,2,Concrete,9.0,2025-09-29,4347,32,110,B,0,0,2029,4130441.0,2026-02-07
SEG_00152,407,Hamilton,46.0,2,Composite,8.9,2023-02-14,189631,16,60,D,2,9,2020,12944070.0,2026-03-06
SEG_00440,417,GTA,7.6,2,Concrete,1.1,2025-12-14,44927,5,50,B,2,7,2015,27219408.0,2026-05-03
SEG_00143,7,Eastern,49.6,6,Asphalt,9.4,2026-02-10,124902,16,110,D,2,7,2023,41083558.0,2026-02-14
SEG_00223,69,Hamilton,6.0,3,Concrete,6.6,2025-12-12,152280,46,100,C,0,5,2030,3881565.0,2026-05-12
SEG_00410,404,Southwestern,8.9,2,Asphalt,1.4,2025-02-04,144976,33,100,B,4,8,2030,7147991.0,2026-05-24
SEG_00010,417,Central,40.6,7,Composite,5.4,2025-04-14,145099,18,110,A,4,3,2015,3736982.0,2026-07-07
SEG_00093,417,Niagara,1.3,2,Concrete,3.4,2024-09-12,16505,39,50,B,2,1,2024,18273864.0,2026-07-01
SEG_00015,403,GTA,30.2,7,Gravel,3.5,2024-06-03,63318,7,40,D,0,1,2023,36407683.0,2026-02-03
SEG_00334,QEW,Durham,1.8,6,Composite,2.5,2023-07-25,10042,38,40,D,1,0,2022,43790637.0,2026-02-10
SEG_00245,404,GTA,49.1,3,Gravel,8.0,2024-05-14,112768,48,50,A,1,9,2024,27109053.0,2026-01-25
SEG_00338,401,Northern,49.8,5,Composite,3.3,2025-08-10,34901,2,110,C,0,5,2026,11543523.0,2026-01-17
SEG_00450,17,Central,14.7,2,Gravel,9.4,2025-04-16,144883,48,100,A,1,0,2018,521735.0,2026-07-29
SEG_00269,404,GTA,49.3,5,Asphalt,9.0,2025-04-17,54377,40,80,A,1,10,2028,39111907.0,2026-01-24
SEG_00221,403,Northern,11.9,4,Concrete,4.9,2025-03-15,41857,36,50,D,2,0,2015,6531791.0,2026-07-01
SEG_00449,400,Durham,42.8,7,Concrete,4.3,2024-10-07,112054,33,60,D,4,9,2018,37180156.0,2026-02-11
SEG_00238,69,Durham,35.4,3,Composite,8.2,2024-05-31,20667,49,100,D,2,6,2019,38862601.0,2026-03-28
SEG_00224,QEW,Eastern,15.6,2,Gravel,2.4,2025-02-28,126038,31,60,D,0,1,2015,15726098.0,2026-04-23
SEG_00123,400,Durham,32.2,4,Concrete,3.4,2024-04-01,12934,20,60,A,4,6,2021,25288602.0,2026-04-06
SEG_00145,404,Niagara,43.2,6,Composite,4.3,2023-01-11,126089,23,80,B,3,9,2020,6623056.0,2026-05-24
SEG_00429,407,Northern,1.8,8,Concrete,2.6,2023-07-02,60978,27,40,C,3,10,2029,30616625.0,2026-02-11
SEG_00246,400,Northern,12.0,7,Concrete,6.6,2024-02-06,69700,13,110,B,1,0,2023,23433505.0,2026-04-15
SEG_00113,11,Southwestern,14.3,5,Concrete,8.3,2023-11-21,102725,7,100,D,3,9,2027,24751871.0,2026-02-13
SEG_00252,403,Central,28.7,8,Gravel,6.4,2025-02-17,1941,5,80,D,2,10,2026,21802280.0,2026-02-11
SEG_00377,401,Hamilton,4.0,5,Composite,3.4,2023-09-04,142562,34,40,C,0,5,2021,46215339.0,2026-06-03
SEG_00062,407,Niagara,8.3,7,Gravel,9.1,2023-07-21,126620,36,60,D,2,8,2017,32021977.0,2026-05-21
SEG_00204,404,Niagara,46.9,7,Asphalt,5.1,2025-04-18,169334,36,100,B,5,6,2018,38659691.0,2026-07-07
SEG_00441,404,Northern,37.2,5,Asphalt,3.7,2026-01-13,187317,13,100,A,4,10,2029,11687975.0,2026-07-26
SEG_00167,401,Southwestern,16.4,4,Composite,9.0,2025-05-29,175965,3,80,D,2,10,2015,11152999.0,2026-05-01
SEG_00291,401,Durham,30.6,4,Composite,1.3,2023-02-22,82103,49,60,C,4,2,2018,11836852.0,2026-06-20
SEG_00145,17,Waterloo,49.3,5,Gravel,6.1,2026-04-04,51092,23,50,C,4,6,2017,8791352.0,2026-06-13
SEG_00430,69,Central,16.7,7,Concrete,2.7,2024-09-08,105529,12,110,B,4,7,2018,46362318.0,2026-04-19
SEG_00067,410,Waterloo,43.3,7,Concrete,6.9,2026-03-26,28088,13,60,A,4,3,2020,45601559.0,2026-02-21
SEG_00401,403,Eastern,33.9,6,Asphalt,7.6,2026-07-26,102142,42,40,A,3,4,2027,14545129.0,2026-03-06
SEG_00109,11,Waterloo,39.0,2,Composite,2.1,2023-05-18,15625,17,110,D,2,7,2020,31020153.0,2026-06-25
SEG_00161,QEW,Durham,44.2,5,Composite,4.0,2023-01-15,120624,6,100,A,5,0,2020,18757543.0,2026-06-15
SEG_00367,400,Durham,15.4,3,Concrete,2.8,2024-07-11,152782,29,50,D,2,10,2026,16331886.0,2026-04-26
SEG_00420,17,GTA,24.4,2,Asphalt,7.4,2025-05-03,20935,30,40,C,3,0,2024,48247078.0,2026-03-30
SEG_00203,QEW,Central,28.0,8,Gravel,9.0,2024-03-22,180287,1,40,B,1,9,2025,44277334.0,2026-01-11
SEG_00239,17,Central,15.1,8,Asphalt,1.7,2026-02-19,50922,9,60,A,0,2,2023,21191768.0,2026-01-03
SEG_00194,404,Southwestern,49.2,6,Asphalt,6.8,2023-05-11,160281,2,110,B,2,1,2018,28426562.0,2026-02-06
SEG_00152,407,Ottawa,9.9,5,Asphalt,4.8,2023-10-09,114120,33,110,D,3,2,2015,37658593.0,2026-05-07
SEG_00462,69,Durham,39.8,7,Concrete,3.6,2026-01-11,58089,22,80,A,0,6,2018,22544286.0,2026-03-01
SEG_00332,7,Hamilton,47.0,2,Asphalt,5.6,2024-05-06,133671,29,100,B,1,2,2028,25575118.0,2026-07-04
SEG_00210,404,Hamilton,23.5,2,Composite,1.3,2024-02-02,104903,44,40,D,4,2,2028,530281.0,2026-06-24
SEG_00463,407,Hamilton,23.6,3,Concrete,5.4,2024-12-19,48209,33,110,B,0,9,2026,2826765.0,2026-04-30
SEG_00488,407,Waterloo,46.0,7,Asphalt,4.0,2023-03-29,149730,35,110,D,0,10,2029,38741447.0,2026-06-02
SEG_00471,401,Waterloo,38.3,8,Gravel,7.7,2026-02-08,57998,16,60,B,2,5,2023,20421607.0,2026-06-26
SEG_00250,410,Northern,5.1,6,Concrete,8.1,2026-04-22,28042,18,50,A,1,0,2028,24159320.0,2026-01-30
SEG_00420,11,Ottawa,38.7,6,Asphalt,4.7,2026-04-23,31404,50,50,D,4,9,2029,39635603.0,2026-03-28
SEG_00124,11,Central,11.3,8,Concrete,9.6,2023-02-21,191877,35,80,C,4,2,2029,4144662.0,2026-02-23
SEG_00366,404,Niagara,24.3,8,Gravel,9.2,2026-04-25,79850,39,40,D,5,4,2018,39042956.0,2026-01-31
SEG_00325,410,Waterloo,44.2,5,Asphalt,9.4,2024-06-01,104785,23,100,D,1,7,2026,40475711.0,2026-04-28
SEG_00011,400,Hamilton,35.4,3,Asphalt,6.3,2025-10-16,88184,38,100,B,5,3,2015,12584337.0,2026-03-29
SEG_00457,69,Durham,25.5,3,Concrete,1.8,2024-09-17,142685,28,110,A,5,9,2030,36910423.0,2026-01-09
SEG_00394,417,Durham,26.9,2,Gravel,5.2,2025-11-03,76902,49,50,A,5,2,2027,47441204.0,2026-05-04
SEG_00420,404,Durham,49.3,8,Composite,9.6,2025-12-07,135553,0,100,A,1,6,2017,26017935.0,2026-06-21
SEG_00002,QEW,Waterloo,2.3,2,Composite,5.0,2024-09-03,136926,22,40,A,0,7,2025,5453948.0,2026-04-22
SEG_00439,QEW,Niagara,39.3,6,Concrete,3.6,2023-09-21,100557,39,110,A,1,5,2017,3879174.0,2026-01-24
SEG_00486,407,Ottawa,16.4,2,Concrete,5.6,2023-11-02,150343,10,80,C,3,1,2027,44759284.0,2026-01-20
SEG_00110,400,Southwestern,38.0,4,Asphalt,3.6,2026-02-07,168731,28,60,D,4,6,2018,39079744.0,2026-06-16
SEG_00165,11,Waterloo,3.8,3,Composite,4.7,2025-08-30,36564,31,110,A,2,7,2028,17354586.0,2026-07-31
SEG_00355,403,GTA,16.7,6,Concrete,5.1,2024-09-24,105887,38,110,A,3,4,2030,38749170.0,2026-03-06
SEG_00031,410,Waterloo,0.5,7,Gravel,3.4,2026-02-03,66298,12,110,D,4,2,2017,16686200.0,2026-06-23
SEG_00071,417,GTA,43.0,5,Gravel,3.8,2023-07-25,112029,8,50,A,1,4,2027,26994124.0,2026-03-14
SEG_00118,7,Waterloo,17.2,5,Composite,7.5,2025-02-27,9505,16,100,A,2,7,2022,16431163.0,2026-05-09
SEG_00135,407,Central,13.6,2,Concrete,3.8,2023-07-12,176985,50,60,D,0,9,2019,23859828.0,2026-05-26
SEG_00004,7,Waterloo,8.9,2,Concrete,2.1,2026-01-29,141556,6,50,C,2,8,2018,1104550.0,2026-06-23
SEG_00414,404,Waterloo,3.3,8,Asphalt,7.4,2023-12-16,168708,22,60,B,4,6,2024,31984179.0,2026-03-09
SEG_00131,11,Southwestern,44.1,8,Composite,6.9,2025-05-30,173023,5,60,B,2,8,2025,24315507.0,2026-03-03
SEG_00156,QEW,GTA,29.0,4,Asphalt,9.9,2024-06-07,20330,41,80,C,1,4,2025,2101189.0,2026-02-05
SEG_00024,404,GTA,47.5,8,Gravel,2.5,2023-10-11,142530,21,40,B,2,7,2018,18206561.0,2026-05-07
SEG_00474,417,Eastern,35.6,5,Composite,1.2,2026-02-05,154218,0,60,C,0,8,2021,40595299.0,2026-06-08
SEG_00487,407,Hamilton,9.4,2,Composite,4.8,2025-01-16,53366,25,100,B,1,2,2029,26181477.0,2026-07-20
SEG_00093,417,Waterloo,24.3,3,Composite,5.2,2025-10-23,138450,4,50,C,1,8,2026,31006176.0,2026-05-04
SEG_00214,410,Waterloo,38.1,4,Gravel,9.8,2023-04-28,15872,37,60,B,4,8,2024,32162829.0,2026-07-25
SEG_00246,400,Southwestern,49.0,5,Asphalt,7.4,2024-07-31,1517,21,50,C,0,9,2018,40328561.0,2026-03-14
SEG_00477,410,Durham,40.4,3,Composite,1.3,2026-01-08,45217,41,110,A,3,8,2016,25977907.0,2026-07-24
SEG_00208,404,Niagara,46.8,3,Asphalt,3.1,2023-08-10,61367,2,80,A,5,6,2026,8199316.0,2026-04-01
SEG_00204,17,GTA,44.7,4,Composite,6.2,2025-08-22,61356,21,110,B,3,9,2016,28347510.0,2026-01-11
SEG_00036,407,Durham,31.2,7,Composite,8.8,2024-08-30,133085,17,40,A,4,9,2024,40700282.0,2026-05-06
SEG_00171,417,Eastern,35.7,3,Composite,6.3,2024-03-18,48915,14,60,D,4,9,2018,36639223.0,2026-01-14
SEG_00233,401,GTA,25.1,7,Composite,3.3,2025-02-13,49619,38,50,A,1,2,2017,2975857.0,2026-06-08
SEG_00152,404,Hamilton,30.8,8,Composite,2.3,2023-04-17,66749,26,60,D,4,2,2029,32777571.0,2026-05-12
SEG_00229,404,Central,41.4,6,Composite,10.0,2024-12-29,184096,35,50,B,5,6,2021,40938146.0,2026-01-09
SEG_00473,417,Northern,22.9,5,Concrete,5.9,2026-02-25,142876,6,50,C,3,2,2022,5048723.0,2026-01-21
SEG_00193,410,Niagara,42.0,4,Asphalt,2.1,2025-04-12,128589,36,80,A,3,9,2017,39081654.0,2026-07-07
SEG_00135,417,Waterloo,14.9,5,Asphalt,1.8,2024-10-25,106001,28,50,D,1,7,2030,14943101.0,2026-03-31
SEG_00432,QEW,Niagara,17.5,3,Composite,2.4,2025-11-15,60314,21,100,B,5,4,2017,19055196.0,2026-01-27
SEG_00198,401,Northern,41.1,5,Composite,5.7,2025-11-23,35047,14,100,B,2,5,2029,20365979.0,2026-07-18
SEG_00299,403,Northern,30.5,2,Composite,5.0,2024-05-20,144216,23,80,B,2,9,2024,1831245.0,2026-02-26
SEG_00289,7,Niagara,38.8,4,Gravel,2.1,2023-01-29,104084,6,40,D,1,8,2024,41179215.0,2026-03-10
SEG_00297,407,Ottawa,12.6,2,Concrete,3.6,2026-05-18,54447,29,110,B,3,1,2020,32236867.0,2026-07-03
SEG_00341,7,Northern,8.5,8,Gravel,2.9,2025-04-27,186101,10,80,A,1,0,2025,21800648.0,2026-01-13
SEG_00376,69,Hamilton,20.2,5,Composite,9.4,2025-07-12,35850,40,50,C,2,4,2024,19893694.0,2026-02-19
SEG_00012,7,Southwestern,25.3,2,Asphalt,2.8,2023-06-10,71432,9,110,B,1,4,2025,33537284.0,2026-03-04
SEG_00357,QEW,Central,1.2,7,Asphalt,8.6,2023-01-02,62482,9,60,C,0,3,2022,7478951.0,2026-06-11
SEG_00092,407,Central,23.8,6,Concrete,2.9,2025-09-20,156140,15,80,A,4,6,2021,25659504.0,2026-02-06
SEG_00300,7,Durham,48.1,3,Gravel,6.8,2025-03-26,119978,46,50,A,0,1,2021,47400844.0,2026-01-01
SEG_00282,401,Central,13.0,5,Gravel,1.2,2023-05-31,164447,44,80,C,3,8,2030,11742569.0,2026-07-12
SEG_00171,417,Ottawa,21.2,8,Asphalt,3.8,2024-02-04,188712,40,80,C,2,7,2023,367656.0,2026-02-01
SEG_00363,407,GTA,18.9,7,Concrete,9.1,2024-06-22,59071,9,80,B,2,0,2020,21614160.0,2026-04-14
SEG_00303,400,Eastern,46.8,6,Asphalt,8.2,2025-09-03,197965,48,80,B,0,3,2020,24733596.0,2026-05-15
SEG_00361,407,Eastern,27.4,3,Concrete,9.9,2024-12-09,182612,0,110,D,5,0,2028,922862.0,2026-03-15
SEG_00497,403,Waterloo,23.3,2,Concrete,3.3,2023-07-26,174354,4,80,B,4,6,2021,35903463.0,2026-03-31
SEG_00466,410,Niagara,44.7,3,Asphalt,9.6,2024-10-10,166684,39,50,A,2,1,2027,4613136.0,2026-01-08
SEG_00417,QEW,Niagara,23.4,6,Asphalt,6.5,2024-11-18,13841,17,100,B,3,1,2017,33983608.0,2026-06-01
SEG_00017,69,Niagara,12.2,4,Composite,8.8,2023-05-19,82068,14,100,C,1,5,2030,24869850.0,2026-03-31
SEG_00429,401,Eastern,26.2,7,Concrete,8.5,2024-08-11,76113,19,50,B,2,5,2023,39875444.0,2026-02-11
SEG_00394,417,Niagara,48.2,8,Composite,3.8,2023-01-24,24911,29,50,A,4,4,2024,324462.0,2026-01-13
SEG_00077,400,Central,49.4,4,Gravel,9.1,2023-08-14,82655,6,40,D,3,10,2023,48317215.0,2026-02-19
SEG_00070,400,Eastern,6.5,2,Asphalt,7.5,2025-03-15,169500,20,50,B,1,1,2018,11534083.0,2026-03-05
SEG_00008,407,Northern,15.6,7,Asphalt,3.5,2023-07-30,119716,7,80,B,5,3,2022,32572883.0,2026-07-02
SEG_00116,11,Waterloo,7.0,8,Gravel,2.8,2026-01-29,28570,25,40,B,0,3,2028,18095395.0,2026-03-12
SEG_00059,69,GTA,45.8,4,Concrete,5.7,2023-06-20,193417,42,40,D,1,6,2018,40729443.0,2026-05-04
SEG_00045,17,Eastern,7.4,3,Concrete,2.8,2023-06-13,112699,32,100,C,0,10,2018,20128508.0,2026-02-07
SEG_00239,401,Central,15.5,6,Concrete,8.5,2025-04-14,165018,20,40,D,0,3,2026,1465189.0,2026-05-12
SEG_00387,69,Niagara,29.1,4,Gravel,4.9,2025-01-29,115045,20,50,B,5,0,2021,25849951.0,2026-02-25
SEG_00341,410,Southwestern,1.5,5,Gravel,8.3,2024-08-05,80588,5,80,A,0,7,2017,43867214.0,2026-07-04
SEG_00312,403,Ottawa,1.6,5,Asphalt,3.3,2026-06-26,20992,48,110,B,5,3,2028,32929854.0,2026-07-05
SEG_00443,407,Northern,34.2,2,Asphalt,9.2,2025-05-01,160723,20,110,C,3,3,2024,47274471.0,2026-01-16
SEG_00195,401,Niagara,15.4,2,Composite,3.5,2023-07-31,82968,30,80,B,1,8,2026,49095627.0,2026-07-12
SEG_00043,404,Northern,30.3,2,Composite,9.3,2026-06-12,156759,19,80,C,4,3,2029,23598889.0,2026-05-01
SEG_00178,QEW,Eastern,3.4,6,Composite,7.9,2023-06-04,181868,48,40,C,3,7,2018,21501860.0,2026-06-22
SEG_00433,QEW,Northern,49.9,7,Concrete,3.2,2023-10-09,79664,34,50,D,1,1,2016,16761999.0,2026-04-11
SEG_00277,404,GTA,25.3,5,Asphalt,1.9,2024-12-05,92853,23,40,A,2,5,2021,25552460.0,2026-03-22
SEG_00107,401,Waterloo,10.0,6,Composite,6.9,2024-09-21,189028,31,110,D,5,9,2027,34239008.0,2026-03-12
SEG_00361,401,Hamilton,9.6,6,Asphalt,4.0,2025-12-29,116844,44,100,B,0,0,2028,25127540.0,2026-02-11
SEG_00203,407,Ottawa,30.2,4,Asphalt,6.2,2024-09-20,57372,27,110,B,3,1,2019,3672078.0,2026-05-02
SEG_00053,407,Central,30.2,2,Concrete,2.3,2025-07-28,153006,32,60,C,0,6,2027,42590457.0,2026-06-16
SEG_00494,401,Northern,38.4,2,Gravel,7.0,2026-04-17,198068,6,40,C,0,10,2017,30934496.0,2026-04-24
SEG_00411,417,Niagara,45.7,4,Composite,5.3,2023-06-19,151589,26,40,C,0,0,2024,16052481.0,2026-04-08
SEG_00260,401,Central,22.4,4,Concrete,6.8,2025-07-19,189638,42,40,C,1,8,2021,32141194.0,2026-04-20
SEG_00146,69,Northern,21.9,6,Concrete,2.6,2025-05-05,79159,0,40,A,2,1,2030,20208665.0,2026-03-31
SEG_00222,69,Eastern,8.2,2,Asphalt,1.6,2023-04-04,156673,41,60,C,4,6,2030,19484117.0,2026-05-30
SEG_00079,11,Niagara,20.5,2,Gravel,9.9,2026-05-12,194101,25,50,D,3,8,2024,16621392.0,2026-03-14
SEG_00402,11,Southwestern,49.2,3,Gravel,2.0,2025-07-30,58590,0,80,A,3,8,2026,11327267.0,2026-06-12
SEG_00201,404,Eastern,1.1,6,Asphalt,1.1,2025-02-28,197557,48,60,A,0,8,2016,30988742.0,2026-06-12
SEG_00290,400,Central,33.8,6,Gravel,6.6,2025-05-05,58500,41,60,C,1,8,2029,32014330.0,2026-01-25
SEG_00146,QEW,Hamilton,45.1,2,Asphalt,9.1,2025-11-05,36228,33,110,D,1,9,2015,1222200.0,2026-02-22
SEG_00210,17,Niagara,13.1,4,Composite,5.6,2023-06-07,37253,9,80,D,3,5,2021,2049577.0,2026-05-05
SEG_00243,400,GTA,46.7,6,Concrete,3.4,2025-08-23,73013,27,60,B,5,3,2020,1856661.0,2026-07-18
SEG_00018,403,Central,22.0,3,Concrete,2.8,2025-02-24,97978,50,80,D,0,0,2023,43120477.0,2026-06-19
SEG_00384,410,Durham,24.2,8,Gravel,6.9,2024-03-28,150927,44,50,B,2,1,2028,27106101.0,2026-07-10
SEG_00462,QEW,Southwestern,42.5,8,Concrete,3.3,2026-04-02,16635,20,80,C,0,6,2025,2845950.0,2026-04-23
SEG_00034,17,Southwestern,11.5,5,Gravel,5.6,2024-01-25,47311,9,110,C,2,5,2022,25572172.0,2026-01-01
SEG_00003,417,Waterloo,15.5,5,Composite,5.4,2023-01-28,79823,0,60,D,0,8,2028,20344446.0,2026-06-03
SEG_00474,403,Niagara,17.5,6,Gravel,1.8,2023-12-06,85508,8,110,A,1,3,2027,21473842.0,2026-06-01
SEG_00052,17,Northern,7.6,6,Composite,9.1,2026-05-08,139775,34,50,D,2,3,2016,31975235.0,2026-02-23
SEG_00249,403,Ottawa,23.8,7,Asphalt,2.6,2024-05-06,53496,24,60,D,1,2,2022,16635749.0,2026-02-27
SEG_00383,69,Waterloo,8.4,7,Concrete,5.7,2025-12-28,54487,18,100,C,5,3,2030,20265981.0,2026-01-15
SEG_00424,404,Northern,43.2,6,Asphalt,8.9,2025-11-01,157303,3,50,C,1,10,2021,48489667.0,2026-06-08
SEG_00432,410,Northern,25.3,5,Composite,6.2,2026-06-11,84110,47,60,A,1,2,2023,40704111.0,2026-02-28
SEG_00117,69,Niagara,42.8,5,Asphalt,4.6,2025-09-08,56701,2,110,B,1,7,2022,12383635.0,2026-04-29
SEG_00482,7,Southwestern,37.2,2,Concrete,4.6,2024-09-02,171228,33,60,A,5,3,2018,12481713.0,2026-02-24
SEG_00265,7,Waterloo,30.2,4,Gravel,6.4,2025-07-16,109241,48,80,A,0,6,2020,40172361.0,2026-03-04
SEG_00443,417,Southwestern,20.3,2,Asphalt,9.3,2026-03-22,188915,34,80,D,3,3,2026,20377298.0,2026-03-11
SEG_00486,407,Durham,13.6,6,Composite,7.2,2026-01-20,161965,37,100,C,4,10,2028,2906238.0,2026-05-27
SEG_00361,17,Hamilton,49.0,2,Composite,7.4,2024-07-04,179120,23,110,C,3,6,2015,39911036.0,2026-04-21
SEG_00478,407,Durham,43.4,8,Composite,9.7,2024-10-09,32608,23,80,D,5,0,2016,29546154.0,2026-06-29
SEG_00419,69,Hamilton,16.1,3,Composite,6.8,2025-12-28,154233,12,60,A,5,5,2029,27636334.0,2026-06-18
SEG_00135,7,Ottawa,1.8,3,Composite,7.0,2025-04-16,61943,46,100,D,4,1,2015,1864072.0,2026-04-27
SEG_00311,417,Southwestern,27.5,8,Gravel,7.7,2023-05-26,31422,48,60,B,1,7,2028,20821079.0,2026-07-16
SEG_00290,69,Waterloo,4.8,8,Composite,2.2,2023-10-12,73725,12,100,D,3,2,2022,29967109.0,2026-05-23
SEG_00126,401,Ottawa,41.5,4,Asphalt,2.2,2025-12-03,22055,32,60,C,5,6,2029,43153338.0,2026-03-03
SEG_00105,407,GTA,15.1,2,Asphalt,8.7,2023-12-11,177287,35,60,A,3,9,2027,29570382.0,2026-03-10
SEG_00229,417,GTA,42.7,4,Concrete,7.0,2024-08-16,99791,4,80,A,2,1,2022,45565142.0,2026-02-22
SEG_00243,69,Durham,3.0,4,Concrete,7.4,2024-11-08,88596,3,100,C,2,4,2025,15129587.0,2026-05-31
SEG_00172,403,Central,29.2,5,Gravel,7.5,2026-04-13,184612,43,50,C,2,9,2021,34243088.0,2026-02-03
SEG_00357,403,Waterloo,11.3,5,Gravel,9.1,2025-04-20,69337,35,110,D,2,0,2021,35665668.0,2026-04-04
SEG_00292,407,Ottawa,41.2,2,Gravel,5.2,2026-06-12,153896,22,110,C,4,6,2026,5416335.0,2026-02-01
SEG_00089,7,GTA,45.7,7,Gravel,7.5,2023-07-16,83695,13,100,C,1,6,2016,10005693.0,2026-03-17
SEG_00213,QEW,Central,32.8,5,Gravel,8.6,2023-09-07,152658,11,60,D,2,9,2023,3237712.0,2026-01-20
SEG_00259,401,Northern,7.6,7,Concrete,2.3,2026-03-16,17137,38,60,D,2,0,2020,8185136.0,2026-04-26
SEG_00385,401,Waterloo,38.9,8,Gravel,8.0,2023-01-27,163991,13,50,D,3,3,2020,25190432.0,2026-03-20
SEG_00226,7,Niagara,9.1,6,Composite,7.8,2024-01-03,133157,16,40,C,2,5,2023,46237381.0,2026-03-02
SEG_00067,69,Hamilton,8.3,6,Composite,1.1,2025-08-24,140555,25,60,A,1,10,2022,46270603.0,2026-07-18
SEG_00371,417,Ottawa,37.6,4,Gravel,9.5,2026-01-06,171374,28,60,D,0,5,2025,25131860.0,2026-05-29
SEG_00385,403,Central,14.1,2,Concrete,4.9,2023-10-21,121518,43,40,D,2,1,2024,45072590.0,2026-04-04
SEG_00128,QEW,Eastern,11.7,6,Composite,1.4,2023-03-12,181531,16,40,B,2,1,2022,13560608.0,2026-03-30
SEG_00239,69,Waterloo,40.5,4,Composite,2.0,2026-05-28,27723,39,60,A,0,0,2017,37616114.0,2026-03-23
SEG_00008,417,Ottawa,20.3,8,Asphalt,4.0,2025-10-17,49295,45,100,A,4,6,2016,32133916.0,2026-04-17
SEG_00472,401,Southwestern,46.6,6,Gravel,7.3,2023-10-05,39250,0,50,D,3,5,2023,13420122.0,2026-01-27
SEG_00419,400,Waterloo,29.1,4,Gravel,2.4,2025-07-12,74447,7,80,C,3,1,2020,4122777.0,2026-07-02
SEG_00264,401,Durham,33.9,4,Composite,9.2,2023-07-09,102048,14,40,A,1,0,2018,2143618.0,2026-07-13
SEG_00109,404,Waterloo,48.7,7,Composite,1.0,2024-11-04,28632,23,60,D,4,5,2022,34509122.0,2026-04-14
SEG_00135,69,Northern,43.2,7,Concrete,7.1,2026-06-17,18376,7,110,C,3,9,2029,46341793.0,2026-04-03
SEG_00479,400,Durham,46.6,4,Asphalt,5.0,2025-05-08,163010,29,100,A,3,8,2022,21955269.0,2026-04-12
SEG_00344,407,Eastern,25.4,7,Asphalt,2.9,2025-05-08,166396,29,110,B,1,0,2016,45330930.0,2026-06-06
SEG_00056,410,Southwestern,19.1,7,Asphalt,4.7,2023-01-13,26212,21,60,B,3,2,2020,575606.0,2026-04-21
SEG_00351,11,Hamilton,35.1,6,Composite,8.1,2024-07-31,140348,36,110,A,0,10,2027,43509410.0,2026-04-20
SEG_00246,410,Northern,27.7,5,Gravel,3.6,2023-02-28,27682,45,60,B,4,6,2025,23142680.0,2026-05-31
SEG_00360,404,Durham,34.2,3,Gravel,2.1,2026-02-17,31813,14,100,A,2,0,2026,49663419.0,2026-03-12
SEG_00181,417,Durham,5.1,7,Gravel,6.6,2024-06-23,13605,7,100,A,2,3,2019,43626171.0,2026-05-05
SEG_00070,404,Niagara,4.6,6,Gravel,5.1,2025-10-07,128808,37,60,A,1,10,2024,47804280.0,2026-05-04
SEG_00470,17,Waterloo,34.0,6,Gravel,3.0,2024-03-19,173498,37,100,B,0,10,2016,15118543.0,2026-01-29
SEG_00295,403,Northern,14.4,4,Asphalt,7.4,2025-03-12,67767,17,50,B,5,4,2018,20968980.0,2026-04-26
SEG_00491,400,Northern,25.4,2,Composite,8.3,2024-11-15,166129,43,110,A,1,2,2015,38102078.0,2026-06-27
SEG_00376,11,Northern,13.2,5,Asphalt,5.2,2025-05-03,48603,27,50,B,3,4,2019,36931741.0,2026-04-07
SEG_00062,403,Durham,16.5,6,Concrete,2.8,2023-07-26,64641,11,40,A,4,2,2016,44686805.0,2026-07-07
SEG_00367,410,Durham,5.6,7,Composite,4.4,2024-04-24,143158,5,110,B,3,0,2019,30165311.0,2026-07-20
SEG_00425,11,Niagara,6.1,2,Gravel,5.2,2023-11-13,80442,31,50,D,5,5,2017,44244684.0,2026-06-05
SEG_00402,400,Durham,34.8,4,Gravel,5.7,2023-04-07,170156,1,50,A,0,8,2020,22004837.0,2026-04-25
SEG_00126,401,Niagara,14.7,2,Composite,4.0,2025-02-08,56926,19,40,A,0,3,2024,896079.0,2026-06-02
SEG_00137,7,Durham,15.4,7,Gravel,6.7,2024-04-07,22088,36,80,D,4,5,2021,10023435.0,2026-03-30
SEG_00222,7,Northern,11.8,2,Asphalt,7.0,2025-09-09,98741,44,80,D,1,10,2026,10613064.0,2026-02-08
SEG_00376,401,Ottawa,16.0,7,Asphalt,2.9,2023-10-23,126539,19,110,D,3,4,2025,30715128.0,2026-03-23
SEG_00215,403,Durham,23.1,2,Gravel,3.1,2023-11-02,135991,46,80,D,0,9,2019,35105579.0,2026-07-12
SEG_00397,69,Ottawa,1.0,3,Gravel,5.4,2023-10-30,161615,12,60,C,1,3,2028,33740684.0,2026-06-16
SEG_00337,410,Eastern,20.1,8,Gravel,9.5,2023-03-30,74816,15,40,B,5,3,2026,46465141.0,2026-03-23
