CLIENT_ID,AGE_GROUP,GENDER,POSTAL_CODE_PREFIX,REGION,HOUSEHOLD_SIZE,INCOME_BRACKET,EMPLOYMENT_STATUS,EDUCATION_LEVEL,LANGUAGE_PREFERENCE,INDIGENOUS_IDENTITY,DISABILITY_FLAG,IMMIGRATION_STATUS,YEARS_IN_CANADA,MARITAL_STATUS,DEPENDENTS_COUNT,HOUSING_TYPE,DIGITAL_ACCESS,LAST_UPDATED
CLT-000332,18-24,Male,K8V,Durham,2,$40-60K,Employed PT,Less than HS,French,Prefer Not to Say,No,Refugee,37,Single,2,Other,No,2026-04-10
CLT-000333,55-64,Non-Binary,K8Q,Northern,6,$80-100K,Unemployed,Bachelor,English,No,Yes,Citizen,15,Single,5,Rent,Limited,2026-02-12
CLT-000334,55-64,Prefer Not to Say,M2G,Northern,1,$20-40K,On Leave,Bachelor,Other,Prefer Not to Say,No,Work Permit,8,Divorced,5,Shelter,Limited,2026-04-10
CLT-000335,25-34,Prefer Not to Say,P5F,Hamilton,2,$80-100K,Student,Doctorate,Other,Yes,Yes,PR,0,Widowed,3,Shelter,Limited,2026-02-27
CLT-000336,35-44,Prefer Not to Say,M0N,Northern,6,$80-100K,Employed PT,High School,Bilingual,Prefer Not to Say,No,Work Permit,30,Married,2,Shelter,Yes,2026-02-19
CLT-000337,65+,Female,N7U,GTA,1,$40-60K,Unemployed,High School,Bilingual,Prefer Not to Say,No,Other,30,Married,0,Rent,No,2026-02-26
CLT-000338,65+,Female,K8L,Hamilton,1,$40-60K,Self-Employed,High School,Bilingual,Yes,Yes,Work Permit,21,Common-Law,2,Shelter,Limited,2026-06-04
CLT-000339,65+,Female,P7O,GTA,3,<$20K,Employed FT,Bachelor,Other,Prefer Not to Say,Yes,Work Permit,50,Widowed,3,Social Housing,No,2026-06-15
CLT-000340,45-54,Female,P6Z,Central,4,$80-100K,Employed FT,College,Bilingual,Prefer Not to Say,No,Refugee,31,Married,1,Rent,Limited,2026-02-15
CLT-000341,55-64,Male,T2J,Durham,5,$40-60K,Unemployed,Master,Other,Prefer Not to Say,No,Citizen,0,Divorced,1,Rent,Limited,2026-06-07
CLT-000342,35-44,Non-Binary,P9V,Southwestern,2,$60-80K,Unemployed,Less than HS,Other,No,Yes,Other,38,Common-Law,1,Own,Yes,2026-02-02
CLT-000343,65+,Male,K3S,Durham,1,>$100K,Employed FT,High School,Other,Yes,No,PR,34,Married,1,Social Housing,No,2026-05-21
CLT-000344,55-64,Male,L8Y,Ottawa,1,$80-100K,Self-Employed,Less than HS,English,No,Yes,PR,29,Common-Law,1,Social Housing,No,2026-04-28
CLT-000345,18-24,Female,T7P,Northern,5,$60-80K,Employed FT,College,Other,No,No,Other,23,Divorced,5,Other,Limited,2026-03-17
CLT-000346,35-44,Prefer Not to Say,L9K,Waterloo,5,$40-60K,Unemployed,Less than HS,Bilingual,No,Yes,Refugee,8,Widowed,5,Own,No,2026-01-30
CLT-000347,35-44,Non-Binary,L1R,Eastern,5,$40-60K,Employed PT,Doctorate,Bilingual,Yes,No,PR,3,Divorced,5,Other,Limited,2026-05-09
CLT-000348,25-34,Male,N5D,Ottawa,5,>$100K,Self-Employed,High School,English,No,No,Refugee,18,Common-Law,2,Rent,Yes,2026-07-25
CLT-000349,25-34,Male,T2P,Niagara,7,$80-100K,Unemployed,Bachelor,French,Yes,Yes,Work Permit,3,Married,5,Social Housing,Limited,2026-03-03
CLT-000350,25-34,Male,K4J,GTA,6,>$100K,Employed PT,Master,French,No,Yes,Work Permit,41,Single,4,Social Housing,Yes,2026-02-15
CLT-000351,65+,Male,P0L,Northern,3,$60-80K,Retired,College,English,Prefer Not to Say,Yes,Work Permit,30,Widowed,2,Own,Yes,2026-07-24
CLT-000352,65+,Female,K5J,Niagara,1,<$20K,Retired,Master,English,Yes,Yes,Work Permit,47,Married,2,Other,Limited,2026-04-04
CLT-000353,45-54,Male,K3T,Waterloo,4,>$100K,Employed PT,Bachelor,Other,Prefer Not to Say,No,Citizen,11,Divorced,1,Social Housing,Yes,2026-01-30
CLT-000354,18-24,Female,M2T,Ottawa,6,>$100K,Employed PT,Master,English,Yes,Yes,Citizen,18,Widowed,2,Other,Yes,2026-02-11
CLT-000355,55-64,Male,P8U,Durham,6,<$20K,Retired,Bachelor,Other,No,No,PR,12,Single,4,Own,Limited,2026-05-28
CLT-000356,55-64,Male,P2C,Eastern,2,$40-60K,Student,Master,French,Yes,No,PR,14,Divorced,5,Shelter,No,2026-01-14
CLT-000357,35-44,Male,N1A,Eastern,6,$80-100K,Retired,Less than HS,English,Prefer Not to Say,No,Work Permit,2,Common-Law,0,Own,Yes,2026-07-04
CLT-000358,25-34,Female,M3I,Southwestern,5,$40-60K,Student,Less than HS,Other,Yes,No,Other,30,Divorced,2,Own,Limited,2026-05-07
CLT-000359,45-54,Non-Binary,T2L,Hamilton,2,$20-40K,Employed FT,Bachelor,French,Yes,No,Citizen,12,Divorced,5,Other,Limited,2026-01-20
CLT-000360,18-24,Male,L7A,Eastern,7,$80-100K,Retired,Bachelor,French,Yes,No,Refugee,29,Single,0,Social Housing,Limited,2026-06-05
CLT-000361,35-44,Prefer Not to Say,P6M,Waterloo,2,>$100K,Employed PT,High School,French,Prefer Not to Say,No,Citizen,1,Divorced,0,Social Housing,Limited,2026-07-29
CLT-000362,18-24,Male,P7C,Southwestern,6,<$20K,Retired,Bachelor,French,Yes,Yes,PR,19,Married,0,Shelter,No,2026-05-17
CLT-000363,45-54,Non-Binary,L8W,Durham,5,$20-40K,Retired,Doctorate,French,Yes,No,Work Permit,38,Single,4,Shelter,Yes,2026-02-06
CLT-000364,55-64,Non-Binary,P2V,Central,5,$40-60K,Self-Employed,College,Bilingual,No,Yes,PR,39,Single,4,Shelter,Yes,2026-02-24
CLT-000365,35-44,Female,K6P,Durham,5,$20-40K,Retired,Doctorate,Other,Yes,No,Other,40,Married,1,Rent,Limited,2026-01-05
CLT-000366,18-24,Non-Binary,T3N,Southwestern,4,$40-60K,Retired,College,Other,No,No,Other,27,Divorced,5,Social Housing,Yes,2026-04-11
CLT-000367,25-34,Prefer Not to Say,M2B,Niagara,2,<$20K,Student,College,Bilingual,Yes,No,Refugee,25,Single,0,Social Housing,No,2026-05-12
CLT-000368,35-44,Male,P1D,Southwestern,3,<$20K,Unemployed,Bachelor,French,Prefer Not to Say,Yes,Work Permit,45,Married,5,Shelter,Yes,2026-01-19
CLT-000369,45-54,Prefer Not to Say,M1J,Niagara,1,$20-40K,Student,Less than HS,English,Prefer Not to Say,Yes,Refugee,47,Single,2,Social Housing,No,2026-07-01
CLT-000370,65+,Non-Binary,N5I,Northern,6,$60-80K,Retired,High School,Other,Prefer Not to Say,No,PR,31,Divorced,0,Social Housing,Yes,2026-02-20
CLT-000371,35-44,Non-Binary,T5I,Central,7,$80-100K,Unemployed,Doctorate,Other,No,Yes,Citizen,14,Single,0,Own,Limited,2026-04-16
CLT-000372,65+,Female,K7Y,Northern,2,$80-100K,Student,Master,Other,No,Yes,Citizen,41,Divorced,5,Rent,No,2026-07-24
CLT-000373,55-64,Female,P5V,GTA,5,$40-60K,On Leave,Doctorate,Other,Yes,Yes,Work Permit,1,Widowed,4,Own,No,2026-06-24
CLT-000374,35-44,Male,P1C,Eastern,4,>$100K,On Leave,College,English,Yes,No,Other,40,Common-Law,4,Social Housing,Yes,2026-07-10
CLT-000375,45-54,Prefer Not to Say,M0W,Niagara,2,$60-80K,Retired,College,Bilingual,Prefer Not to Say,Yes,Work Permit,11,Widowed,2,Social Housing,No,2026-06-06
CLT-000376,65+,Prefer Not to Say,N9K,Southwestern,2,<$20K,Self-Employed,Doctorate,Other,Prefer Not to Say,No,Refugee,8,Divorced,2,Rent,Limited,2026-01-02
CLT-000377,18-24,Male,N1U,Hamilton,2,$40-60K,Unemployed,Bachelor,Bilingual,Prefer Not to Say,No,Other,11,Married,2,Own,No,2026-07-02
CLT-000378,25-34,Female,K6I,Durham,5,$60-80K,Self-Employed,Less than HS,English,Yes,Yes,Refugee,0,Divorced,4,Own,Yes,2026-06-24
CLT-000379,65+,Non-Binary,T5O,Niagara,1,>$100K,Self-Employed,High School,English,No,No,Other,18,Single,5,Social Housing,Yes,2026-06-10
CLT-000380,65+,Female,L5Y,Northern,7,$80-100K,Employed PT,Doctorate,French,No,Yes,Other,30,Common-Law,3,Shelter,Limited,2026-05-23
CLT-000381,18-24,Female,M2N,Central,4,$40-60K,Self-Employed,Bachelor,Other,Yes,Yes,Work Permit,33,Widowed,1,Own,Limited,2026-04-30
CLT-000382,18-24,Non-Binary,M0P,Waterloo,1,<$20K,Student,Less than HS,English,No,No,Work Permit,16,Divorced,5,Own,Yes,2026-05-30
CLT-000383,55-64,Female,M9O,Central,7,$40-60K,Employed PT,Doctorate,Bilingual,No,Yes,Other,34,Common-Law,5,Rent,Yes,2026-05-08
CLT-000384,65+,Prefer Not to Say,L8V,Hamilton,4,<$20K,Employed FT,Bachelor,English,Prefer Not to Say,Yes,Work Permit,15,Married,2,Own,Yes,2026-01-23
CLT-000385,65+,Male,P2Y,Northern,4,$60-80K,Retired,Master,English,Prefer Not to Say,No,Refugee,26,Single,1,Other,No,2026-04-03
CLT-000386,65+,Female,P3S,Central,4,<$20K,Student,College,Other,Prefer Not to Say,Yes,Citizen,49,Single,0,Rent,Limited,2026-07-10
CLT-000387,45-54,Male,T9A,Hamilton,1,$20-40K,Student,Master,English,Prefer Not to Say,No,Refugee,48,Widowed,1,Rent,Yes,2026-05-08
CLT-000388,65+,Male,P8H,Southwestern,5,$40-60K,Retired,High School,Other,No,No,Other,28,Divorced,5,Rent,Limited,2026-04-15
CLT-000389,35-44,Male,N4V,Southwestern,7,$40-60K,Student,College,Other,Yes,No,Refugee,25,Common-Law,5,Social Housing,Yes,2026-07-17
CLT-000390,55-64,Female,P1O,Waterloo,3,$60-80K,Student,Master,Bilingual,Yes,Yes,PR,19,Common-Law,1,Rent,Yes,2026-02-17
CLT-000391,45-54,Female,N9H,GTA,2,$20-40K,On Leave,Doctorate,Other,Prefer Not to Say,No,Work Permit,10,Common-Law,3,Rent,Yes,2026-01-03
CLT-000392,55-64,Male,N4Y,GTA,6,$60-80K,Employed PT,College,English,No,No,PR,41,Married,2,Shelter,No,2026-07-10
CLT-000393,45-54,Non-Binary,M2K,Durham,2,$60-80K,On Leave,Doctorate,English,Yes,No,PR,25,Divorced,4,Rent,Yes,2026-02-04
CLT-000394,45-54,Prefer Not to Say,K3I,Northern,2,$80-100K,Unemployed,Doctorate,Other,Yes,Yes,Refugee,8,Married,3,Rent,Yes,2026-03-28
CLT-000395,55-64,Female,M0H,Eastern,6,$60-80K,On Leave,Doctorate,English,Yes,No,PR,41,Married,2,Own,Yes,2026-07-10
CLT-000396,45-54,Male,L3G,Eastern,7,$20-40K,Self-Employed,Less than HS,French,Prefer Not to Say,No,Work Permit,25,Single,1,Social Housing,Limited,2026-05-05
CLT-000397,55-64,Male,L7H,Hamilton,1,$80-100K,Retired,Doctorate,Bilingual,Prefer Not to Say,Yes,Refugee,26,Widowed,5,Shelter,Limited,2026-01-05
CLT-000398,65+,Prefer Not to Say,L5W,Central,3,$40-60K,Self-Employed,Doctorate,French,Yes,No,Refugee,42,Widowed,1,Shelter,Limited,2026-06-21
CLT-000399,25-34,Prefer Not to Say,L0K,Eastern,6,$20-40K,Self-Employed,Bachelor,French,Prefer Not to Say,No,Other,33,Common-Law,4,Rent,No,2026-07-05
CLT-000400,25-34,Female,T9B,Eastern,5,$60-80K,Retired,Master,Other,Prefer Not to Say,Yes,PR,5,Common-Law,0,Rent,Yes,2026-01-25
CLT-000401,55-64,Non-Binary,P6L,Central,7,<$20K,Self-Employed,Doctorate,English,Yes,No,Citizen,25,Divorced,3,Other,No,2026-06-13
CLT-000402,65+,Male,N7H,Southwestern,4,$60-80K,Student,Less than HS,Bilingual,Prefer Not to Say,No,PR,9,Widowed,4,Social Housing,Limited,2026-06-07
CLT-000403,18-24,Male,K8K,Northern,3,$20-40K,On Leave,Bachelor,Other,Yes,Yes,Citizen,20,Common-Law,4,Shelter,Yes,2026-06-23
CLT-000404,45-54,Non-Binary,K9V,Niagara,2,$80-100K,Retired,College,Bilingual,Prefer Not to Say,No,Citizen,12,Widowed,4,Social Housing,No,2026-07-21
CLT-000405,65+,Non-Binary,N5N,Central,2,<$20K,Student,Less than HS,Other,Yes,Yes,Citizen,9,Single,0,Rent,Limited,2026-07-26
CLT-000406,45-54,Female,N6H,Northern,3,>$100K,Student,Doctorate,Other,Yes,Yes,PR,46,Married,2,Other,No,2026-03-10
CLT-000407,55-64,Female,P1N,Niagara,1,<$20K,Retired,Less than HS,English,Prefer Not to Say,Yes,Work Permit,35,Widowed,3,Shelter,Limited,2026-07-06
CLT-000408,18-24,Prefer Not to Say,K2N,Southwestern,3,$60-80K,On Leave,Master,French,Prefer Not to Say,No,Other,22,Widowed,2,Social Housing,Yes,2026-05-04
CLT-000409,45-54,Male,P0T,Eastern,4,<$20K,Student,College,Bilingual,Prefer Not to Say,Yes,Citizen,18,Common-Law,3,Rent,Limited,2026-03-11
CLT-000410,45-54,Prefer Not to Say,P4I,Hamilton,7,$20-40K,Self-Employed,High School,Other,Prefer Not to Say,Yes,Work Permit,8,Widowed,4,Own,Limited,2026-03-26
CLT-000411,45-54,Prefer Not to Say,L1R,Eastern,4,$80-100K,On Leave,College,Other,No,Yes,Other,33,Widowed,4,Rent,No,2026-03-12
CLT-000412,25-34,Non-Binary,L0T,Niagara,5,$40-60K,Retired,High School,English,No,Yes,Work Permit,3,Married,1,Own,Limited,2026-05-27
CLT-000413,65+,Prefer Not to Say,L6Z,Waterloo,6,$20-40K,Unemployed,High School,Bilingual,Yes,No,Work Permit,33,Divorced,4,Social Housing,Yes,2026-01-29
CLT-000414,25-34,Male,T5M,GTA,7,$20-40K,Retired,Bachelor,English,Yes,Yes,PR,21,Common-Law,3,Other,No,2026-04-08
CLT-000415,45-54,Male,L9Z,GTA,2,$60-80K,Student,College,Other,No,No,Refugee,47,Widowed,0,Own,No,2026-01-21
CLT-000416,25-34,Female,M5B,Eastern,6,$80-100K,On Leave,Doctorate,Other,Prefer Not to Say,No,Work Permit,35,Divorced,5,Other,Limited,2026-06-29
CLT-000417,18-24,Male,M4D,Central,5,$80-100K,Employed PT,High School,French,No,Yes,Other,26,Divorced,0,Own,Yes,2026-05-12
CLT-000418,35-44,Non-Binary,T0Y,GTA,2,$80-100K,Unemployed,Bachelor,French,Prefer Not to Say,Yes,Citizen,1,Single,1,Social Housing,No,2026-04-30
CLT-000419,18-24,Male,L8B,Niagara,6,>$100K,On Leave,Less than HS,Bilingual,Prefer Not to Say,Yes,PR,25,Common-Law,0,Social Housing,No,2026-01-31
CLT-000420,55-64,Male,T9H,Waterloo,4,$80-100K,Student,Less than HS,Other,Prefer Not to Say,No,Citizen,30,Single,4,Own,Limited,2026-03-21
CLT-000421,55-64,Female,P3W,Northern,7,$80-100K,Self-Employed,College,English,No,Yes,Other,27,Single,1,Other,Yes,2026-02-23
CLT-000422,25-34,Male,K4S,Central,2,$20-40K,Employed FT,Master,Bilingual,Yes,Yes,PR,30,Single,3,Shelter,No,2026-05-14
CLT-000423,55-64,Non-Binary,N2W,Hamilton,3,$80-100K,Employed FT,Bachelor,Other,Yes,Yes,PR,26,Married,5,Own,Limited,2026-02-28
CLT-000424,18-24,Prefer Not to Say,P5C,Niagara,3,$60-80K,Self-Employed,Less than HS,French,Yes,Yes,Other,27,Single,5,Own,Limited,2026-01-21
CLT-000425,18-24,Female,T3V,Waterloo,7,$80-100K,Employed PT,High School,English,Yes,No,Work Permit,37,Widowed,3,Other,Limited,2026-02-04
CLT-000426,18-24,Prefer Not to Say,K3D,Southwestern,7,>$100K,Unemployed,Master,Other,Prefer Not to Say,Yes,Citizen,37,Divorced,5,Own,Limited,2026-07-15
CLT-000427,45-54,Male,L5A,Central,2,<$20K,Employed FT,High School,English,Yes,No,Citizen,33,Single,3,Social Housing,Yes,2026-06-26
CLT-000428,55-64,Male,L4X,Niagara,7,<$20K,Retired,Doctorate,English,Prefer Not to Say,No,Citizen,16,Single,4,Rent,No,2026-04-19
CLT-000429,55-64,Non-Binary,L4S,Central,1,$60-80K,Employed FT,Master,Bilingual,Prefer Not to Say,Yes,Refugee,8,Divorced,2,Social Housing,No,2026-04-21
CLT-000430,55-64,Female,T9U,Durham,7,$40-60K,Retired,Doctorate,English,No,No,PR,38,Common-Law,0,Social Housing,Yes,2026-06-20
CLT-000431,55-64,Male,L9L,Hamilton,7,>$100K,Student,Bachelor,French,No,Yes,Other,18,Divorced,3,Shelter,Limited,2026-01-22
CLT-000432,55-64,Non-Binary,K0D,Niagara,7,$40-60K,Student,High School,Other,Yes,No,Work Permit,43,Divorced,4,Social Housing,Limited,2026-01-04
CLT-000433,25-34,Prefer Not to Say,K9Z,Hamilton,4,<$20K,Employed FT,Bachelor,Other,Yes,No,Refugee,0,Married,2,Other,Limited,2026-02-02
CLT-000434,35-44,Prefer Not to Say,P9U,Niagara,4,>$100K,Employed FT,Less than HS,Other,No,No,PR,31,Divorced,5,Social Housing,Yes,2026-02-10
CLT-000435,18-24,Non-Binary,N2G,Ottawa,6,$20-40K,Unemployed,High School,Bilingual,Yes,Yes,Work Permit,9,Common-Law,5,Shelter,Yes,2026-01-01
CLT-000436,55-64,Non-Binary,T8T,Southwestern,5,$60-80K,Employed FT,Bachelor,French,Yes,No,Citizen,21,Married,0,Social Housing,Limited,2026-02-28
CLT-000437,35-44,Female,M3X,Ottawa,5,$40-60K,Unemployed,Bachelor,English,No,Yes,Work Permit,42,Married,1,Rent,Yes,2026-07-05
CLT-000438,65+,Male,M9C,Northern,5,$40-60K,Unemployed,Doctorate,French,Prefer Not to Say,Yes,Work Permit,44,Single,2,Own,Limited,2026-07-22
CLT-000439,45-54,Female,L3V,Hamilton,7,$60-80K,Retired,Master,French,Prefer Not to Say,No,Citizen,48,Married,0,Own,No,2026-05-16
CLT-000440,25-34,Female,M3P,Waterloo,5,>$100K,Self-Employed,Master,English,Prefer Not to Say,Yes,Citizen,2,Widowed,3,Rent,No,2026-02-11
CLT-000441,45-54,Non-Binary,N8Y,Waterloo,7,$60-80K,On Leave,High School,Bilingual,No,No,Refugee,18,Common-Law,1,Shelter,Yes,2026-07-16
CLT-000442,65+,Non-Binary,P8R,Northern,2,>$100K,On Leave,Bachelor,French,No,No,Work Permit,47,Married,1,Social Housing,Yes,2026-03-25
CLT-000443,18-24,Male,N8V,Durham,7,$20-40K,Retired,Less than HS,Bilingual,Yes,Yes,Work Permit,21,Common-Law,1,Other,Limited,2026-05-15
CLT-000444,25-34,Prefer Not to Say,K0I,Hamilton,4,$60-80K,Student,Bachelor,Other,Prefer Not to Say,Yes,Other,8,Widowed,4,Shelter,No,2026-03-24
CLT-000445,65+,Prefer Not to Say,M2B,Hamilton,3,$20-40K,Employed FT,Doctorate,French,Prefer Not to Say,No,Other,23,Widowed,1,Own,No,2026-07-18
CLT-000446,65+,Female,N2D,GTA,4,$40-60K,Self-Employed,Less than HS,Bilingual,No,Yes,Citizen,40,Single,0,Shelter,Yes,2026-03-13
CLT-000447,35-44,Non-Binary,K9Z,Waterloo,4,$40-60K,Unemployed,Doctorate,Other,No,No,PR,13,Single,4,Other,No,2026-01-25
CLT-000448,18-24,Non-Binary,K3H,Southwestern,7,$80-100K,Student,High School,Other,Prefer Not to Say,No,Citizen,5,Single,0,Rent,Limited,2026-03-19
CLT-000449,25-34,Non-Binary,L9T,Hamilton,3,>$100K,Self-Employed,Master,Bilingual,Prefer Not to Say,No,Citizen,46,Widowed,4,Other,Yes,2026-05-02
CLT-000450,55-64,Prefer Not to Say,M2D,Central,5,$80-100K,Employed PT,Bachelor,Bilingual,Yes,No,Refugee,14,Widowed,1,Shelter,No,2026-05-30
CLT-000451,18-24,Female,K1F,Northern,2,$20-40K,On Leave,Master,Bilingual,No,Yes,Refugee,0,Common-Law,3,Rent,Limited,2026-01-31
CLT-000452,35-44,Female,N8O,Southwestern,4,$60-80K,Self-Employed,Bachelor,Bilingual,Yes,No,Citizen,14,Divorced,3,Shelter,No,2026-04-13
CLT-000453,18-24,Male,T7M,Northern,2,$80-100K,On Leave,High School,English,Yes,Yes,Citizen,37,Married,4,Shelter,Limited,2026-02-12
CLT-000454,45-54,Non-Binary,N2N,Southwestern,6,$20-40K,Retired,High School,French,Yes,No,Work Permit,41,Widowed,3,Other,Yes,2026-06-19
CLT-000455,18-24,Prefer Not to Say,N6B,Southwestern,5,$40-60K,Employed PT,Less than HS,French,Yes,No,Work Permit,13,Common-Law,4,Social Housing,Limited,2026-05-24
CLT-000456,18-24,Male,P4Z,Niagara,3,<$20K,Employed PT,College,French,Yes,Yes,Refugee,47,Married,3,Other,Limited,2026-01-23
CLT-000457,45-54,Male,L8W,Eastern,7,$60-80K,Unemployed,Doctorate,English,Yes,No,Work Permit,37,Common-Law,2,Other,Limited,2026-07-01
CLT-000458,35-44,Non-Binary,K1T,Eastern,4,$80-100K,On Leave,High School,English,Yes,No,PR,44,Divorced,2,Other,No,2026-02-15
CLT-000459,45-54,Prefer Not to Say,N6Q,Hamilton,4,$60-80K,Unemployed,Master,French,No,No,Citizen,13,Common-Law,0,Shelter,No,2026-06-02
CLT-000460,18-24,Non-Binary,K8A,Durham,6,$80-100K,On Leave,College,French,No,No,PR,12,Married,4,Other,Yes,2026-06-23
CLT-000461,45-54,Prefer Not to Say,M5A,GTA,1,<$20K,Employed FT,High School,English,No,No,Other,0,Common-Law,2,Rent,Limited,2026-02-20
CLT-000462,45-54,Non-Binary,N9F,Ottawa,3,$80-100K,Retired,Less than HS,English,Yes,No,Citizen,24,Common-Law,3,Other,Yes,2026-03-21
CLT-000463,65+,Male,L7H,Durham,6,<$20K,Student,Bachelor,Other,No,Yes,Refugee,28,Married,0,Other,Limited,2026-04-11
CLT-000464,18-24,Male,K3O,Northern,4,$40-60K,Employed PT,Doctorate,French,Yes,No,Other,24,Widowed,4,Shelter,Yes,2026-03-10
CLT-000465,35-44,Prefer Not to Say,M5L,Hamilton,5,$20-40K,Employed PT,Bachelor,Other,Yes,Yes,Citizen,43,Common-Law,2,Other,Yes,2026-04-30
CLT-000466,65+,Prefer Not to Say,K2X,Niagara,1,$80-100K,Student,Master,Bilingual,No,No,Citizen,2,Widowed,2,Other,No,2026-02-21
CLT-000467,35-44,Prefer Not to Say,N9J,Eastern,6,$20-40K,On Leave,Bachelor,Bilingual,No,No,Citizen,10,Divorced,1,Rent,No,2026-04-12
CLT-000468,45-54,Prefer Not to Say,L9M,Southwestern,6,$40-60K,Retired,Bachelor,Other,No,No,Other,40,Common-Law,3,Own,No,2026-04-01
CLT-000469,65+,Female,L7I,Central,6,<$20K,Self-Employed,Doctorate,French,No,Yes,Work Permit,15,Divorced,3,Rent,Limited,2026-06-15
CLT-000470,18-24,Non-Binary,T8T,Niagara,3,$20-40K,Self-Employed,Master,Bilingual,No,Yes,PR,28,Common-Law,2,Other,Yes,2026-07-17
CLT-000471,45-54,Male,L3R,Eastern,2,>$100K,Retired,College,Other,Prefer Not to Say,Yes,PR,46,Widowed,0,Rent,No,2026-06-03
CLT-000472,45-54,Non-Binary,T8B,Southwestern,7,<$20K,Student,High School,Other,Yes,Yes,Work Permit,5,Common-Law,0,Shelter,Yes,2026-02-15
CLT-000473,65+,Non-Binary,M5D,GTA,7,>$100K,Employed PT,Bachelor,Bilingual,Prefer Not to Say,Yes,Other,28,Widowed,3,Rent,Yes,2026-03-16
CLT-000474,45-54,Prefer Not to Say,L6I,Niagara,7,$60-80K,Self-Employed,Less than HS,French,Yes,Yes,Refugee,12,Widowed,4,Shelter,No,2026-01-29
CLT-000475,35-44,Female,M9J,Ottawa,1,<$20K,Employed FT,High School,Other,No,Yes,Refugee,34,Single,5,Other,No,2026-01-30
CLT-000476,45-54,Non-Binary,P4S,Hamilton,4,$80-100K,Self-Employed,Bachelor,French,Prefer Not to Say,Yes,PR,1,Divorced,0,Social Housing,No,2026-02-25
CLT-000477,35-44,Prefer Not to Say,T5I,Hamilton,5,$80-100K,Employed PT,College,English,No,Yes,Refugee,2,Married,3,Own,Limited,2026-04-14
CLT-000478,55-64,Prefer Not to Say,L6Y,Hamilton,1,$60-80K,Employed FT,Doctorate,English,Yes,Yes,PR,46,Divorced,0,Rent,Limited,2026-01-29
CLT-000479,25-34,Female,N7I,Central,5,>$100K,Retired,Master,Bilingual,Prefer Not to Say,Yes,PR,15,Divorced,3,Other,No,2026-01-03
CLT-000480,35-44,Male,N9C,GTA,6,$60-80K,On Leave,Doctorate,Bilingual,Yes,Yes,Refugee,17,Single,3,Own,No,2026-05-16
CLT-000481,25-34,Non-Binary,N8X,Southwestern,5,$20-40K,On Leave,Less than HS,French,No,No,Refugee,13,Divorced,2,Social Housing,Limited,2026-06-23
CLT-000482,18-24,Non-Binary,L9E,Hamilton,2,$80-100K,Employed FT,Master,English,Yes,Yes,Refugee,35,Widowed,1,Shelter,No,2026-03-04
CLT-000483,65+,Male,N7X,Durham,3,>$100K,Retired,Master,Bilingual,No,No,Citizen,35,Widowed,5,Other,No,2026-07-10
CLT-000484,55-64,Female,M3F,GTA,4,>$100K,Unemployed,Bachelor,English,Prefer Not to Say,No,PR,27,Widowed,4,Own,Yes,2026-07-10
CLT-000485,35-44,Female,K0E,Waterloo,5,>$100K,Retired,Bachelor,Other,Yes,Yes,Citizen,38,Married,1,Social Housing,No,2026-04-01
CLT-000486,35-44,Male,K0O,Waterloo,6,$80-100K,Employed FT,College,Bilingual,Yes,Yes,Refugee,13,Married,0,Own,Yes,2026-06-10
CLT-000487,55-64,Non-Binary,K1R,Central,1,<$20K,Unemployed,High School,French,Yes,Yes,Citizen,48,Divorced,4,Rent,Yes,2026-03-19
CLT-000488,55-64,Male,T0S,Eastern,1,$40-60K,Unemployed,Master,Bilingual,Prefer Not to Say,No,PR,33,Common-Law,3,Shelter,Limited,2026-04-25
CLT-000489,25-34,Female,L5U,Central,2,$80-100K,On Leave,Less than HS,Bilingual,Yes,Yes,Refugee,9,Married,4,Rent,No,2026-03-12
CLT-000490,25-34,Non-Binary,M8K,Northern,7,$40-60K,Unemployed,Doctorate,Other,Prefer Not to Say,No,Other,50,Widowed,5,Own,No,2026-03-28
CLT-000491,55-64,Male,K0Q,Ottawa,5,$60-80K,Self-Employed,Doctorate,Bilingual,No,No,Other,29,Divorced,0,Social Housing,Yes,2026-07-31
CLT-000492,65+,Non-Binary,P8J,Waterloo,6,<$20K,Self-Employed,College,English,Prefer Not to Say,Yes,Work Permit,18,Divorced,5,Social Housing,Yes,2026-03-02
CLT-000493,35-44,Male,N6T,Central,3,$40-60K,Retired,Doctorate,French,No,No,Other,32,Single,0,Other,Limited,2026-02-04
CLT-000494,65+,Female,N7Y,Central,3,$60-80K,On Leave,Bachelor,Other,No,No,Work Permit,36,Married,2,Social Housing,Limited,2026-01-31
CLT-000495,25-34,Female,P7E,Southwestern,6,$80-100K,On Leave,High School,Other,Prefer Not to Say,No,Other,2,Single,3,Own,Limited,2026-03-14
CLT-000496,35-44,Non-Binary,P4R,Southwestern,5,>$100K,Self-Employed,Bachelor,Other,No,Yes,Refugee,27,Married,1,Other,No,2026-07-21
CLT-000497,45-54,Prefer Not to Say,M2K,Central,5,$20-40K,Unemployed,Less than HS,French,No,No,Refugee,16,Widowed,5,Own,No,2026-03-19
CLT-000498,18-24,Female,K7E,Hamilton,4,$40-60K,Employed PT,Less than HS,Bilingual,No,Yes,PR,17,Single,3,Own,Yes,2026-03-28
CLT-000499,35-44,Non-Binary,L8H,Southwestern,3,$40-60K,Retired,College,Bilingual,No,Yes,Citizen,27,Widowed,5,Rent,Yes,2026-04-06
