PARTICIPANT_ID,AGE,GENDER,REGION,EDUCATION_LEVEL,PRIOR_EMPLOYMENT_MONTHS,TRAINING_PROGRAM,TRAINING_HOURS,CERTIFICATION_EARNED,EMPLOYMENT_OUTCOME,SALARY_POST_TRAINING,INDUSTRY_PLACED,TIME_TO_EMPLOYMENT_DAYS,RETENTION_6_MONTH,SKILL_MATCH_SCORE,FEATURE_IMPORTANCE_RANK,IS_TRAINING_SUITABLE,UPDATE_FREQUENCY,LAST_UPDATED
PRT-000365,31,X,Niagara,Bachelor,143,Skilled Trades,590,No,Employed FT,83598,Technology,85,Yes,0.52,3,Yes,Weekly,2026-06-21
PRT-000366,39,X,Waterloo,Bachelor,211,Skilled Trades,104,No,Self-Employed,31854,Healthcare,171,No,0.4,10,Yes,Weekly,2026-05-30
PRT-000367,34,F,Northern,Bachelor,10,Advanced Manufacturing,66,Yes,Employed FT,65845,Manufacturing,23,No,0.8,1,Yes,Weekly,2026-05-24
PRT-000368,37,M,Waterloo,Bachelor,113,Digital Skills,430,No,Employed FT,30512,Retail,7,Yes,0.58,17,Yes,Weekly,2026-03-27
PRT-000369,40,M,Eastern,Bachelor,98,Green Energy,217,No,Unemployed,97109,Retail,27,No,0.73,1,Yes,Weekly,2026-03-04
PRT-000370,58,X,Eastern,Less than HS,169,Skilled Trades,199,Yes,Employed PT,69770,Healthcare,90,No,0.93,12,No,Weekly,2026-02-12
PRT-000371,61,X,Southwestern,Less than HS,88,Green Energy,345,No,Further Training,62019,Healthcare,65,Yes,0.6,18,Yes,Weekly,2026-07-12
PRT-000372,30,X,Waterloo,College,4,Data Analytics,556,No,Unemployed,60439,Technology,178,Yes,0.59,6,Yes,Monthly,2026-01-16
PRT-000373,56,M,Southwestern,College,142,Green Energy,271,No,Unemployed,76685,Finance,35,No,0.61,3,Yes,Monthly,2026-01-30
PRT-000374,50,F,Durham,College,176,Digital Skills,707,Yes,Employed PT,116429,Government,172,Yes,0.95,11,Yes,Monthly,2026-01-31
PRT-000375,20,F,GTA,College,135,Data Analytics,431,Yes,Employed FT,48463,Technology,7,No,0.44,4,No,Monthly,2026-06-08
PRT-000376,27,X,Niagara,Bachelor,179,IT Security,222,Yes,Employed PT,79336,Healthcare,145,No,0.4,13,Yes,Monthly,2026-05-04
PRT-000377,51,M,Ottawa,Master,49,Healthcare Aide,518,No,Further Training,87844,Construction,20,No,0.61,3,Yes,Weekly,2026-01-08
PRT-000378,47,M,Niagara,High School,40,IT Security,227,No,Self-Employed,108872,Construction,96,Yes,0.99,12,Yes,Weekly,2026-07-27
PRT-000379,29,F,Durham,Bachelor,62,Healthcare Aide,220,Yes,Unemployed,109828,Technology,65,No,0.87,9,Yes,Monthly,2026-05-17
PRT-000380,39,F,Eastern,Less than HS,135,IT Security,405,No,Further Training,80636,Construction,171,Yes,0.72,4,No,Weekly,2026-06-07
PRT-000381,49,X,Niagara,High School,183,Green Energy,336,No,Employed PT,88403,Retail,60,Yes,0.98,4,No,Monthly,2026-02-02
PRT-000382,45,M,Waterloo,Bachelor,114,Green Energy,404,Yes,Self-Employed,80238,Manufacturing,117,No,0.53,16,Yes,Monthly,2026-01-03
PRT-000383,55,M,Central,Bachelor,14,Data Analytics,64,Yes,Employed PT,37529,Retail,164,No,0.41,2,Yes,Monthly,2026-02-08
PRT-000384,64,X,Hamilton,Bachelor,80,Data Analytics,90,Yes,Unemployed,100222,Healthcare,25,No,0.54,5,Yes,Weekly,2026-05-20
PRT-000385,31,X,Southwestern,Master,48,IT Security,383,Yes,Self-Employed,64167,Technology,76,Yes,0.41,13,No,Weekly,2026-01-29
PRT-000386,42,F,Hamilton,High School,88,Digital Skills,51,No,Employed FT,48070,Government,90,Yes,0.54,7,Yes,Monthly,2026-08-01
PRT-000387,48,X,Hamilton,High School,175,Advanced Manufacturing,646,No,Self-Employed,115152,Finance,122,Yes,0.45,8,Yes,Weekly,2026-07-29
PRT-000388,59,M,Southwestern,Less than HS,176,Skilled Trades,180,Yes,Unemployed,73439,Manufacturing,114,No,0.35,1,No,Monthly,2026-05-06
PRT-000389,22,M,Eastern,Bachelor,66,Data Analytics,108,No,Self-Employed,81505,Healthcare,145,No,0.36,13,No,Weekly,2026-06-11
PRT-000390,22,X,Hamilton,Bachelor,32,Green Energy,326,No,Unemployed,53337,Government,34,No,0.85,12,Yes,Weekly,2026-07-18
PRT-000391,28,X,Ottawa,Less than HS,210,Digital Skills,162,Yes,Employed FT,107571,Manufacturing,127,Yes,0.62,8,Yes,Weekly,2026-07-21
PRT-000392,25,M,Southwestern,Bachelor,230,Advanced Manufacturing,248,No,Employed FT,116913,Manufacturing,141,No,0.42,1,Yes,Monthly,2026-07-17
PRT-000393,36,F,Eastern,Bachelor,43,Data Analytics,596,Yes,Employed PT,116992,Healthcare,114,Yes,0.35,12,Yes,Monthly,2026-02-27
PRT-000394,21,M,Waterloo,College,179,Healthcare Aide,193,No,Self-Employed,43747,Government,125,Yes,0.44,3,No,Monthly,2026-06-27
PRT-000395,21,X,Eastern,High School,216,Healthcare Aide,685,Yes,Employed FT,55956,Healthcare,144,Yes,0.42,9,Yes,Weekly,2026-07-14
PRT-000396,40,M,Ottawa,High School,159,Healthcare Aide,781,Yes,Unemployed,111476,Technology,48,No,0.39,3,Yes,Weekly,2026-02-24
PRT-000397,32,M,Ottawa,Less than HS,144,Digital Skills,528,Yes,Unemployed,51960,Finance,124,Yes,1.0,4,Yes,Monthly,2026-05-18
PRT-000398,34,M,GTA,Less than HS,11,Advanced Manufacturing,210,No,Unemployed,107281,Healthcare,154,No,0.87,11,Yes,Weekly,2026-02-27
PRT-000399,53,X,Northern,Bachelor,207,Advanced Manufacturing,704,No,Self-Employed,48113,Manufacturing,20,No,0.64,12,Yes,Monthly,2026-05-19
PRT-000400,48,M,Durham,Less than HS,240,Healthcare Aide,748,No,Employed PT,96030,Construction,148,Yes,0.34,3,Yes,Weekly,2026-05-12
PRT-000401,54,X,Hamilton,High School,199,Skilled Trades,605,No,Employed PT,81930,Retail,49,Yes,0.4,6,Yes,Monthly,2026-07-17
PRT-000402,21,F,Ottawa,Less than HS,179,Digital Skills,436,No,Employed PT,107230,Healthcare,155,No,0.5,5,Yes,Weekly,2026-01-01
PRT-000403,31,M,Southwestern,Master,131,Skilled Trades,444,Yes,Unemployed,74312,Construction,57,Yes,0.72,3,No,Monthly,2026-05-06
PRT-000404,40,M,Central,College,97,Green Energy,756,No,Self-Employed,85657,Construction,52,No,0.5,13,Yes,Monthly,2026-05-05
PRT-000405,41,X,Central,Less than HS,7,Skilled Trades,693,No,Further Training,82853,Retail,166,Yes,0.68,16,Yes,Monthly,2026-01-19
PRT-000406,29,X,GTA,High School,22,Healthcare Aide,65,Yes,Employed FT,67768,Retail,8,Yes,0.35,14,No,Monthly,2026-01-17
PRT-000407,47,X,Northern,Bachelor,158,IT Security,493,No,Employed FT,95797,Technology,129,Yes,0.43,3,Yes,Monthly,2026-05-29
PRT-000408,26,F,Niagara,Bachelor,204,Healthcare Aide,589,No,Unemployed,86151,Construction,105,No,0.43,6,No,Weekly,2026-05-18
PRT-000409,23,M,Northern,High School,157,Data Analytics,786,Yes,Unemployed,101391,Construction,126,Yes,0.43,14,Yes,Monthly,2026-06-14
PRT-000410,43,X,Eastern,Master,18,Digital Skills,767,No,Further Training,114601,Manufacturing,148,No,0.96,10,No,Monthly,2026-01-22
PRT-000411,63,F,Central,Bachelor,31,Healthcare Aide,597,No,Unemployed,104182,Healthcare,61,No,0.71,15,No,Monthly,2026-06-05
PRT-000412,23,F,Central,College,97,Healthcare Aide,360,No,Employed PT,108377,Finance,48,No,0.86,9,Yes,Weekly,2026-02-03
PRT-000413,49,M,Durham,Bachelor,137,Advanced Manufacturing,455,No,Further Training,74069,Retail,117,Yes,0.98,10,Yes,Weekly,2026-05-10
PRT-000414,52,F,Central,Bachelor,120,Data Analytics,353,No,Employed PT,106962,Government,33,No,0.97,2,Yes,Monthly,2026-04-09
PRT-000415,62,F,Northern,High School,64,Skilled Trades,762,Yes,Employed FT,104717,Government,104,No,0.74,17,Yes,Weekly,2026-03-19
PRT-000416,51,X,Waterloo,Less than HS,172,Digital Skills,314,Yes,Employed PT,37860,Technology,109,No,0.92,10,Yes,Monthly,2026-07-15
PRT-000417,48,M,Ottawa,Bachelor,24,IT Security,745,No,Employed PT,70309,Technology,125,Yes,0.34,4,Yes,Monthly,2026-02-26
PRT-000418,29,F,Northern,High School,60,Advanced Manufacturing,74,No,Self-Employed,85282,Retail,65,No,0.61,9,Yes,Monthly,2026-03-31
PRT-000419,21,X,Central,High School,164,Advanced Manufacturing,407,No,Unemployed,81593,Construction,55,Yes,1.0,10,Yes,Monthly,2026-06-30
PRT-000420,49,F,Hamilton,Bachelor,13,Skilled Trades,777,No,Further Training,68595,Technology,110,No,0.87,15,Yes,Weekly,2026-04-18
PRT-000421,63,M,Durham,Bachelor,225,Digital Skills,339,No,Unemployed,72070,Retail,123,No,0.33,8,Yes,Weekly,2026-07-05
PRT-000422,53,X,Waterloo,College,108,Healthcare Aide,736,Yes,Employed PT,73443,Manufacturing,149,No,0.77,9,Yes,Monthly,2026-04-23
PRT-000423,54,F,Eastern,High School,215,Digital Skills,679,Yes,Employed PT,89331,Manufacturing,72,No,0.67,10,Yes,Weekly,2026-05-16
PRT-000424,60,F,Hamilton,Master,16,Green Energy,181,Yes,Unemployed,108250,Manufacturing,48,Yes,0.83,14,Yes,Monthly,2026-01-25
PRT-000425,19,F,Ottawa,Master,82,Green Energy,111,No,Employed FT,99096,Retail,74,No,0.31,7,Yes,Monthly,2026-02-09
PRT-000426,35,M,Eastern,Master,137,Digital Skills,391,Yes,Unemployed,46746,Healthcare,132,No,0.66,16,Yes,Weekly,2026-03-22
PRT-000427,20,M,Ottawa,Less than HS,165,Healthcare Aide,69,No,Employed PT,54778,Manufacturing,141,Yes,0.79,12,Yes,Monthly,2026-03-07
PRT-000428,35,M,GTA,Less than HS,117,Advanced Manufacturing,584,Yes,Further Training,32233,Government,70,No,0.57,11,Yes,Weekly,2026-02-14
PRT-000429,22,F,Hamilton,Less than HS,125,IT Security,465,No,Unemployed,40251,Technology,90,Yes,0.47,7,Yes,Monthly,2026-02-26
PRT-000430,28,M,Durham,Master,188,IT Security,588,Yes,Employed PT,114248,Manufacturing,152,Yes,0.43,15,Yes,Monthly,2026-05-18
PRT-000431,47,M,GTA,Less than HS,171,Healthcare Aide,792,Yes,Further Training,53800,Government,20,No,0.59,17,Yes,Monthly,2026-07-26
PRT-000432,26,M,Northern,Bachelor,92,Digital Skills,140,Yes,Self-Employed,66482,Retail,121,Yes,0.9,4,No,Monthly,2026-04-14
PRT-000433,49,M,GTA,High School,136,Advanced Manufacturing,646,Yes,Further Training,32950,Healthcare,167,No,0.99,5,Yes,Weekly,2026-07-30
PRT-000434,61,X,Eastern,Less than HS,132,Healthcare Aide,687,Yes,Self-Employed,118288,Healthcare,123,No,0.81,3,Yes,Monthly,2026-04-12
PRT-000435,26,M,Southwestern,Less than HS,136,Skilled Trades,440,Yes,Unemployed,100527,Manufacturing,79,No,0.41,15,Yes,Weekly,2026-03-08
PRT-000436,63,M,Central,Bachelor,44,Healthcare Aide,249,Yes,Self-Employed,104569,Technology,35,Yes,0.34,9,Yes,Monthly,2026-02-21
PRT-000437,60,M,GTA,Master,108,IT Security,795,Yes,Employed PT,69678,Healthcare,132,Yes,0.51,4,Yes,Monthly,2026-05-01
PRT-000438,26,F,Waterloo,Bachelor,90,Data Analytics,758,Yes,Employed PT,109872,Healthcare,77,No,0.84,12,Yes,Monthly,2026-01-17
PRT-000439,57,F,Waterloo,Less than HS,1,Digital Skills,219,No,Employed PT,84376,Manufacturing,90,No,0.96,10,Yes,Weekly,2026-05-20
PRT-000440,61,X,Central,College,65,Healthcare Aide,473,No,Unemployed,49044,Finance,84,No,0.59,4,Yes,Weekly,2026-03-10
PRT-000441,33,F,GTA,Bachelor,223,Advanced Manufacturing,270,No,Further Training,30536,Finance,41,Yes,0.45,11,Yes,Weekly,2026-01-13
PRT-000442,40,X,Hamilton,Bachelor,122,Skilled Trades,783,Yes,Further Training,71004,Finance,58,Yes,0.71,12,No,Weekly,2026-07-31
PRT-000443,24,X,Ottawa,Master,47,Digital Skills,258,No,Employed FT,41127,Government,48,Yes,0.94,16,No,Monthly,2026-05-14
PRT-000444,31,X,Southwestern,Master,140,Green Energy,173,No,Employed PT,94252,Finance,143,Yes,0.42,12,No,Weekly,2026-03-30
PRT-000445,51,F,Eastern,Less than HS,24,Data Analytics,112,No,Employed FT,85010,Retail,46,Yes,0.32,11,No,Weekly,2026-04-15
PRT-000446,31,M,Eastern,High School,210,Advanced Manufacturing,177,Yes,Employed FT,38912,Technology,126,No,0.72,12,Yes,Weekly,2026-06-23
PRT-000447,32,M,Ottawa,Bachelor,173,Skilled Trades,394,No,Further Training,63842,Construction,138,Yes,0.85,15,Yes,Weekly,2026-01-07
PRT-000448,46,X,Ottawa,College,221,IT Security,212,No,Employed FT,45670,Construction,164,Yes,0.69,12,No,Weekly,2026-01-01
PRT-000449,49,M,Northern,College,232,Advanced Manufacturing,146,Yes,Employed PT,42784,Healthcare,164,No,0.74,16,Yes,Weekly,2026-04-13
PRT-000450,32,F,Ottawa,College,193,Green Energy,346,No,Further Training,57700,Manufacturing,112,No,0.81,18,No,Weekly,2026-06-08
PRT-000451,20,X,Central,High School,29,Data Analytics,733,No,Self-Employed,98328,Government,129,No,0.75,11,Yes,Weekly,2026-06-03
PRT-000452,33,M,Ottawa,Bachelor,16,Skilled Trades,221,No,Self-Employed,72212,Finance,169,Yes,0.71,11,Yes,Weekly,2026-05-26
PRT-000453,24,F,Niagara,Bachelor,235,Skilled Trades,610,Yes,Self-Employed,66873,Technology,81,Yes,0.58,12,Yes,Monthly,2026-06-11
PRT-000454,25,F,GTA,Master,216,Digital Skills,673,No,Further Training,84008,Healthcare,66,Yes,0.36,1,Yes,Monthly,2026-01-28
PRT-000455,28,X,Northern,High School,90,Green Energy,509,Yes,Employed FT,98260,Construction,13,No,0.99,5,Yes,Weekly,2026-06-21
PRT-000456,19,F,Waterloo,Bachelor,15,Advanced Manufacturing,733,Yes,Unemployed,117322,Retail,179,Yes,0.65,7,Yes,Monthly,2026-05-04
PRT-000457,33,F,Northern,Master,7,Digital Skills,731,No,Further Training,47850,Retail,164,Yes,0.69,1,Yes,Monthly,2026-07-29
PRT-000458,19,F,Ottawa,Bachelor,213,Advanced Manufacturing,557,Yes,Employed PT,62487,Finance,13,Yes,0.46,12,No,Weekly,2026-05-20
PRT-000459,35,X,Southwestern,College,157,Data Analytics,777,Yes,Employed FT,100452,Manufacturing,75,No,0.31,6,Yes,Monthly,2026-04-29
PRT-000460,33,F,Eastern,Less than HS,155,Advanced Manufacturing,60,No,Self-Employed,48116,Manufacturing,32,No,0.47,8,Yes,Weekly,2026-01-12
PRT-000461,54,X,Southwestern,Bachelor,122,IT Security,554,Yes,Unemployed,33643,Technology,145,No,0.68,4,No,Monthly,2026-01-13
PRT-000462,30,M,Central,Bachelor,227,Advanced Manufacturing,293,No,Self-Employed,104306,Finance,160,No,0.94,6,No,Monthly,2026-03-22
PRT-000463,31,F,Northern,Bachelor,169,Skilled Trades,220,No,Unemployed,111110,Technology,19,Yes,0.4,3,Yes,Weekly,2026-03-24
PRT-000464,48,X,Niagara,Master,183,Digital Skills,462,Yes,Unemployed,34461,Technology,123,Yes,0.62,9,Yes,Weekly,2026-01-29
PRT-000465,49,X,Ottawa,Less than HS,91,Digital Skills,499,No,Employed PT,118308,Healthcare,21,No,0.87,13,No,Weekly,2026-03-14
PRT-000466,29,F,Niagara,Master,140,IT Security,271,Yes,Unemployed,37507,Finance,180,Yes,0.65,7,Yes,Weekly,2026-01-10
PRT-000467,34,F,Northern,High School,155,Skilled Trades,667,Yes,Unemployed,97728,Construction,60,No,0.84,3,Yes,Monthly,2026-02-25
PRT-000468,34,M,Central,Bachelor,174,Digital Skills,764,Yes,Further Training,113748,Technology,158,Yes,0.67,12,Yes,Weekly,2026-07-22
PRT-000469,43,M,Eastern,High School,71,Data Analytics,759,No,Further Training,31464,Construction,51,Yes,0.7,16,No,Weekly,2026-03-02
PRT-000470,28,X,Northern,Less than HS,23,Green Energy,408,No,Self-Employed,108307,Retail,17,Yes,0.6,9,Yes,Monthly,2026-02-24
PRT-000471,27,F,Ottawa,High School,175,Green Energy,547,No,Unemployed,87618,Healthcare,162,No,0.78,15,Yes,Weekly,2026-03-31
PRT-000472,56,X,Ottawa,Master,178,Digital Skills,640,Yes,Self-Employed,74580,Healthcare,92,Yes,0.47,9,Yes,Monthly,2026-06-19
PRT-000473,35,F,Waterloo,Bachelor,42,Data Analytics,591,Yes,Self-Employed,91813,Technology,130,Yes,0.99,10,Yes,Weekly,2026-03-01
PRT-000474,46,X,Durham,College,239,Data Analytics,288,Yes,Unemployed,95498,Government,176,Yes,0.82,4,Yes,Weekly,2026-07-01
PRT-000475,62,F,Waterloo,College,57,Data Analytics,524,No,Further Training,67369,Government,63,No,0.89,9,Yes,Monthly,2026-04-30
PRT-000476,56,M,Central,Master,148,Digital Skills,411,Yes,Employed FT,90998,Government,31,Yes,0.67,14,Yes,Monthly,2026-07-28
PRT-000477,28,F,Durham,High School,239,Advanced Manufacturing,572,No,Self-Employed,105391,Manufacturing,151,No,0.45,7,Yes,Weekly,2026-07-21
PRT-000478,48,M,Southwestern,Bachelor,205,IT Security,104,No,Self-Employed,107843,Government,115,Yes,0.35,17,Yes,Monthly,2026-06-24
PRT-000479,57,F,Southwestern,Bachelor,18,Healthcare Aide,352,No,Employed PT,87212,Finance,133,Yes,0.65,2,Yes,Weekly,2026-07-08
PRT-000480,22,F,Hamilton,Less than HS,224,Advanced Manufacturing,273,No,Self-Employed,71303,Construction,24,No,0.87,7,Yes,Monthly,2026-06-13
PRT-000481,49,X,Southwestern,Bachelor,43,Data Analytics,107,No,Further Training,118033,Finance,124,Yes,0.61,13,Yes,Weekly,2026-07-07
PRT-000482,43,M,Niagara,Master,143,Digital Skills,310,Yes,Employed FT,79713,Government,103,No,0.36,8,No,Weekly,2026-01-05
PRT-000483,40,M,Northern,High School,155,Skilled Trades,378,Yes,Employed FT,89074,Finance,52,No,0.43,9,Yes,Weekly,2026-02-04
PRT-000484,31,X,Southwestern,Master,149,Healthcare Aide,238,Yes,Self-Employed,43919,Government,24,No,0.45,18,Yes,Monthly,2026-07-26
PRT-000485,53,F,Durham,College,16,Advanced Manufacturing,190,Yes,Employed PT,48905,Manufacturing,135,No,0.4,8,Yes,Monthly,2026-01-23
PRT-000486,47,M,Central,College,70,Healthcare Aide,106,No,Employed PT,53207,Technology,38,Yes,0.56,13,Yes,Monthly,2026-03-28
PRT-000487,42,F,Durham,High School,230,IT Security,539,No,Unemployed,96584,Manufacturing,12,No,0.65,7,Yes,Weekly,2026-07-05
PRT-000488,49,X,Eastern,Master,121,Data Analytics,183,Yes,Employed PT,95294,Construction,21,Yes,0.68,10,Yes,Monthly,2026-02-08
PRT-000489,18,M,Ottawa,College,110,Green Energy,417,Yes,Unemployed,73822,Manufacturing,87,Yes,0.54,3,Yes,Monthly,2026-07-28
PRT-000490,35,X,Central,College,117,Digital Skills,607,Yes,Further Training,34431,Manufacturing,41,No,0.66,13,Yes,Monthly,2026-04-12
PRT-000491,64,F,Ottawa,Bachelor,51,IT Security,358,Yes,Employed FT,52591,Finance,48,Yes,0.33,7,Yes,Monthly,2026-07-01
PRT-000492,64,X,Ottawa,College,9,Data Analytics,445,No,Further Training,90695,Retail,95,No,0.91,17,Yes,Monthly,2026-07-31
PRT-000493,20,X,Northern,Bachelor,94,Green Energy,325,No,Employed PT,57427,Technology,120,Yes,0.57,13,Yes,Weekly,2026-04-27
PRT-000494,59,X,Southwestern,Bachelor,8,Healthcare Aide,213,Yes,Employed FT,47431,Technology,124,No,0.89,2,Yes,Monthly,2026-04-16
PRT-000495,46,M,Waterloo,Master,197,Digital Skills,524,No,Unemployed,42887,Construction,159,No,0.98,13,Yes,Monthly,2026-05-29
PRT-000496,44,M,Durham,Bachelor,90,Advanced Manufacturing,727,No,Unemployed,68470,Healthcare,101,Yes,0.84,3,Yes,Monthly,2026-07-09
PRT-000497,44,M,Durham,Less than HS,163,Digital Skills,565,No,Self-Employed,118651,Finance,67,No,0.73,17,Yes,Weekly,2026-04-04
PRT-000498,60,M,Ottawa,Bachelor,100,Digital Skills,721,Yes,Unemployed,112943,Healthcare,110,Yes,0.34,2,Yes,Monthly,2026-03-13
PRT-000499,21,M,Eastern,Master,176,Skilled Trades,569,Yes,Unemployed,45421,Finance,72,No,0.89,15,No,Monthly,2026-05-05
PRT-000500,42,F,Central,High School,137,Skilled Trades,117,Yes,Employed PT,77106,Government,74,No,0.78,13,Yes,Weekly,2026-07-09
PRT-000501,30,M,Eastern,Bachelor,183,IT Security,227,Yes,Self-Employed,113808,Government,174,Yes,0.55,8,Yes,Monthly,2026-07-24
PRT-000502,31,X,Durham,Less than HS,157,Advanced Manufacturing,674,Yes,Further Training,84262,Technology,31,No,0.9,17,No,Weekly,2026-03-30
PRT-000503,50,M,GTA,Master,168,Green Energy,657,No,Unemployed,116171,Manufacturing,55,Yes,0.78,12,Yes,Monthly,2026-05-26
PRT-000504,22,F,Southwestern,Bachelor,207,IT Security,268,No,Employed FT,99331,Government,166,Yes,0.4,18,Yes,Monthly,2026-05-05
PRT-000505,28,X,Ottawa,High School,140,Green Energy,248,Yes,Unemployed,87493,Technology,156,Yes,0.68,2,Yes,Weekly,2026-03-05
PRT-000506,40,X,Niagara,College,161,Green Energy,464,Yes,Self-Employed,119548,Retail,17,No,0.8,7,No,Monthly,2026-05-29
PRT-000507,19,X,Eastern,Less than HS,180,Data Analytics,753,Yes,Employed PT,99125,Technology,152,Yes,0.58,5,Yes,Weekly,2026-05-15
PRT-000508,60,M,Durham,High School,213,Advanced Manufacturing,471,No,Employed FT,92953,Government,77,No,0.3,14,Yes,Monthly,2026-05-19
PRT-000509,30,M,Southwestern,Bachelor,89,IT Security,238,No,Employed PT,100905,Manufacturing,46,Yes,0.72,7,No,Monthly,2026-01-16
PRT-000510,25,F,Southwestern,High School,110,Skilled Trades,725,Yes,Self-Employed,86120,Finance,76,Yes,0.92,13,Yes,Weekly,2026-03-09
PRT-000511,53,X,Niagara,Master,69,IT Security,424,Yes,Employed PT,95948,Government,21,No,0.62,8,Yes,Monthly,2026-05-06
PRT-000512,50,X,Niagara,Bachelor,72,Data Analytics,798,No,Further Training,86344,Construction,68,No,0.81,11,Yes,Weekly,2026-06-05
PRT-000513,49,X,Northern,Master,60,Data Analytics,405,No,Further Training,77039,Construction,58,No,0.38,7,Yes,Weekly,2026-07-30
PRT-000514,26,F,Waterloo,College,74,Skilled Trades,394,Yes,Self-Employed,50251,Finance,38,No,0.82,2,Yes,Monthly,2026-01-04
PRT-000515,26,X,Ottawa,Bachelor,117,IT Security,394,Yes,Employed PT,108892,Manufacturing,169,No,0.61,7,Yes,Monthly,2026-06-30
PRT-000516,32,X,Ottawa,College,164,Advanced Manufacturing,68,Yes,Unemployed,101074,Retail,99,Yes,0.96,11,Yes,Weekly,2026-07-30
PRT-000517,49,X,Niagara,Master,5,Skilled Trades,399,Yes,Unemployed,106431,Retail,25,Yes,0.83,15,Yes,Monthly,2026-04-18
PRT-000518,55,X,Northern,High School,236,Healthcare Aide,565,No,Further Training,84076,Retail,91,No,0.98,4,Yes,Weekly,2026-06-29
PRT-000519,40,X,GTA,High School,165,Advanced Manufacturing,188,Yes,Further Training,43891,Healthcare,29,Yes,0.59,4,Yes,Monthly,2026-02-23
PRT-000520,40,M,Eastern,Less than HS,156,Green Energy,487,No,Self-Employed,113245,Retail,154,Yes,0.71,15,No,Monthly,2026-06-25
PRT-000521,39,F,Ottawa,College,223,Healthcare Aide,129,Yes,Further Training,90261,Manufacturing,9,No,0.77,4,Yes,Weekly,2026-06-06
PRT-000522,25,F,Eastern,Bachelor,209,Data Analytics,464,Yes,Further Training,91515,Finance,180,No,0.48,16,No,Monthly,2026-03-19
PRT-000523,21,X,Hamilton,High School,65,Healthcare Aide,612,Yes,Employed PT,91186,Technology,147,No,0.58,17,No,Weekly,2026-05-17
PRT-000524,32,X,Waterloo,Less than HS,8,IT Security,315,Yes,Employed PT,34737,Healthcare,37,No,0.6,2,Yes,Weekly,2026-05-19
PRT-000525,31,X,Southwestern,Master,139,Skilled Trades,582,No,Employed PT,60370,Finance,82,Yes,0.85,12,No,Weekly,2026-07-11
PRT-000526,56,X,Niagara,Master,208,Advanced Manufacturing,444,Yes,Self-Employed,85298,Technology,72,No,0.43,2,Yes,Weekly,2026-07-18
PRT-000527,37,F,Hamilton,Bachelor,68,Data Analytics,548,No,Self-Employed,52701,Construction,96,Yes,0.99,15,Yes,Monthly,2026-01-20
PRT-000528,56,M,Northern,High School,113,Skilled Trades,160,No,Employed FT,40474,Finance,11,No,0.49,7,Yes,Weekly,2026-02-08
PRT-000529,54,F,Hamilton,Master,134,Digital Skills,422,Yes,Unemployed,79617,Healthcare,66,No,0.7,12,Yes,Weekly,2026-03-31
PRT-000530,33,M,Ottawa,High School,67,Digital Skills,489,No,Employed FT,32613,Retail,141,No,0.44,7,Yes,Monthly,2026-07-14
PRT-000531,31,X,GTA,Bachelor,191,Data Analytics,290,No,Employed PT,75818,Healthcare,63,Yes,0.43,2,Yes,Monthly,2026-05-17
PRT-000532,43,M,Niagara,College,190,Healthcare Aide,746,No,Employed FT,96946,Technology,35,No,0.41,12,No,Weekly,2026-05-13
PRT-000533,18,X,Ottawa,College,6,Data Analytics,250,Yes,Self-Employed,63392,Technology,144,No,0.32,15,Yes,Monthly,2026-02-28
PRT-000534,60,X,Niagara,Bachelor,225,Skilled Trades,317,Yes,Employed PT,77230,Healthcare,49,Yes,0.42,5,Yes,Weekly,2026-02-27
PRT-000535,40,M,Northern,Less than HS,240,Skilled Trades,519,No,Self-Employed,53262,Finance,71,Yes,0.42,2,Yes,Weekly,2026-07-24
PRT-000536,54,F,Waterloo,Less than HS,199,Healthcare Aide,789,No,Self-Employed,89855,Construction,94,No,0.41,6,No,Monthly,2026-01-25
PRT-000537,28,X,Durham,College,88,Data Analytics,543,Yes,Employed FT,118558,Manufacturing,48,Yes,0.53,3,No,Monthly,2026-02-01
PRT-000538,63,F,Eastern,Bachelor,163,Green Energy,51,Yes,Unemployed,66276,Manufacturing,159,No,0.84,10,Yes,Monthly,2026-01-22
PRT-000539,46,F,Ottawa,Less than HS,75,Skilled Trades,99,No,Employed PT,115293,Healthcare,59,No,0.44,13,Yes,Weekly,2026-03-30
PRT-000540,46,X,Ottawa,Bachelor,188,IT Security,69,No,Employed PT,111707,Technology,14,No,0.39,16,Yes,Monthly,2026-02-19
PRT-000541,39,M,Northern,Bachelor,46,Digital Skills,705,No,Further Training,116901,Government,17,No,0.88,15,Yes,Weekly,2026-01-15
PRT-000542,41,M,Northern,College,67,Skilled Trades,643,No,Unemployed,71754,Retail,46,No,0.88,1,Yes,Weekly,2026-03-18
PRT-000543,42,F,Durham,High School,7,Skilled Trades,300,No,Unemployed,85760,Construction,92,No,0.89,17,Yes,Monthly,2026-05-30
PRT-000544,44,M,Central,Less than HS,48,Digital Skills,740,No,Employed FT,33232,Retail,140,Yes,0.47,11,Yes,Monthly,2026-07-02
PRT-000545,18,M,Eastern,Less than HS,87,Digital Skills,682,No,Further Training,89831,Healthcare,122,No,0.92,6,Yes,Weekly,2026-02-01
PRT-000546,58,M,GTA,Less than HS,106,Advanced Manufacturing,232,No,Unemployed,34427,Finance,138,Yes,1.0,8,Yes,Monthly,2026-04-10
