READING_ID,STATION_ID,REGION,READING_TIMESTAMP,POWER_OUTPUT_MW,DEMAND_MW,FREQUENCY_HZ,VOLTAGE_KV,TEMPERATURE_C,WIND_SPEED_KMH,SOLAR_IRRADIANCE,GENERATION_TYPE,CAPACITY_FACTOR,EMISSIONS_TONNES_CO2,GRID_STABILITY_INDEX,OUTAGE_FLAG,LAST_UPDATED
RDG-00000311,STN_0088,Durham,2026-01-27 11:00:00,181.5,20538.3,59.991,285.9,17.1,58.2,860.2,Hydro,0.34,393.9,0.947,No,2026-07-22
RDG-00000312,STN_0001,Hamilton,2026-07-13 21:00:00,1717.5,20118.4,60.012,414.2,-23.4,6.2,200.8,Hydro,0.8,166.4,0.917,No,2026-02-17
RDG-00000313,STN_0167,Southwestern,2026-04-12 05:00:00,1419.1,14641.3,60.043,304.8,1.3,50.2,273.1,Wind,0.31,174.8,0.951,Yes,2026-01-30
RDG-00000314,STN_0045,Niagara,2026-02-04 20:00:00,2203.5,19396.2,59.952,487.8,27.5,41.7,28.9,Biomass,0.89,229.3,0.843,No,2026-05-16
RDG-00000315,STN_0151,Ottawa,2026-03-10 03:00:00,1369.2,19929.0,60.032,122.8,-5.3,54.8,219.3,Wind,0.57,406.4,0.927,No,2026-05-19
RDG-00000316,STN_0091,Niagara,2026-02-22 12:00:00,487.0,8722.4,60.0,172.8,24.6,65.6,849.7,Gas,0.39,449.5,0.915,No,2026-05-10
RDG-00000317,STN_0147,Waterloo,2026-05-25 01:00:00,16.4,14045.4,59.994,450.8,-17.8,48.9,142.9,Wind,0.74,303.2,0.9,Yes,2026-04-02
RDG-00000318,STN_0047,Southwestern,2026-06-25 06:00:00,31.5,10080.9,59.957,445.2,-21.9,63.4,959.2,Nuclear,0.25,103.6,0.878,No,2026-03-22
RDG-00000319,STN_0068,GTA,2026-01-19 11:00:00,1718.4,22445.9,60.029,150.2,-17.3,9.4,297.3,Biomass,0.85,414.2,0.891,No,2026-05-20
RDG-00000320,STN_0056,Hamilton,2026-04-25 03:00:00,1889.1,23448.6,59.999,380.4,-29.3,76.2,176.0,Gas,0.35,462.9,0.96,Yes,2026-02-28
RDG-00000321,STN_0043,Ottawa,2026-04-22 06:00:00,655.5,16562.6,60.031,365.4,26.5,71.6,960.9,Wind,0.45,305.9,0.944,No,2026-07-24
RDG-00000322,STN_0178,Northern,2026-01-03 18:00:00,325.0,15082.3,60.025,192.6,9.6,29.0,612.9,Solar,0.26,126.7,0.866,Yes,2026-07-30
RDG-00000323,STN_0177,Ottawa,2026-02-17 09:00:00,1449.0,17947.4,59.996,229.4,-29.3,22.9,23.9,Nuclear,0.9,37.4,0.938,No,2026-06-03
RDG-00000324,STN_0009,Southwestern,2026-06-22 00:00:00,3386.8,10363.1,59.983,298.1,-12.4,54.7,280.1,Nuclear,0.49,436.2,1.0,No,2026-01-30
RDG-00000325,STN_0131,Southwestern,2026-05-05 09:00:00,136.5,8913.0,59.987,201.3,29.9,4.1,743.2,Hydro,0.75,50.5,0.925,No,2026-06-20
RDG-00000326,STN_0035,Southwestern,2026-04-11 14:00:00,290.6,13287.1,59.984,468.3,-6.5,6.5,228.8,Solar,0.41,422.3,0.844,No,2026-04-20
RDG-00000327,STN_0184,Hamilton,2026-05-13 17:00:00,1410.0,15143.5,59.952,490.7,32.5,2.8,361.3,Wind,0.43,390.1,0.989,No,2026-01-27
RDG-00000328,STN_0138,Southwestern,2026-05-13 09:00:00,1844.2,12619.2,59.978,399.0,-11.6,6.3,388.5,Solar,0.51,190.9,0.807,No,2026-07-28
RDG-00000329,STN_0020,Northern,2026-03-24 23:00:00,25.4,24042.8,60.034,169.9,8.9,58.8,565.5,Wind,0.74,59.9,0.933,Yes,2026-06-28
RDG-00000330,STN_0137,Hamilton,2026-01-17 03:00:00,1716.6,17147.0,59.959,182.7,-23.2,45.0,684.5,Wind,0.54,482.4,0.934,Yes,2026-06-25
RDG-00000331,STN_0137,Northern,2026-01-31 22:00:00,1577.3,10110.5,59.974,354.5,22.1,23.7,257.2,Biomass,0.15,177.0,0.808,Yes,2026-02-03
RDG-00000332,STN_0038,Niagara,2026-05-03 12:00:00,2636.7,20548.4,60.004,151.9,-5.4,45.7,150.1,Gas,0.52,76.7,0.944,No,2026-05-19
RDG-00000333,STN_0033,Niagara,2026-06-11 16:00:00,438.7,12050.1,59.986,251.4,11.9,8.9,790.8,Gas,0.46,408.9,0.995,No,2026-06-20
RDG-00000334,STN_0139,Ottawa,2026-04-09 15:00:00,2364.8,12296.7,60.032,232.2,-13.6,10.8,832.8,Gas,0.72,209.1,0.829,No,2026-01-13
RDG-00000335,STN_0090,Eastern,2026-06-16 03:00:00,440.4,18267.5,59.972,226.8,-12.4,27.6,684.6,Nuclear,0.81,359.3,0.835,No,2026-06-15
RDG-00000336,STN_0062,Waterloo,2026-02-07 09:00:00,2129.0,17405.5,60.015,414.7,33.7,28.4,873.7,Biomass,0.27,207.4,0.943,Yes,2026-05-15
RDG-00000337,STN_0110,Southwestern,2026-06-06 04:00:00,2833.1,18451.9,60.027,162.6,34.1,59.2,470.0,Hydro,0.59,0.1,0.905,No,2026-06-13
RDG-00000338,STN_0021,Niagara,2026-03-04 20:00:00,3157.1,14765.7,59.977,325.6,-19.8,1.3,174.1,Biomass,0.42,279.0,0.853,Yes,2026-07-19
RDG-00000339,STN_0136,Central,2026-06-10 06:00:00,342.3,24932.4,60.047,447.4,23.3,59.5,759.5,Solar,0.49,0.1,0.859,Yes,2026-01-23
RDG-00000340,STN_0118,Northern,2026-01-04 05:00:00,1596.4,8591.0,60.008,166.9,11.7,64.3,62.6,Nuclear,0.78,430.3,0.949,Yes,2026-03-27
RDG-00000341,STN_0136,Hamilton,2026-04-05 22:00:00,1600.7,12164.9,59.987,115.8,34.7,49.9,807.8,Gas,0.93,195.7,0.826,Yes,2026-03-08
RDG-00000342,STN_0160,Waterloo,2026-06-03 02:00:00,667.1,14680.5,60.001,319.6,9.3,16.7,783.5,Hydro,0.45,371.8,0.932,No,2026-04-03
RDG-00000343,STN_0194,Southwestern,2026-03-27 12:00:00,267.3,8447.8,60.011,266.9,-4.1,58.1,275.7,Wind,0.18,21.2,0.968,Yes,2026-06-13
RDG-00000344,STN_0040,GTA,2026-02-26 03:00:00,2708.5,8408.8,60.036,466.4,31.1,62.6,528.8,Gas,0.87,350.2,0.805,No,2026-06-25
RDG-00000345,STN_0074,Southwestern,2026-07-12 01:00:00,2248.0,21849.6,59.966,305.2,-1.2,4.2,717.7,Solar,0.23,163.9,0.853,Yes,2026-04-05
RDG-00000346,STN_0154,Northern,2026-03-27 16:00:00,1684.9,23030.1,60.002,167.6,27.8,1.6,664.8,Biomass,0.56,483.7,0.896,No,2026-03-01
RDG-00000347,STN_0104,Northern,2026-02-16 23:00:00,1985.2,18467.3,59.985,145.6,-25.8,18.5,683.8,Hydro,0.29,244.8,0.997,No,2026-02-19
RDG-00000348,STN_0054,Eastern,2026-04-03 00:00:00,668.9,8029.0,59.98,192.6,5.6,5.2,267.8,Biomass,0.28,292.4,0.827,No,2026-04-01
RDG-00000349,STN_0133,Durham,2026-07-24 22:00:00,1675.7,8918.0,60.008,361.0,9.6,36.1,627.6,Solar,0.31,472.8,0.838,No,2026-06-24
RDG-00000350,STN_0188,Northern,2026-04-25 20:00:00,2391.5,9331.6,60.047,261.5,-28.5,57.8,429.0,Hydro,0.67,441.2,0.89,No,2026-02-03
RDG-00000351,STN_0005,Niagara,2026-03-02 01:00:00,2349.5,17290.1,60.025,178.7,14.0,30.6,354.0,Hydro,0.91,10.4,0.916,No,2026-05-26
RDG-00000352,STN_0063,Southwestern,2026-03-13 12:00:00,3231.5,21478.8,60.014,258.6,-5.5,14.4,677.0,Gas,0.5,326.1,0.852,No,2026-05-03
RDG-00000353,STN_0012,Southwestern,2026-03-29 10:00:00,1930.4,17404.2,60.034,304.8,-2.2,13.4,133.4,Gas,0.58,432.3,0.857,No,2026-05-03
RDG-00000354,STN_0065,Eastern,2026-02-23 08:00:00,2006.1,18834.2,59.966,136.9,11.2,41.7,243.7,Hydro,0.86,10.8,0.988,No,2026-04-12
RDG-00000355,STN_0180,Southwestern,2026-03-08 09:00:00,2923.5,11939.5,60.003,472.8,-21.3,12.7,161.6,Solar,0.82,472.4,0.833,No,2026-06-16
RDG-00000356,STN_0004,Southwestern,2026-01-22 13:00:00,10.3,10518.9,60.033,393.7,-15.6,28.2,704.8,Biomass,0.15,411.6,0.984,No,2026-06-13
RDG-00000357,STN_0191,GTA,2026-04-27 16:00:00,737.0,23671.4,59.964,359.1,33.3,19.7,174.9,Gas,0.6,364.9,0.937,No,2026-06-10
RDG-00000358,STN_0105,Hamilton,2026-03-13 16:00:00,3251.0,19831.0,60.046,203.9,-9.0,12.4,714.4,Gas,0.19,260.9,0.943,Yes,2026-01-02
RDG-00000359,STN_0189,Hamilton,2026-04-12 19:00:00,350.9,23078.0,60.02,130.8,-12.7,29.2,784.8,Wind,0.78,227.5,0.804,No,2026-02-14
RDG-00000360,STN_0075,Hamilton,2026-01-08 02:00:00,1937.9,24319.5,59.989,406.6,-2.3,59.1,755.5,Wind,0.15,367.2,0.967,Yes,2026-06-13
RDG-00000361,STN_0015,Waterloo,2026-01-26 01:00:00,2340.4,15390.5,60.024,433.8,-7.9,67.8,588.9,Solar,0.6,448.9,0.857,No,2026-03-17
RDG-00000362,STN_0083,Hamilton,2026-02-05 21:00:00,263.7,10483.4,60.022,279.9,33.0,41.3,452.3,Nuclear,0.23,265.1,0.93,Yes,2026-07-05
RDG-00000363,STN_0026,Durham,2026-05-01 23:00:00,34.2,11494.9,59.975,283.6,7.2,39.9,853.7,Nuclear,0.41,2.0,0.831,Yes,2026-01-15
RDG-00000364,STN_0083,Hamilton,2026-03-26 16:00:00,249.1,10405.4,60.013,130.2,-25.5,61.0,973.4,Biomass,0.25,137.5,0.967,No,2026-07-16
RDG-00000365,STN_0035,Ottawa,2026-07-23 21:00:00,1697.6,21359.7,59.966,215.1,-20.3,2.4,369.5,Nuclear,0.22,244.2,0.865,No,2026-01-15
RDG-00000366,STN_0021,GTA,2026-03-26 22:00:00,2929.9,23168.8,59.986,307.5,19.9,61.3,595.0,Solar,0.83,342.0,0.927,No,2026-03-10
RDG-00000367,STN_0199,Southwestern,2026-03-18 13:00:00,2495.9,12577.0,59.995,331.6,14.9,64.5,731.2,Solar,0.5,454.5,0.858,No,2026-07-22
RDG-00000368,STN_0117,Hamilton,2026-03-22 11:00:00,856.2,14088.5,60.042,119.1,-0.5,54.1,785.6,Wind,0.57,150.5,0.855,Yes,2026-03-08
RDG-00000369,STN_0101,Waterloo,2026-02-17 23:00:00,1332.0,12258.7,59.963,354.5,22.2,75.3,830.8,Gas,0.92,295.5,0.956,No,2026-05-09
RDG-00000370,STN_0181,Northern,2026-01-20 18:00:00,792.9,23283.9,59.965,319.8,30.6,20.3,291.7,Wind,0.53,213.0,0.836,Yes,2026-06-04
RDG-00000371,STN_0075,Waterloo,2026-02-21 15:00:00,1570.9,12229.8,60.007,294.7,-21.3,67.2,893.1,Nuclear,0.13,22.5,0.87,Yes,2026-06-09
RDG-00000372,STN_0153,Waterloo,2026-05-22 22:00:00,1100.0,8166.5,60.005,438.4,0.9,2.6,438.9,Gas,0.11,351.7,0.963,No,2026-07-21
RDG-00000373,STN_0171,Niagara,2026-02-17 09:00:00,3472.6,22811.7,59.988,156.5,-1.0,64.4,74.2,Solar,0.69,112.0,0.802,No,2026-03-16
RDG-00000374,STN_0037,Northern,2026-04-29 13:00:00,2730.9,12002.7,59.975,391.9,21.3,15.8,838.4,Gas,0.93,211.5,0.917,Yes,2026-03-11
RDG-00000375,STN_0187,Durham,2026-03-12 01:00:00,1454.8,8118.0,59.954,242.6,-24.6,40.8,509.8,Nuclear,0.37,327.2,0.999,No,2026-05-25
RDG-00000376,STN_0107,Northern,2026-01-28 23:00:00,324.8,21243.1,60.018,235.9,-23.7,37.8,304.2,Wind,0.39,437.5,0.879,No,2026-07-26
RDG-00000377,STN_0008,Ottawa,2026-01-24 08:00:00,1533.2,21423.4,60.004,494.5,-17.2,29.8,925.4,Biomass,0.3,155.6,0.847,No,2026-03-31
RDG-00000378,STN_0001,GTA,2026-02-05 09:00:00,1771.5,9774.6,60.037,416.0,12.5,67.9,623.3,Nuclear,0.76,243.0,0.831,No,2026-05-16
RDG-00000379,STN_0081,Southwestern,2026-04-14 06:00:00,679.2,15461.8,59.984,173.7,-23.8,69.4,664.6,Gas,0.79,339.0,0.8,Yes,2026-05-15
RDG-00000380,STN_0156,GTA,2026-01-17 13:00:00,2239.5,21167.9,60.01,489.4,1.8,62.4,564.2,Hydro,0.69,124.0,0.81,No,2026-07-11
RDG-00000381,STN_0030,Durham,2026-02-20 10:00:00,1208.8,23967.9,59.988,221.9,-12.7,40.3,449.9,Solar,0.91,111.7,0.992,No,2026-03-17
RDG-00000382,STN_0184,Waterloo,2026-03-20 00:00:00,426.3,22033.6,60.02,132.8,27.0,24.3,145.2,Solar,0.55,272.4,0.954,No,2026-02-12
RDG-00000383,STN_0031,Northern,2026-02-04 19:00:00,2481.1,15053.8,59.963,488.2,13.8,33.7,928.1,Gas,0.43,325.3,0.964,No,2026-02-26
RDG-00000384,STN_0178,Southwestern,2026-03-27 18:00:00,3467.2,14141.2,59.961,239.3,15.9,39.8,225.5,Biomass,0.77,361.6,0.855,No,2026-06-30
RDG-00000385,STN_0059,Durham,2026-07-15 21:00:00,506.5,8267.3,60.048,347.1,-18.9,54.3,399.2,Gas,0.89,134.1,0.855,Yes,2026-01-19
RDG-00000386,STN_0158,Niagara,2026-03-12 23:00:00,3262.3,16709.0,59.973,125.1,22.7,43.5,322.1,Solar,0.41,245.0,0.828,No,2026-02-26
RDG-00000387,STN_0192,Southwestern,2026-07-09 20:00:00,1429.3,19338.7,60.026,197.5,-21.6,30.7,251.9,Wind,0.36,179.3,0.829,No,2026-01-18
RDG-00000388,STN_0171,Eastern,2026-01-04 07:00:00,718.5,16242.4,59.959,237.0,16.8,17.5,108.5,Wind,0.54,284.2,0.808,No,2026-03-17
RDG-00000389,STN_0029,Ottawa,2026-05-27 07:00:00,256.8,22250.0,59.97,249.8,26.7,2.6,73.3,Solar,0.18,113.1,0.881,No,2026-02-15
RDG-00000390,STN_0026,Northern,2026-04-04 21:00:00,80.1,14557.9,60.014,431.6,13.1,16.6,629.9,Wind,0.88,311.4,0.933,No,2026-04-29
RDG-00000391,STN_0137,Eastern,2026-01-27 02:00:00,116.5,22575.1,59.963,466.3,22.4,59.4,628.2,Wind,0.19,269.6,0.872,No,2026-07-16
RDG-00000392,STN_0094,Northern,2026-01-20 09:00:00,2858.8,22807.3,60.018,273.5,-21.0,15.3,429.9,Hydro,0.22,248.2,0.874,No,2026-05-10
RDG-00000393,STN_0077,Eastern,2026-06-10 07:00:00,1138.1,18789.8,60.012,377.2,4.1,34.3,708.0,Wind,0.38,360.1,0.978,No,2026-04-05
RDG-00000394,STN_0158,Southwestern,2026-02-03 06:00:00,1852.3,19264.2,59.986,374.6,31.8,9.7,585.8,Biomass,0.13,218.8,0.94,No,2026-05-09
RDG-00000395,STN_0002,Northern,2026-07-09 23:00:00,421.5,18828.7,60.05,328.1,28.8,63.8,348.5,Nuclear,0.56,102.5,0.829,No,2026-07-30
RDG-00000396,STN_0033,Northern,2026-02-23 15:00:00,2999.8,20456.8,59.953,362.5,32.4,33.7,840.4,Wind,0.51,149.3,0.967,No,2026-04-13
RDG-00000397,STN_0128,Ottawa,2026-01-27 15:00:00,356.5,22371.4,59.956,151.1,19.2,37.3,57.4,Nuclear,0.91,304.8,0.905,Yes,2026-05-11
RDG-00000398,STN_0122,Southwestern,2026-02-24 20:00:00,2088.7,20146.3,59.98,468.2,26.1,21.2,974.8,Solar,0.53,39.1,0.862,No,2026-01-15
RDG-00000399,STN_0099,Ottawa,2026-02-13 01:00:00,1261.3,12854.5,59.958,326.9,-9.7,23.1,604.9,Biomass,0.61,130.5,0.836,Yes,2026-02-01
RDG-00000400,STN_0110,Hamilton,2026-03-23 23:00:00,482.9,13224.1,60.048,171.8,18.2,69.8,609.0,Gas,0.43,40.5,0.978,Yes,2026-06-18
RDG-00000401,STN_0007,Durham,2026-04-07 01:00:00,1502.3,9119.4,60.0,213.8,29.0,58.2,14.5,Solar,0.13,68.3,0.825,No,2026-04-13
RDG-00000402,STN_0154,Durham,2026-05-08 12:00:00,389.6,11092.8,60.017,225.9,5.7,35.2,956.6,Solar,0.8,334.2,0.965,Yes,2026-01-27
RDG-00000403,STN_0125,Eastern,2026-02-07 03:00:00,774.8,12183.4,60.035,373.7,18.6,14.1,915.7,Nuclear,0.79,15.4,0.814,No,2026-05-23
RDG-00000404,STN_0128,Southwestern,2026-02-01 10:00:00,1409.6,16859.8,59.988,389.1,4.7,14.1,609.4,Gas,0.22,20.6,0.928,Yes,2026-03-03
RDG-00000405,STN_0147,Niagara,2026-06-02 12:00:00,2179.9,10762.6,60.045,411.3,-8.2,65.0,952.6,Biomass,0.8,189.1,0.991,No,2026-05-26
RDG-00000406,STN_0184,GTA,2026-05-01 14:00:00,501.1,14585.5,60.021,419.1,18.9,3.5,447.2,Gas,0.65,58.5,0.941,No,2026-04-22
RDG-00000407,STN_0183,Northern,2026-01-19 16:00:00,1605.4,16153.2,60.024,266.4,16.5,42.0,907.4,Hydro,0.62,197.7,0.877,No,2026-07-01
RDG-00000408,STN_0076,Hamilton,2026-07-26 19:00:00,2382.9,8401.2,59.972,345.7,12.3,6.1,572.0,Nuclear,0.34,112.7,0.915,No,2026-03-27
RDG-00000409,STN_0088,Southwestern,2026-01-06 15:00:00,55.8,24146.0,59.993,465.1,-25.6,57.6,908.4,Gas,0.45,196.4,0.947,No,2026-05-23
RDG-00000410,STN_0192,Central,2026-03-04 23:00:00,2967.5,15252.5,59.969,353.1,-23.0,75.4,455.9,Biomass,0.9,293.8,0.858,No,2026-06-18
RDG-00000411,STN_0146,Waterloo,2026-06-11 18:00:00,2408.3,11124.1,60.018,253.4,8.6,3.2,89.8,Gas,0.3,386.1,0.895,No,2026-01-02
RDG-00000412,STN_0113,Northern,2026-01-29 00:00:00,1730.8,19148.0,60.048,446.9,-20.3,26.9,634.3,Hydro,0.76,263.2,0.801,No,2026-02-28
RDG-00000413,STN_0056,Central,2026-03-22 23:00:00,1358.6,16982.8,60.04,480.9,4.0,25.1,237.3,Biomass,0.21,448.5,0.931,No,2026-04-05
RDG-00000414,STN_0030,Northern,2026-06-08 10:00:00,2356.1,16853.2,59.989,397.6,10.1,34.1,971.9,Biomass,0.16,116.0,0.939,No,2026-03-08
RDG-00000415,STN_0021,GTA,2026-03-14 02:00:00,1420.9,19374.1,60.047,205.9,-22.1,29.3,516.8,Biomass,0.35,143.2,0.862,No,2026-05-19
RDG-00000416,STN_0140,Southwestern,2026-05-31 18:00:00,2960.9,23948.8,59.985,283.6,33.6,49.0,757.5,Wind,0.53,247.7,0.909,No,2026-01-09
RDG-00000417,STN_0127,Central,2026-06-14 15:00:00,3007.1,23746.0,59.964,424.6,-17.0,43.7,297.8,Nuclear,0.92,467.1,0.875,No,2026-05-20
RDG-00000418,STN_0163,Central,2026-01-19 03:00:00,1997.8,24256.4,60.04,392.3,18.0,31.9,680.4,Hydro,0.92,411.7,0.949,No,2026-04-16
RDG-00000419,STN_0130,Durham,2026-03-13 16:00:00,2524.8,11774.6,59.987,461.0,-6.6,15.6,830.4,Wind,0.33,176.3,0.932,No,2026-06-28
RDG-00000420,STN_0136,Southwestern,2026-06-30 16:00:00,2921.1,12810.8,60.016,346.9,-17.4,41.3,145.5,Solar,0.91,247.6,0.878,Yes,2026-02-07
RDG-00000421,STN_0084,Southwestern,2026-02-21 08:00:00,1995.4,14071.2,60.027,288.8,34.6,7.5,598.0,Solar,0.42,438.2,0.861,No,2026-06-10
RDG-00000422,STN_0014,Southwestern,2026-02-07 12:00:00,2290.4,16047.1,60.007,483.1,27.3,59.4,409.6,Gas,0.18,273.0,0.843,Yes,2026-06-23
RDG-00000423,STN_0194,Waterloo,2026-06-17 08:00:00,1837.4,21802.8,59.983,439.5,16.8,44.5,2.6,Nuclear,0.44,369.3,0.804,No,2026-06-14
RDG-00000424,STN_0073,Durham,2026-04-12 19:00:00,2664.6,12364.3,60.042,336.7,-23.0,46.5,684.5,Gas,0.31,363.8,0.82,No,2026-06-29
RDG-00000425,STN_0070,Niagara,2026-04-25 17:00:00,1478.5,20794.5,59.988,286.5,-0.3,60.3,589.7,Nuclear,0.49,171.1,0.957,No,2026-05-24
RDG-00000426,STN_0137,GTA,2026-02-21 10:00:00,739.2,10212.8,60.008,192.1,-1.8,38.1,788.4,Wind,0.73,192.3,0.988,No,2026-07-08
RDG-00000427,STN_0176,Waterloo,2026-02-23 22:00:00,1573.1,24960.3,60.048,307.0,24.2,75.9,168.8,Biomass,0.32,417.6,0.839,No,2026-06-13
RDG-00000428,STN_0057,Southwestern,2026-05-06 20:00:00,1579.2,19336.2,60.031,409.8,28.0,18.0,662.3,Nuclear,0.57,364.4,0.843,No,2026-02-08
RDG-00000429,STN_0083,Central,2026-03-28 10:00:00,3257.9,12518.6,59.988,476.4,-16.3,76.0,158.7,Wind,0.93,494.1,0.822,No,2026-01-05
RDG-00000430,STN_0176,Eastern,2026-07-13 01:00:00,3026.2,12247.5,59.981,213.1,-27.8,75.1,907.4,Wind,0.86,174.9,0.972,No,2026-06-27
RDG-00000431,STN_0158,Northern,2026-07-22 17:00:00,2873.8,17635.1,59.986,199.3,-12.1,58.7,490.5,Biomass,0.91,216.3,0.971,Yes,2026-06-26
RDG-00000432,STN_0005,Durham,2026-03-12 07:00:00,1903.5,16608.4,59.97,162.8,-8.4,21.7,133.6,Nuclear,0.11,254.3,0.807,Yes,2026-02-06
RDG-00000433,STN_0166,Waterloo,2026-03-18 18:00:00,2757.7,15466.3,59.956,221.5,24.2,34.6,646.1,Hydro,0.79,8.0,0.97,No,2026-01-21
RDG-00000434,STN_0077,Northern,2026-01-16 07:00:00,1280.0,12887.6,59.954,449.6,28.4,11.5,278.7,Solar,0.62,437.4,0.991,No,2026-05-20
RDG-00000435,STN_0038,Northern,2026-01-21 08:00:00,1036.9,23549.3,60.007,240.6,9.8,77.6,603.9,Gas,0.11,305.4,0.9,No,2026-06-21
RDG-00000436,STN_0094,Niagara,2026-02-18 23:00:00,2619.7,24447.4,60.029,230.0,-2.6,13.3,89.7,Wind,0.33,7.1,0.924,No,2026-03-16
RDG-00000437,STN_0078,GTA,2026-04-02 13:00:00,2675.8,9269.0,60.049,251.7,-27.1,8.4,713.8,Hydro,0.76,263.8,0.992,No,2026-01-23
RDG-00000438,STN_0022,GTA,2026-03-07 12:00:00,1017.5,18478.7,60.032,424.9,-22.4,7.8,140.9,Biomass,0.53,33.7,0.875,Yes,2026-05-06
RDG-00000439,STN_0155,Waterloo,2026-07-22 06:00:00,2647.1,21702.2,60.01,262.6,3.0,17.7,720.2,Wind,0.4,195.1,0.905,Yes,2026-02-07
RDG-00000440,STN_0188,Ottawa,2026-05-06 02:00:00,2127.4,18697.0,59.973,290.4,-19.3,47.7,267.8,Nuclear,0.82,181.7,0.875,No,2026-03-13
RDG-00000441,STN_0056,Central,2026-02-16 19:00:00,1617.3,9846.9,60.026,324.5,-3.2,79.1,634.7,Biomass,0.17,29.0,0.865,No,2026-06-17
RDG-00000442,STN_0104,Central,2026-05-14 14:00:00,1690.3,16797.1,60.011,211.5,31.5,21.9,190.9,Solar,0.43,170.9,0.893,No,2026-01-03
RDG-00000443,STN_0151,Waterloo,2026-04-13 09:00:00,962.6,17644.0,59.95,360.7,10.1,10.8,921.8,Hydro,0.43,361.0,0.994,No,2026-07-21
RDG-00000444,STN_0023,Ottawa,2026-03-19 00:00:00,1587.3,18287.7,59.968,341.6,23.6,15.1,924.1,Gas,0.91,16.8,0.865,No,2026-01-06
RDG-00000445,STN_0139,Waterloo,2026-03-04 12:00:00,1815.1,23668.3,59.989,493.8,5.3,59.9,827.7,Gas,0.37,159.3,0.961,No,2026-06-05
RDG-00000446,STN_0126,Ottawa,2026-06-17 10:00:00,2890.8,23102.2,60.013,343.2,33.1,6.9,430.1,Hydro,0.64,69.3,0.853,No,2026-07-11
RDG-00000447,STN_0125,Northern,2026-05-10 01:00:00,2047.5,13888.2,60.028,169.1,-10.5,29.6,480.0,Gas,0.3,287.8,0.91,No,2026-05-17
RDG-00000448,STN_0061,Central,2026-04-05 21:00:00,2025.5,23814.9,59.989,424.0,9.5,72.6,856.9,Biomass,0.26,213.1,0.865,No,2026-07-25
RDG-00000449,STN_0028,Southwestern,2026-02-27 20:00:00,166.2,13495.8,60.048,220.6,5.9,60.3,950.6,Gas,0.29,123.2,0.91,Yes,2026-07-04
RDG-00000450,STN_0144,Eastern,2026-04-21 18:00:00,42.8,13967.5,60.044,424.0,-6.8,50.2,206.5,Biomass,0.26,15.4,0.99,No,2026-02-26
RDG-00000451,STN_0183,Waterloo,2026-03-31 18:00:00,2069.7,17253.9,59.982,386.4,-25.2,55.1,394.8,Wind,0.29,403.9,0.944,No,2026-01-07
RDG-00000452,STN_0064,Eastern,2026-04-02 23:00:00,790.6,13239.2,60.041,346.3,17.3,34.6,615.3,Gas,0.79,254.4,0.84,No,2026-03-22
RDG-00000453,STN_0038,Niagara,2026-02-18 13:00:00,646.0,18817.1,60.017,126.2,18.6,7.2,848.9,Wind,0.67,417.3,0.86,No,2026-04-22
RDG-00000454,STN_0039,Niagara,2026-04-02 20:00:00,2217.2,20940.2,60.027,431.5,-2.0,41.3,439.4,Wind,0.48,176.5,0.899,No,2026-06-01
RDG-00000455,STN_0111,Durham,2026-07-20 05:00:00,165.5,21978.1,59.971,420.2,13.5,74.4,250.2,Gas,0.74,224.6,0.894,No,2026-03-21
RDG-00000456,STN_0015,Eastern,2026-07-11 23:00:00,2340.5,11355.7,60.021,355.9,32.2,36.8,253.6,Wind,0.46,389.8,0.966,Yes,2026-01-21
RDG-00000457,STN_0058,Hamilton,2026-02-19 19:00:00,1754.6,20386.2,59.989,442.9,-2.2,9.3,792.9,Biomass,0.66,137.9,0.879,No,2026-01-03
RDG-00000458,STN_0192,Southwestern,2026-04-26 21:00:00,1275.2,12483.7,60.001,491.3,-11.5,70.8,434.8,Nuclear,0.28,392.9,0.937,No,2026-06-06
RDG-00000459,STN_0113,Hamilton,2026-05-15 19:00:00,1966.6,14698.7,60.004,392.5,-7.1,73.5,713.4,Wind,0.86,86.1,0.95,Yes,2026-02-09
RDG-00000460,STN_0136,Niagara,2026-01-28 20:00:00,821.9,23279.8,59.974,226.8,33.2,33.3,851.1,Wind,0.82,195.5,0.92,No,2026-04-09
RDG-00000461,STN_0053,Hamilton,2026-01-15 11:00:00,2840.6,20742.3,59.981,233.7,4.9,16.2,339.1,Gas,0.89,45.7,0.865,No,2026-03-18
RDG-00000462,STN_0009,Niagara,2026-07-22 07:00:00,1995.2,11368.0,60.014,144.7,-25.7,33.2,425.5,Wind,0.76,13.7,0.837,Yes,2026-05-14
RDG-00000463,STN_0130,Ottawa,2026-05-01 05:00:00,1539.5,12749.5,59.973,463.7,27.0,3.8,61.0,Nuclear,0.29,134.2,0.905,No,2026-05-16
RDG-00000464,STN_0080,Northern,2026-03-29 06:00:00,3446.4,16023.5,59.963,168.4,32.9,1.2,85.9,Solar,0.94,103.1,0.969,No,2026-05-19
RDG-00000465,STN_0170,Niagara,2026-06-22 23:00:00,1507.2,12364.9,60.011,228.0,10.3,68.7,973.2,Nuclear,0.41,390.5,0.941,No,2026-06-03
RDG-00000466,STN_0079,Ottawa,2026-01-21 08:00:00,2293.6,11405.1,59.987,421.7,34.6,10.1,990.0,Wind,0.25,80.3,0.837,No,2026-07-12
