TRANSACTION_ID,BUSINESS_ENTITY_ID,ENTITY_NAME,BUSINESS_TYPE,SECTOR,REVENUE_AMOUNT,TAX_COLLECTED,TRANSACTION_DATE,FISCAL_QUARTER,REGION,EMPLOYEE_COUNT,ANNUAL_REVENUE_TIER,COMPLIANCE_STATUS,AUDIT_FLAG,BN_NUMBER,LAST_UPDATED
TXN-00000279,BIZ-00184,Ontario Business 16,Corporation,Manufacturing,2879020.98,437058.3,2024-08-08,2024-10-01,Central,3226,$25-100M,Exempt,No,930214668RC0001,2026-06-23
TXN-00000280,BIZ-00415,Ontario Business 202,Sole Proprietorship,Healthcare,3815607.13,311533.34,2025-05-08,2024-07-01,Durham,3304,$1-5M,Exempt,No,885032493RC0001,2026-04-23
TXN-00000281,BIZ-00377,Ontario Business 392,Non-Profit,Education,350938.55,586333.56,2026-03-25,2025-01-01,Durham,3214,$1-5M,Compliant,Yes,111113955RC0001,2026-02-20
TXN-00000282,BIZ-00073,Ontario Business 382,Crown Corporation,Finance,1515928.15,532539.48,2025-06-12,2025-10-01,Southwestern,224,>$100M,Non-Compliant,No,525746077RC0001,2026-04-04
TXN-00000283,BIZ-00415,Ontario Business 423,Partnership,Mining,2433068.58,19801.81,2024-11-16,2025-01-01,Niagara,2433,$5-25M,Under Review,No,704673291RC0001,2026-06-16
TXN-00000284,BIZ-00173,Ontario Business 148,Corporation,Finance,545577.11,302353.85,2024-06-23,2024-04-01,Durham,258,<$1M,Under Review,Yes,373441600RC0001,2026-05-10
TXN-00000285,BIZ-00084,Ontario Business 273,Corporation,Technology,3949492.9,383034.85,2026-04-22,2024-04-01,Central,2017,$25-100M,Non-Compliant,Yes,410134604RC0001,2026-06-12
TXN-00000286,BIZ-00182,Ontario Business 205,Non-Profit,Education,3095337.86,389174.58,2024-02-09,2024-07-01,Waterloo,1388,$1-5M,Under Review,Yes,943568350RC0001,2026-03-22
TXN-00000287,BIZ-00069,Ontario Business 413,Partnership,Technology,4748025.77,580032.95,2024-05-05,2025-07-01,Hamilton,2680,>$100M,Non-Compliant,Yes,596250785RC0001,2026-04-19
TXN-00000288,BIZ-00265,Ontario Business 214,Corporation,Finance,2402393.97,529230.68,2026-01-15,2025-01-01,Eastern,1854,$1-5M,Non-Compliant,No,760943985RC0001,2026-03-21
TXN-00000289,BIZ-00464,Ontario Business 80,Corporation,Healthcare,2757503.17,166797.83,2024-11-24,2026-01-01,Niagara,3099,<$1M,Exempt,Yes,717704371RC0001,2026-08-01
TXN-00000290,BIZ-00468,Ontario Business 367,Partnership,Technology,3657056.98,182944.13,2024-01-15,2025-01-01,Ottawa,4380,$5-25M,Compliant,No,363843937RC0001,2026-06-21
TXN-00000291,BIZ-00093,Ontario Business 327,Crown Corporation,Energy,4132094.93,137846.56,2025-10-11,2025-10-01,Central,2966,$5-25M,Exempt,Yes,236874660RC0001,2026-07-29
TXN-00000292,BIZ-00338,Ontario Business 410,Corporation,Manufacturing,3804457.62,352113.83,2026-01-25,2025-10-01,Hamilton,1422,$25-100M,Non-Compliant,No,824631938RC0001,2026-01-14
TXN-00000293,BIZ-00039,Ontario Business 447,Non-Profit,Agriculture,3088643.65,458513.98,2025-06-06,2024-07-01,Southwestern,1722,$5-25M,Under Review,No,975426875RC0001,2026-06-13
TXN-00000294,BIZ-00135,Ontario Business 423,Sole Proprietorship,Energy,3148321.69,626604.12,2025-03-16,2024-10-01,Durham,3464,<$1M,Exempt,Yes,997313665RC0001,2026-07-14
TXN-00000295,BIZ-00128,Ontario Business 401,Non-Profit,Retail,4844203.08,295557.67,2024-12-07,2024-07-01,Eastern,2108,<$1M,Exempt,No,764042453RC0001,2026-01-23
TXN-00000296,BIZ-00258,Ontario Business 446,Cooperative,Energy,93262.44,454251.9,2025-07-02,2024-10-01,Southwestern,425,$5-25M,Non-Compliant,No,548467522RC0001,2026-07-02
TXN-00000297,BIZ-00180,Ontario Business 40,Sole Proprietorship,Technology,2008182.41,15102.05,2025-10-04,2025-10-01,Ottawa,785,>$100M,Non-Compliant,No,334639250RC0001,2026-06-13
TXN-00000298,BIZ-00226,Ontario Business 80,Partnership,Manufacturing,3953577.43,150899.36,2024-11-19,2025-04-01,Niagara,2535,$1-5M,Non-Compliant,No,995420722RC0001,2026-07-14
TXN-00000299,BIZ-00066,Ontario Business 281,Corporation,Energy,1271622.12,11060.55,2025-08-21,2024-10-01,Eastern,881,>$100M,Non-Compliant,Yes,606992345RC0001,2026-05-24
TXN-00000300,BIZ-00255,Ontario Business 125,Corporation,Energy,3423017.12,378230.74,2026-05-19,2024-04-01,Eastern,2225,$1-5M,Under Review,Yes,517006625RC0001,2026-02-06
TXN-00000301,BIZ-00013,Ontario Business 458,Partnership,Energy,3845093.15,239062.22,2024-12-20,2025-10-01,Northern,4137,$5-25M,Exempt,No,512919874RC0001,2026-07-23
TXN-00000302,BIZ-00177,Ontario Business 376,Crown Corporation,Agriculture,3457521.65,542312.36,2026-04-09,2025-01-01,Waterloo,1991,>$100M,Non-Compliant,Yes,176923038RC0001,2026-01-08
TXN-00000303,BIZ-00297,Ontario Business 350,Partnership,Healthcare,4855491.69,328029.2,2024-12-27,2026-01-01,Durham,3604,>$100M,Under Review,Yes,828912840RC0001,2026-05-25
TXN-00000304,BIZ-00175,Ontario Business 247,Sole Proprietorship,Agriculture,1212002.76,289759.01,2024-07-22,2024-04-01,Ottawa,4595,>$100M,Exempt,No,777705668RC0001,2026-06-14
TXN-00000305,BIZ-00302,Ontario Business 439,Cooperative,Agriculture,1462759.62,491341.34,2025-10-12,2024-04-01,Hamilton,2395,$5-25M,Exempt,Yes,818670790RC0001,2026-03-23
TXN-00000306,BIZ-00348,Ontario Business 383,Crown Corporation,Construction,18717.66,136058.34,2024-06-09,2026-01-01,Ottawa,4377,>$100M,Exempt,No,658782822RC0001,2026-04-26
TXN-00000307,BIZ-00422,Ontario Business 169,Corporation,Mining,2761280.47,20808.63,2024-05-15,2024-04-01,Hamilton,2797,$1-5M,Compliant,No,529914371RC0001,2026-07-23
TXN-00000308,BIZ-00458,Ontario Business 300,Corporation,Construction,4904380.47,135381.32,2024-01-22,2025-10-01,Southwestern,4367,$5-25M,Exempt,No,304164862RC0001,2026-06-07
TXN-00000309,BIZ-00086,Ontario Business 22,Sole Proprietorship,Retail,3145973.96,166084.63,2026-07-06,2025-04-01,GTA,3914,$1-5M,Compliant,No,186658006RC0001,2026-05-19
TXN-00000310,BIZ-00335,Ontario Business 320,Cooperative,Technology,604842.23,117650.22,2026-02-14,2025-01-01,Niagara,4001,$1-5M,Compliant,No,763985852RC0001,2026-07-26
TXN-00000311,BIZ-00323,Ontario Business 130,Sole Proprietorship,Education,413688.74,415140.18,2025-02-05,2025-10-01,Niagara,2250,$25-100M,Compliant,Yes,624752605RC0001,2026-06-27
TXN-00000312,BIZ-00294,Ontario Business 113,Partnership,Finance,2215395.09,273252.99,2024-05-18,2024-04-01,Durham,2032,<$1M,Under Review,Yes,799456448RC0001,2026-01-02
TXN-00000313,BIZ-00039,Ontario Business 378,Crown Corporation,Healthcare,3178060.25,341226.95,2024-07-01,2024-07-01,Central,1298,>$100M,Compliant,Yes,628594415RC0001,2026-03-17
TXN-00000314,BIZ-00036,Ontario Business 414,Cooperative,Education,4381522.48,462401.15,2024-10-01,2025-01-01,GTA,4505,$25-100M,Compliant,No,259308220RC0001,2026-05-23
TXN-00000315,BIZ-00439,Ontario Business 340,Sole Proprietorship,Healthcare,1989710.56,91277.73,2024-05-13,2025-04-01,Niagara,2066,$5-25M,Exempt,Yes,140949029RC0001,2026-04-08
TXN-00000316,BIZ-00025,Ontario Business 405,Crown Corporation,Technology,2150863.06,623608.28,2024-08-30,2026-01-01,Hamilton,4329,>$100M,Under Review,Yes,374487831RC0001,2026-02-01
TXN-00000317,BIZ-00279,Ontario Business 61,Corporation,Technology,2296199.24,524126.75,2024-01-27,2025-04-01,Hamilton,4367,<$1M,Compliant,Yes,589733841RC0001,2026-01-16
TXN-00000318,BIZ-00377,Ontario Business 177,Crown Corporation,Retail,2325288.14,565445.01,2025-03-14,2025-07-01,Durham,3035,$25-100M,Non-Compliant,No,736262989RC0001,2026-01-06
TXN-00000319,BIZ-00454,Ontario Business 116,Cooperative,Manufacturing,1992927.27,299813.17,2026-01-15,2025-07-01,Waterloo,2290,$25-100M,Compliant,Yes,978685557RC0001,2026-05-30
TXN-00000320,BIZ-00390,Ontario Business 317,Cooperative,Mining,2920293.45,406816.88,2026-01-30,2026-01-01,Durham,2314,>$100M,Exempt,No,274198525RC0001,2026-02-25
TXN-00000321,BIZ-00395,Ontario Business 23,Non-Profit,Technology,1445773.16,545631.93,2024-07-17,2025-04-01,Eastern,204,$5-25M,Under Review,Yes,945600346RC0001,2026-04-29
TXN-00000322,BIZ-00435,Ontario Business 17,Corporation,Technology,770420.0,619429.43,2025-04-24,2025-07-01,Central,2146,$25-100M,Non-Compliant,Yes,972349799RC0001,2026-07-01
TXN-00000323,BIZ-00398,Ontario Business 316,Crown Corporation,Retail,3949720.95,58175.21,2025-03-10,2025-01-01,Durham,1143,$5-25M,Compliant,Yes,605845388RC0001,2026-07-29
TXN-00000324,BIZ-00073,Ontario Business 420,Cooperative,Manufacturing,264437.28,547762.47,2024-12-23,2024-10-01,Ottawa,3889,$1-5M,Exempt,Yes,835681868RC0001,2026-03-05
TXN-00000325,BIZ-00444,Ontario Business 15,Non-Profit,Technology,3914065.18,486668.36,2024-09-21,2024-04-01,Durham,4224,$25-100M,Compliant,Yes,278526912RC0001,2026-07-17
TXN-00000326,BIZ-00189,Ontario Business 258,Corporation,Retail,1523436.2,571844.29,2024-03-02,2025-10-01,Central,3805,$25-100M,Under Review,Yes,207292195RC0001,2026-02-04
TXN-00000327,BIZ-00228,Ontario Business 55,Cooperative,Education,2583145.17,614.05,2025-06-27,2024-07-01,Hamilton,3405,$25-100M,Under Review,No,238185691RC0001,2026-01-22
TXN-00000328,BIZ-00171,Ontario Business 78,Crown Corporation,Construction,1010680.56,424779.44,2024-04-27,2024-07-01,GTA,3703,<$1M,Exempt,No,664766256RC0001,2026-06-15
TXN-00000329,BIZ-00222,Ontario Business 141,Crown Corporation,Retail,505148.46,307281.27,2024-08-28,2025-07-01,Waterloo,2547,$25-100M,Non-Compliant,Yes,782681373RC0001,2026-04-30
TXN-00000330,BIZ-00150,Ontario Business 96,Partnership,Finance,1588224.66,288823.2,2025-01-23,2026-01-01,Hamilton,1812,>$100M,Non-Compliant,Yes,516643223RC0001,2026-06-10
TXN-00000331,BIZ-00462,Ontario Business 198,Corporation,Manufacturing,3625994.93,633209.54,2025-10-28,2025-01-01,Hamilton,247,<$1M,Non-Compliant,Yes,760388473RC0001,2026-04-01
TXN-00000332,BIZ-00365,Ontario Business 331,Corporation,Construction,3980312.91,526985.61,2024-12-25,2024-07-01,Waterloo,4997,$25-100M,Under Review,Yes,340085147RC0001,2026-01-15
TXN-00000333,BIZ-00334,Ontario Business 158,Crown Corporation,Construction,755585.21,466554.11,2025-03-04,2024-07-01,Ottawa,2961,>$100M,Non-Compliant,Yes,347072212RC0001,2026-07-25
TXN-00000334,BIZ-00399,Ontario Business 259,Partnership,Healthcare,1968337.84,600652.55,2025-11-30,2024-04-01,Niagara,1518,>$100M,Compliant,No,872707059RC0001,2026-06-28
TXN-00000335,BIZ-00374,Ontario Business 210,Crown Corporation,Technology,3308535.5,514541.73,2024-07-16,2024-04-01,Waterloo,4384,<$1M,Non-Compliant,Yes,786018413RC0001,2026-05-14
TXN-00000336,BIZ-00111,Ontario Business 135,Sole Proprietorship,Retail,4078558.33,133220.78,2024-09-12,2025-07-01,Niagara,4321,<$1M,Exempt,No,760932261RC0001,2026-06-11
TXN-00000337,BIZ-00471,Ontario Business 388,Sole Proprietorship,Retail,2436721.64,191686.23,2025-12-19,2025-04-01,Ottawa,3477,$25-100M,Exempt,Yes,201294961RC0001,2026-07-24
TXN-00000338,BIZ-00275,Ontario Business 252,Cooperative,Retail,1207824.24,401240.48,2024-10-19,2026-01-01,Southwestern,1069,>$100M,Under Review,Yes,519660558RC0001,2026-05-16
TXN-00000339,BIZ-00121,Ontario Business 374,Partnership,Agriculture,2415610.35,392662.42,2025-10-15,2024-10-01,Waterloo,2750,<$1M,Exempt,Yes,701457291RC0001,2026-07-01
TXN-00000340,BIZ-00302,Ontario Business 21,Non-Profit,Retail,1742898.42,342086.16,2024-06-07,2025-10-01,Northern,3589,$25-100M,Under Review,Yes,209605580RC0001,2026-02-17
TXN-00000341,BIZ-00173,Ontario Business 267,Corporation,Finance,3352349.52,618150.8,2025-07-27,2026-01-01,Niagara,3297,$1-5M,Non-Compliant,Yes,374991053RC0001,2026-07-24
TXN-00000342,BIZ-00054,Ontario Business 319,Crown Corporation,Retail,1306914.09,641754.19,2025-03-11,2025-07-01,Northern,1058,$5-25M,Exempt,No,654097982RC0001,2026-07-24
TXN-00000343,BIZ-00170,Ontario Business 482,Corporation,Education,2963998.54,43338.48,2025-01-14,2024-07-01,Hamilton,855,$1-5M,Non-Compliant,Yes,775365364RC0001,2026-05-22
TXN-00000344,BIZ-00153,Ontario Business 168,Partnership,Construction,146796.79,407054.12,2024-11-30,2024-04-01,GTA,2904,$25-100M,Non-Compliant,No,861525656RC0001,2026-05-15
TXN-00000345,BIZ-00489,Ontario Business 23,Crown Corporation,Education,2098115.04,347589.52,2025-06-14,2025-04-01,Ottawa,1851,>$100M,Under Review,Yes,291985525RC0001,2026-04-27
TXN-00000346,BIZ-00224,Ontario Business 24,Crown Corporation,Agriculture,3865351.83,127810.32,2025-09-13,2025-04-01,Durham,1446,$1-5M,Non-Compliant,No,236148045RC0001,2026-03-15
TXN-00000347,BIZ-00423,Ontario Business 489,Non-Profit,Agriculture,594365.88,567236.18,2025-11-10,2025-01-01,Central,2035,$5-25M,Compliant,No,555178085RC0001,2026-06-29
TXN-00000348,BIZ-00425,Ontario Business 181,Partnership,Education,534055.23,170404.79,2024-04-15,2024-07-01,GTA,818,$5-25M,Exempt,Yes,710070545RC0001,2026-06-14
TXN-00000349,BIZ-00339,Ontario Business 349,Corporation,Finance,4141742.82,329238.45,2025-10-29,2025-01-01,Central,4259,$5-25M,Non-Compliant,Yes,823917378RC0001,2026-01-26
TXN-00000350,BIZ-00069,Ontario Business 235,Crown Corporation,Healthcare,678178.19,287642.97,2025-05-16,2024-07-01,Central,3156,>$100M,Non-Compliant,Yes,988610802RC0001,2026-06-04
TXN-00000351,BIZ-00003,Ontario Business 427,Non-Profit,Healthcare,3406061.96,183231.47,2025-05-14,2025-04-01,GTA,4311,<$1M,Under Review,Yes,951833776RC0001,2026-07-25
TXN-00000352,BIZ-00498,Ontario Business 450,Non-Profit,Mining,3668388.97,108356.66,2025-10-12,2024-04-01,Niagara,2142,<$1M,Exempt,No,696837756RC0001,2026-07-11
TXN-00000353,BIZ-00152,Ontario Business 17,Sole Proprietorship,Mining,1226280.54,273566.16,2024-11-25,2024-10-01,Niagara,2614,>$100M,Exempt,Yes,663369897RC0001,2026-01-04
TXN-00000354,BIZ-00476,Ontario Business 87,Sole Proprietorship,Agriculture,4392970.28,208228.34,2024-07-01,2025-10-01,GTA,110,>$100M,Compliant,No,722356208RC0001,2026-05-20
TXN-00000355,BIZ-00014,Ontario Business 343,Corporation,Agriculture,3842257.65,332496.27,2024-01-08,2025-01-01,GTA,4,$5-25M,Under Review,No,677758429RC0001,2026-02-09
TXN-00000356,BIZ-00280,Ontario Business 498,Crown Corporation,Agriculture,3681081.23,409295.76,2026-03-15,2024-10-01,GTA,1562,<$1M,Exempt,Yes,165942926RC0001,2026-05-19
TXN-00000357,BIZ-00033,Ontario Business 461,Crown Corporation,Mining,3689961.24,610705.69,2024-07-28,2026-01-01,Niagara,3208,$1-5M,Compliant,No,388958947RC0001,2026-01-18
TXN-00000358,BIZ-00179,Ontario Business 436,Cooperative,Healthcare,4877719.66,644888.05,2024-03-01,2026-01-01,GTA,1040,$25-100M,Under Review,Yes,993160664RC0001,2026-07-30
TXN-00000359,BIZ-00356,Ontario Business 305,Partnership,Finance,3311358.44,265843.8,2024-12-06,2025-01-01,Southwestern,4783,$1-5M,Exempt,Yes,700700317RC0001,2026-05-30
TXN-00000360,BIZ-00395,Ontario Business 459,Cooperative,Agriculture,2437150.8,425790.16,2025-09-22,2025-07-01,Central,4989,<$1M,Compliant,Yes,928121691RC0001,2026-07-18
TXN-00000361,BIZ-00383,Ontario Business 118,Sole Proprietorship,Energy,1816849.96,340955.3,2024-12-22,2026-01-01,Northern,4223,$1-5M,Non-Compliant,No,803080381RC0001,2026-02-25
TXN-00000362,BIZ-00332,Ontario Business 265,Non-Profit,Healthcare,4437541.09,53160.85,2025-09-06,2024-04-01,Central,2632,>$100M,Exempt,No,323291423RC0001,2026-01-05
TXN-00000363,BIZ-00358,Ontario Business 326,Sole Proprietorship,Mining,2047495.86,176790.84,2025-08-22,2024-04-01,Waterloo,2439,<$1M,Exempt,No,708062044RC0001,2026-03-25
TXN-00000364,BIZ-00322,Ontario Business 338,Sole Proprietorship,Technology,936324.28,387309.44,2026-07-27,2024-07-01,Southwestern,2690,$5-25M,Compliant,Yes,703898550RC0001,2026-06-07
TXN-00000365,BIZ-00491,Ontario Business 62,Crown Corporation,Finance,2567102.1,219237.89,2025-06-12,2025-04-01,Durham,3963,$5-25M,Non-Compliant,Yes,147364329RC0001,2026-05-28
TXN-00000366,BIZ-00445,Ontario Business 90,Crown Corporation,Finance,2763583.1,506931.57,2025-02-11,2025-07-01,Durham,182,$25-100M,Under Review,Yes,989308449RC0001,2026-01-15
TXN-00000367,BIZ-00286,Ontario Business 327,Cooperative,Technology,1778108.53,521427.63,2024-03-23,2026-01-01,Southwestern,1723,$5-25M,Exempt,No,836171025RC0001,2026-02-07
TXN-00000368,BIZ-00337,Ontario Business 465,Non-Profit,Finance,1651549.11,646398.32,2026-07-15,2025-07-01,Niagara,4098,<$1M,Non-Compliant,No,978268343RC0001,2026-06-03
TXN-00000369,BIZ-00374,Ontario Business 7,Corporation,Healthcare,1697962.88,424687.34,2024-04-23,2024-10-01,Eastern,3115,$1-5M,Non-Compliant,Yes,415032862RC0001,2026-06-08
TXN-00000370,BIZ-00331,Ontario Business 350,Partnership,Construction,3392241.46,3134.25,2026-07-22,2025-07-01,Ottawa,4688,<$1M,Exempt,No,249229101RC0001,2026-03-20
TXN-00000371,BIZ-00356,Ontario Business 138,Crown Corporation,Technology,3107845.69,233764.77,2025-04-29,2026-01-01,Northern,2354,>$100M,Exempt,No,410145088RC0001,2026-04-28
TXN-00000372,BIZ-00198,Ontario Business 125,Corporation,Agriculture,1063913.01,285711.0,2025-11-16,2024-04-01,Waterloo,775,<$1M,Compliant,No,368269963RC0001,2026-03-10
TXN-00000373,BIZ-00329,Ontario Business 236,Partnership,Healthcare,2524945.16,532999.81,2026-06-29,2024-10-01,GTA,1262,$1-5M,Under Review,Yes,439336284RC0001,2026-07-19
TXN-00000374,BIZ-00445,Ontario Business 289,Crown Corporation,Energy,2283980.65,139697.57,2026-03-06,2025-10-01,Durham,1534,>$100M,Exempt,No,469605836RC0001,2026-04-26
TXN-00000375,BIZ-00185,Ontario Business 373,Partnership,Energy,694772.99,330849.14,2025-07-24,2025-07-01,Niagara,4429,$5-25M,Compliant,No,918411371RC0001,2026-04-09
TXN-00000376,BIZ-00137,Ontario Business 496,Non-Profit,Construction,2626191.19,427631.89,2024-11-13,2026-01-01,Ottawa,1837,<$1M,Compliant,Yes,288712486RC0001,2026-03-29
TXN-00000377,BIZ-00181,Ontario Business 134,Crown Corporation,Retail,1703518.97,162137.06,2024-10-19,2026-01-01,Waterloo,4176,$5-25M,Under Review,No,782292923RC0001,2026-06-10
TXN-00000378,BIZ-00500,Ontario Business 261,Partnership,Retail,2276151.53,186390.33,2024-05-01,2025-04-01,Central,289,$5-25M,Exempt,Yes,921574510RC0001,2026-02-20
TXN-00000379,BIZ-00247,Ontario Business 21,Crown Corporation,Mining,4547655.07,421729.08,2026-05-23,2024-07-01,Durham,856,>$100M,Exempt,Yes,312411407RC0001,2026-05-17
TXN-00000380,BIZ-00331,Ontario Business 226,Partnership,Mining,1741931.01,366544.81,2024-06-16,2024-10-01,Waterloo,4297,<$1M,Under Review,Yes,795448475RC0001,2026-02-08
TXN-00000381,BIZ-00148,Ontario Business 40,Non-Profit,Mining,2301862.81,625165.9,2025-04-18,2024-07-01,Ottawa,4259,<$1M,Compliant,No,574042574RC0001,2026-06-28
TXN-00000382,BIZ-00402,Ontario Business 236,Partnership,Manufacturing,1895714.68,539401.15,2025-07-12,2024-04-01,Waterloo,4258,$5-25M,Under Review,No,206688699RC0001,2026-03-08
TXN-00000383,BIZ-00115,Ontario Business 351,Crown Corporation,Mining,3848503.44,305766.71,2025-09-10,2025-01-01,Southwestern,3932,$25-100M,Under Review,No,187505288RC0001,2026-04-11
TXN-00000384,BIZ-00324,Ontario Business 378,Corporation,Agriculture,3326846.81,523382.26,2025-01-27,2025-04-01,Central,4289,<$1M,Non-Compliant,Yes,187289287RC0001,2026-07-22
TXN-00000385,BIZ-00317,Ontario Business 213,Cooperative,Energy,813657.21,43866.87,2025-12-11,2026-01-01,Waterloo,298,<$1M,Non-Compliant,Yes,812161066RC0001,2026-01-17
TXN-00000386,BIZ-00069,Ontario Business 215,Corporation,Energy,1593457.43,549847.39,2024-11-02,2024-04-01,Northern,4355,$5-25M,Non-Compliant,No,677407148RC0001,2026-07-15
TXN-00000387,BIZ-00496,Ontario Business 483,Crown Corporation,Education,2866554.99,243376.91,2026-06-10,2024-07-01,Northern,3406,>$100M,Compliant,Yes,137305019RC0001,2026-05-07
TXN-00000388,BIZ-00266,Ontario Business 124,Crown Corporation,Manufacturing,546868.97,338188.69,2025-12-07,2025-01-01,Central,4764,$5-25M,Compliant,Yes,890893647RC0001,2026-03-02
TXN-00000389,BIZ-00392,Ontario Business 381,Partnership,Energy,2915422.15,112160.97,2024-06-29,2025-07-01,Durham,458,$1-5M,Non-Compliant,No,442797181RC0001,2026-05-08
TXN-00000390,BIZ-00040,Ontario Business 470,Corporation,Education,4969090.12,527143.31,2025-04-21,2025-04-01,Eastern,2728,<$1M,Non-Compliant,Yes,652251330RC0001,2026-07-30
TXN-00000391,BIZ-00211,Ontario Business 103,Sole Proprietorship,Construction,3504469.46,100092.68,2024-04-12,2026-01-01,Southwestern,273,$1-5M,Compliant,Yes,508386051RC0001,2026-01-01
TXN-00000392,BIZ-00400,Ontario Business 324,Crown Corporation,Education,1162848.08,192958.35,2024-07-31,2025-01-01,Southwestern,3401,<$1M,Under Review,No,323402679RC0001,2026-03-04
TXN-00000393,BIZ-00371,Ontario Business 188,Crown Corporation,Retail,370108.83,262309.54,2024-07-02,2026-01-01,GTA,1402,$5-25M,Under Review,Yes,486532703RC0001,2026-07-04
TXN-00000394,BIZ-00370,Ontario Business 449,Corporation,Retail,3390369.86,621777.85,2024-08-21,2025-07-01,Ottawa,3890,$1-5M,Under Review,No,644748889RC0001,2026-04-04
TXN-00000395,BIZ-00023,Ontario Business 135,Cooperative,Retail,2680385.34,110240.0,2024-02-22,2024-10-01,Eastern,2735,$5-25M,Exempt,Yes,280879615RC0001,2026-03-07
TXN-00000396,BIZ-00019,Ontario Business 457,Partnership,Energy,4014029.4,582790.91,2024-02-16,2025-10-01,Ottawa,950,$1-5M,Compliant,Yes,385982574RC0001,2026-04-04
TXN-00000397,BIZ-00336,Ontario Business 272,Non-Profit,Finance,2366880.87,549682.82,2024-06-18,2025-01-01,Southwestern,422,>$100M,Exempt,Yes,907464093RC0001,2026-04-06
TXN-00000398,BIZ-00215,Ontario Business 288,Cooperative,Manufacturing,1095451.63,237952.44,2025-01-01,2025-10-01,Eastern,4171,$5-25M,Compliant,Yes,697584514RC0001,2026-03-08
TXN-00000399,BIZ-00453,Ontario Business 108,Non-Profit,Mining,3889775.13,193177.56,2026-03-20,2025-10-01,Waterloo,4592,<$1M,Compliant,No,869412010RC0001,2026-04-03
TXN-00000400,BIZ-00251,Ontario Business 365,Sole Proprietorship,Manufacturing,4537291.35,2243.3,2025-09-30,2024-10-01,Niagara,3182,<$1M,Non-Compliant,Yes,426398312RC0001,2026-03-06
TXN-00000401,BIZ-00234,Ontario Business 453,Partnership,Technology,513846.84,524767.43,2024-01-16,2025-07-01,Niagara,3209,$5-25M,Non-Compliant,Yes,793128014RC0001,2026-04-12
TXN-00000402,BIZ-00166,Ontario Business 274,Crown Corporation,Mining,2484688.56,512951.64,2025-12-29,2024-10-01,Northern,1655,$1-5M,Non-Compliant,Yes,145237673RC0001,2026-03-06
TXN-00000403,BIZ-00123,Ontario Business 10,Corporation,Education,1196153.11,41741.63,2024-04-17,2024-04-01,Niagara,4618,$25-100M,Compliant,Yes,509956249RC0001,2026-07-14
TXN-00000404,BIZ-00124,Ontario Business 175,Non-Profit,Healthcare,3809109.01,518050.7,2024-04-03,2025-04-01,Northern,405,$1-5M,Exempt,Yes,243426610RC0001,2026-07-28
TXN-00000405,BIZ-00074,Ontario Business 111,Sole Proprietorship,Agriculture,2056376.8,556576.26,2026-02-17,2024-07-01,Southwestern,17,$1-5M,Non-Compliant,No,419917672RC0001,2026-02-04
TXN-00000406,BIZ-00075,Ontario Business 134,Cooperative,Mining,781841.23,186779.7,2024-01-23,2024-10-01,Eastern,1078,<$1M,Compliant,Yes,203626195RC0001,2026-02-18
TXN-00000407,BIZ-00067,Ontario Business 230,Non-Profit,Mining,857326.53,428575.17,2024-06-13,2025-04-01,Eastern,2728,<$1M,Exempt,Yes,866808832RC0001,2026-03-01
TXN-00000408,BIZ-00172,Ontario Business 118,Sole Proprietorship,Mining,1614247.89,247473.0,2025-10-13,2026-01-01,Niagara,1506,>$100M,Non-Compliant,No,537977943RC0001,2026-07-08
TXN-00000409,BIZ-00250,Ontario Business 410,Crown Corporation,Retail,280966.87,498978.62,2026-02-10,2026-01-01,Hamilton,4752,$5-25M,Under Review,No,174211423RC0001,2026-03-12
TXN-00000410,BIZ-00002,Ontario Business 283,Sole Proprietorship,Technology,3210051.44,25929.16,2024-02-25,2025-10-01,Eastern,1946,$25-100M,Compliant,Yes,620930580RC0001,2026-02-18
TXN-00000411,BIZ-00466,Ontario Business 63,Cooperative,Energy,2115936.62,545700.29,2024-06-16,2025-10-01,Ottawa,4014,$1-5M,Exempt,Yes,731038065RC0001,2026-02-07
TXN-00000412,BIZ-00150,Ontario Business 165,Non-Profit,Agriculture,2861372.36,460030.0,2026-06-04,2026-01-01,Eastern,4456,$1-5M,Non-Compliant,Yes,639501884RC0001,2026-02-09
TXN-00000413,BIZ-00033,Ontario Business 144,Crown Corporation,Finance,2970445.51,107823.43,2024-06-13,2025-01-01,Eastern,4277,<$1M,Under Review,No,289624695RC0001,2026-07-04
TXN-00000414,BIZ-00084,Ontario Business 112,Partnership,Mining,4971962.59,250169.77,2025-05-11,2024-04-01,Waterloo,2387,<$1M,Compliant,No,421364857RC0001,2026-01-20
TXN-00000415,BIZ-00088,Ontario Business 160,Partnership,Finance,928439.13,641777.31,2024-09-14,2025-07-01,Niagara,3628,<$1M,Under Review,Yes,848762234RC0001,2026-06-14
TXN-00000416,BIZ-00179,Ontario Business 18,Partnership,Education,4544479.0,451220.16,2025-09-20,2025-01-01,Eastern,3761,$5-25M,Compliant,No,311259559RC0001,2026-03-29
TXN-00000417,BIZ-00284,Ontario Business 420,Cooperative,Manufacturing,1036907.2,339534.84,2025-06-04,2025-07-01,Waterloo,653,>$100M,Compliant,No,360177536RC0001,2026-07-15
TXN-00000418,BIZ-00017,Ontario Business 297,Cooperative,Retail,1702048.14,313493.61,2025-08-07,2025-07-01,GTA,4168,$1-5M,Non-Compliant,No,238631342RC0001,2026-02-27
