CLIENT_ID,RETENTION_RATE,SERVICE_PROGRAM,SATISFACTION_SCORE,CHURN_RISK_INDICATOR,REGION,QUARTER,ENGAGEMENT_FREQUENCY,PROGRAM_TYPE,SERVICE_CATEGORY,CASE_LOAD,RENEWAL_COUNT,DROPOUT_COUNT,AVG_INTERACTION_DAYS,FIRST_CONTACT_DATE,LAST_CONTACT_DATE,REFERRAL_SOURCE,CASE_COMPLEXITY,NET_PROMOTER_SCORE,RESPONSE_TIME_HOURS,DIGITAL_ENGAGEMENT_PCT,IN_PERSON_VISITS,PHONE_INTERACTIONS,EMAIL_INTERACTIONS,BENEFITS_AMOUNT,COST_PER_CLIENT,FISCAL_YEAR,DATA_QUALITY_SCORE,LAST_UPDATED
CLT-000503,0.435,Family Support,4.0,Medium,Northern,2025-01-01,13,Home Care,Community,110,4,1,26.1,2021-12-18,2025-03-14,School,Standard,-3,64.3,20.5,18,30,43,4220.23,22725.69,FY2025-26,78.3,2026-03-25
CLT-000504,0.406,ODSP,6.5,High,Ottawa,2026-01-01,8,Housing,Youth,41,4,3,18.1,2024-03-24,2025-12-16,Court,Simple,28,60.4,31.7,20,14,27,14831.98,43935.87,FY2025-26,96.0,2026-05-05
CLT-000505,0.847,Home Care,6.6,Low,Waterloo,2025-07-01,8,Housing,Community,117,0,0,78.5,2021-07-27,2025-10-10,Court,Complex,45,24.0,66.7,8,11,5,816.69,35941.69,FY2024-25,77.3,2026-05-07
CLT-000506,0.531,Family Support,7.5,Low,Hamilton,2025-10-01,20,Community,Employment,37,4,0,53.9,2020-08-28,2025-09-02,Other Ministry,Complex,66,51.2,61.3,12,22,47,1476.69,32707.34,FY2024-25,95.6,2026-05-27
CLT-000507,0.909,Ontario Works,9.4,High,Niagara,2024-04-01,7,Home Care,Employment,94,0,2,83.3,2024-06-30,2025-01-30,Online Portal,Standard,25,59.0,39.2,7,8,28,19700.89,16901.11,FY2025-26,99.7,2026-03-09
CLT-000508,0.853,Child Care Subsidy,4.4,High,Central,2025-10-01,12,Home Care,Housing,32,2,2,57.4,2024-02-24,2025-08-22,Other Ministry,Standard,-8,65.9,17.7,12,10,39,12681.22,10123.42,FY2024-25,76.1,2026-07-01
CLT-000509,0.686,Youth Services,8.5,Medium,Northern,2024-10-01,11,Employment,Child Care,58,4,2,82.3,2023-12-05,2026-07-28,Court,Complex,48,13.2,62.6,2,6,5,2718.28,30300.5,FY2025-26,82.1,2026-03-09
CLT-000510,0.486,Youth Services,6.6,Medium,Northern,2025-10-01,4,Youth,Child Care,92,1,3,75.2,2021-05-18,2026-07-16,Hospital,Complex,15,2.4,29.1,7,7,14,11288.72,40764.74,FY2023-24,70.4,2026-03-04
CLT-000511,0.969,Community Living,8.7,Medium,Durham,2025-01-01,14,Home Care,Community,109,5,2,65.1,2022-01-15,2025-09-27,Family Doctor,Standard,26,64.9,89.6,10,17,22,2387.49,34966.75,FY2024-25,95.8,2026-06-29
CLT-000512,0.546,Child Care Subsidy,3.7,High,Hamilton,2025-07-01,4,Disability,Family,67,3,2,53.8,2020-04-18,2026-04-17,Online Portal,Standard,55,31.7,91.0,5,0,35,11487.47,32863.6,FY2024-25,84.3,2026-06-30
CLT-000513,0.487,Youth Services,3.4,High,Southwestern,2025-04-01,24,Employment,Housing,120,5,1,88.8,2021-03-16,2026-04-08,Court,Complex,69,48.7,38.1,18,25,32,23683.56,8067.42,FY2025-26,99.4,2026-05-31
CLT-000514,0.586,Ontario Works,9.6,Low,Central,2024-07-01,3,Child Care,Community,51,5,1,26.1,2023-05-16,2025-07-03,Hospital,Simple,63,66.9,71.9,10,2,6,23680.6,29126.14,FY2025-26,81.6,2026-04-15
CLT-000515,0.625,Community Living,3.9,Medium,Northern,2024-07-01,10,Family,Home Care,120,2,3,12.7,2021-06-17,2026-02-16,School,Simple,24,71.0,63.8,10,14,48,2803.68,13630.62,FY2025-26,71.8,2026-05-23
CLT-000516,0.435,Youth Services,3.6,Low,Durham,2024-04-01,1,Family,Community,88,0,2,78.0,2020-12-19,2025-07-13,Online Portal,Simple,48,16.1,39.3,4,19,23,14562.63,44680.4,FY2025-26,95.4,2026-07-17
CLT-000517,0.505,Child Care Subsidy,8.5,Medium,GTA,2024-04-01,18,Child Care,Youth,84,0,2,63.1,2023-04-23,2026-06-15,Hospital,Simple,43,14.3,23.2,19,29,21,23476.55,46501.72,FY2025-26,95.0,2026-07-20
CLT-000518,0.664,ODSP,7.5,Low,Central,2025-01-01,12,Home Care,Disability,135,1,3,8.5,2020-04-30,2026-05-07,Community Agency,Complex,-9,47.9,37.2,16,18,36,17704.04,26561.97,FY2025-26,89.3,2026-03-14
CLT-000519,0.589,Community Living,8.2,Medium,Niagara,2025-10-01,14,Community,Child Care,135,0,3,13.9,2023-02-23,2026-05-11,Family Doctor,Standard,43,71.4,75.5,1,16,2,5107.93,5370.19,FY2025-26,92.4,2026-05-27
CLT-000520,0.72,Youth Services,8.0,High,GTA,2024-04-01,10,Community,Disability,100,4,0,75.0,2023-11-02,2026-03-21,Hospital,Complex,27,49.2,13.8,6,3,29,23774.13,44725.45,FY2025-26,79.6,2026-07-02
CLT-000521,0.52,Home Care,6.9,High,GTA,2024-04-01,13,Disability,Child Care,84,0,1,61.1,2021-11-08,2025-07-01,Family Doctor,Simple,27,66.1,44.2,4,4,38,6531.24,33758.11,FY2024-25,90.4,2026-07-01
CLT-000522,0.91,Employment Services,4.4,High,Southwestern,2025-10-01,23,Employment,Community,115,3,2,76.6,2021-01-23,2026-05-15,Court,Complex,-19,45.3,43.6,14,4,42,17392.73,4455.69,FY2023-24,73.5,2026-07-22
CLT-000523,0.688,Child Care Subsidy,6.7,Low,Southwestern,2025-10-01,10,Youth,Youth,76,0,0,38.6,2021-02-17,2025-03-30,Online Portal,Simple,-4,37.6,13.0,15,3,7,6101.8,41821.64,FY2023-24,72.5,2026-06-27
CLT-000524,0.876,Home Care,6.0,Medium,Hamilton,2024-10-01,15,Employment,Disability,63,5,2,8.7,2020-01-30,2025-06-06,Other Ministry,Standard,2,25.5,27.1,20,1,25,9810.84,47394.24,FY2025-26,71.9,2026-02-17
CLT-000525,0.77,Youth Services,7.5,Medium,GTA,2026-01-01,3,Disability,Youth,51,1,2,9.8,2023-11-03,2025-03-08,Family Doctor,Complex,48,1.7,71.2,10,11,2,4015.42,6085.84,FY2023-24,70.2,2026-01-01
CLT-000526,0.732,Family Support,8.2,Low,Eastern,2024-04-01,19,Child Care,Employment,131,4,3,29.0,2023-06-15,2026-02-01,Online Portal,Complex,10,49.3,62.1,11,20,29,12238.66,45030.26,FY2024-25,86.1,2026-04-03
CLT-000527,0.532,Employment Services,7.3,Low,Niagara,2025-04-01,6,Family,Employment,120,2,1,8.6,2022-04-20,2026-07-09,School,Standard,-4,60.6,40.0,12,13,26,11784.25,23163.28,FY2024-25,83.9,2026-03-28
CLT-000528,0.592,Family Support,3.9,High,Eastern,2025-01-01,7,Disability,Disability,103,3,3,36.9,2021-09-20,2025-08-07,Family Doctor,Simple,40,8.3,65.4,9,28,49,21817.72,21193.77,FY2023-24,76.5,2026-05-22
CLT-000529,0.925,Family Support,9.4,Medium,Northern,2026-01-01,1,Disability,Community,54,2,1,59.5,2023-03-23,2025-07-22,Hospital,Standard,20,34.0,83.8,4,24,31,8247.26,46717.99,FY2025-26,85.9,2026-06-10
CLT-000530,0.917,ODSP,8.4,Low,GTA,2024-04-01,2,Family,Child Care,90,2,1,68.2,2021-03-12,2025-11-11,Community Agency,Standard,59,65.5,59.6,14,15,21,17738.28,15197.31,FY2023-24,94.1,2026-02-10
CLT-000531,0.931,Child Care Subsidy,4.1,Low,Durham,2025-10-01,6,Housing,Youth,73,0,1,82.3,2020-07-17,2025-02-10,Hospital,Standard,40,27.6,24.5,0,18,44,24700.44,18756.83,FY2024-25,87.5,2026-02-16
CLT-000532,0.664,Ontario Works,9.6,High,Waterloo,2025-07-01,11,Child Care,Family,27,1,1,58.0,2023-10-19,2026-02-08,Hospital,Simple,65,14.6,63.9,9,22,50,23744.66,5070.56,FY2025-26,99.5,2026-05-07
CLT-000533,0.409,Family Support,9.7,Medium,Southwestern,2025-01-01,17,Youth,Employment,135,2,1,9.4,2021-05-04,2025-11-10,Court,Standard,35,24.6,33.2,14,21,5,8656.51,2537.32,FY2025-26,70.3,2026-05-27
CLT-000534,0.411,Family Support,4.4,Medium,Niagara,2025-10-01,2,Youth,Community,95,2,3,39.6,2021-12-01,2025-05-16,Other Ministry,Complex,13,40.0,51.6,8,2,28,23010.01,5154.97,FY2025-26,97.4,2026-05-11
CLT-000535,0.929,Ontario Works,8.5,Low,Eastern,2024-07-01,6,Family,Child Care,49,4,1,71.2,2020-06-03,2025-01-10,Self-Referral,Complex,23,62.7,62.5,4,18,40,24158.29,48486.38,FY2025-26,96.2,2026-07-21
CLT-000536,0.792,ODSP,3.4,Low,Eastern,2024-07-01,6,Child Care,Child Care,10,3,1,22.9,2024-01-08,2025-03-23,Family Doctor,Standard,60,38.3,50.5,6,22,31,15333.72,10117.18,FY2024-25,91.9,2026-06-01
CLT-000537,0.91,Ontario Works,6.0,High,GTA,2024-07-01,6,Disability,Youth,46,4,1,64.5,2023-12-10,2025-03-19,School,Simple,21,54.6,29.4,12,20,37,7769.63,21201.82,FY2025-26,78.6,2026-04-20
CLT-000538,0.548,Youth Services,8.0,High,GTA,2025-04-01,10,Home Care,Child Care,25,0,3,34.3,2024-02-10,2025-03-03,Family Doctor,Simple,66,55.2,70.9,0,23,43,2661.68,29818.79,FY2024-25,90.9,2026-06-05
CLT-000539,0.8,ODSP,6.9,High,Central,2026-01-01,12,Housing,Family,137,2,3,31.6,2024-03-05,2025-07-14,School,Complex,1,3.6,40.0,14,28,29,8447.01,40016.33,FY2024-25,83.9,2026-04-29
CLT-000540,0.667,Child Care Subsidy,8.0,Medium,Niagara,2024-04-01,5,Family,Community,48,3,2,6.2,2024-06-08,2025-06-26,Hospital,Complex,3,16.0,11.4,15,4,17,8764.22,2062.35,FY2024-25,74.7,2026-08-01
CLT-000541,0.964,Employment Services,4.5,Medium,Waterloo,2026-01-01,14,Community,Home Care,134,5,0,35.0,2020-08-05,2025-03-10,Other Ministry,Complex,41,44.0,22.0,16,30,31,20188.74,21400.93,FY2023-24,98.7,2026-06-11
CLT-000542,0.494,Employment Services,7.7,Medium,Waterloo,2024-07-01,20,Home Care,Youth,97,5,2,73.6,2020-09-19,2026-01-14,Online Portal,Simple,-18,32.5,45.4,6,30,20,17362.9,45597.16,FY2024-25,89.0,2026-05-02
CLT-000543,0.864,Youth Services,6.9,Medium,Eastern,2024-10-01,11,Disability,Disability,73,3,3,80.7,2021-10-03,2026-06-08,Community Agency,Standard,76,11.1,37.3,16,15,29,15263.69,44654.62,FY2025-26,78.0,2026-04-26
CLT-000544,0.63,Home Care,8.4,Medium,Northern,2025-07-01,2,Housing,Disability,67,5,0,32.8,2023-06-25,2026-05-10,Hospital,Standard,20,35.2,36.7,17,6,41,5110.78,46261.75,FY2025-26,73.6,2026-07-07
CLT-000545,0.436,Home Care,6.6,High,Southwestern,2025-01-01,13,Community,Employment,86,2,1,17.2,2020-02-21,2025-01-30,Family Doctor,Simple,27,33.7,87.3,4,14,40,9859.48,8691.94,FY2024-25,92.8,2026-01-28
CLT-000546,0.953,Community Living,4.9,High,Waterloo,2026-01-01,10,Home Care,Home Care,92,0,0,9.5,2021-10-30,2026-07-20,Online Portal,Standard,-2,23.0,71.2,17,0,40,11139.36,16870.33,FY2023-24,79.8,2026-07-14
CLT-000547,0.42,Employment Services,5.2,High,GTA,2024-04-01,24,Home Care,Housing,26,0,1,17.9,2022-12-06,2025-06-17,School,Simple,76,26.3,40.4,2,13,21,18895.84,25130.33,FY2025-26,71.9,2026-04-17
CLT-000548,0.779,Family Support,7.7,High,Ottawa,2025-01-01,15,Home Care,Child Care,76,1,1,9.8,2023-10-31,2026-07-26,Self-Referral,Simple,62,60.8,29.2,1,1,14,19083.93,47548.34,FY2023-24,85.0,2026-03-24
CLT-000549,0.629,Family Support,3.1,Medium,Hamilton,2024-04-01,22,Community,Child Care,20,1,0,22.8,2023-04-08,2026-05-19,Self-Referral,Standard,69,6.3,84.9,16,28,10,10230.95,8460.54,FY2023-24,97.5,2026-07-10
CLT-000550,0.767,Employment Services,6.8,High,Niagara,2024-10-01,7,Youth,Family,60,2,2,38.4,2023-08-25,2025-10-20,Online Portal,Simple,37,43.6,65.4,16,24,25,5512.46,6521.98,FY2024-25,94.1,2026-07-10
CLT-000551,0.951,Home Care,4.4,High,Southwestern,2025-01-01,19,Youth,Family,128,0,1,53.2,2021-05-31,2025-08-11,Self-Referral,Standard,-19,16.0,25.4,10,6,31,23696.48,20040.01,FY2024-25,83.7,2026-04-11
CLT-000552,0.755,Child Care Subsidy,9.3,Medium,Durham,2025-04-01,22,Disability,Child Care,37,0,0,57.6,2020-01-23,2025-10-08,Self-Referral,Standard,36,27.8,58.3,5,3,3,9517.22,32642.83,FY2024-25,92.3,2026-04-06
CLT-000553,0.445,Family Support,7.4,Medium,GTA,2024-07-01,10,Home Care,Youth,126,1,0,83.1,2024-03-04,2025-02-01,Online Portal,Simple,-19,8.5,71.6,14,27,37,17525.51,14383.59,FY2023-24,91.1,2026-05-03
CLT-000554,0.437,Child Care Subsidy,4.5,Medium,Niagara,2024-04-01,2,Housing,Community,129,3,1,87.7,2023-03-27,2025-02-15,Community Agency,Standard,70,20.6,50.7,8,0,42,7163.08,43727.59,FY2023-24,90.7,2026-07-27
CLT-000555,0.401,Ontario Works,8.9,Medium,Durham,2026-01-01,8,Employment,Youth,103,0,2,43.8,2022-08-25,2026-07-12,Hospital,Standard,64,65.0,71.7,17,4,20,18512.28,17992.6,FY2023-24,87.4,2026-04-06
CLT-000556,0.676,Youth Services,8.2,Low,Hamilton,2025-10-01,12,Community,Child Care,74,1,2,83.6,2023-08-14,2026-04-23,Online Portal,Complex,67,12.2,13.6,16,29,40,4053.74,17740.84,FY2025-26,95.0,2026-02-10
CLT-000557,0.902,Child Care Subsidy,9.6,Low,Niagara,2024-07-01,14,Child Care,Employment,143,0,0,26.7,2023-02-01,2025-06-18,School,Complex,70,56.8,51.6,10,23,23,13937.04,20353.07,FY2025-26,94.6,2026-02-26
CLT-000558,0.74,Family Support,7.7,Low,Eastern,2026-01-01,5,Disability,Employment,139,0,3,17.3,2020-05-27,2025-11-10,School,Standard,18,59.5,56.1,3,30,12,1075.89,2523.77,FY2023-24,76.2,2026-07-31
CLT-000559,0.858,ODSP,3.5,Medium,Ottawa,2025-10-01,12,Community,Employment,86,2,3,36.9,2021-09-14,2026-03-15,Online Portal,Complex,58,42.9,67.7,1,15,20,9111.68,13533.33,FY2024-25,95.8,2026-04-09
CLT-000560,0.844,ODSP,5.9,High,Waterloo,2025-07-01,22,Housing,Employment,107,0,3,69.5,2020-06-26,2026-05-02,Court,Complex,-9,6.4,71.6,20,29,6,11639.81,37703.56,FY2023-24,88.1,2026-05-01
CLT-000561,0.42,Employment Services,6.8,High,Hamilton,2025-01-01,20,Community,Child Care,12,5,1,55.4,2023-10-14,2025-01-29,Online Portal,Simple,44,13.5,33.4,18,12,34,16515.71,3387.03,FY2025-26,73.5,2026-05-13
CLT-000562,0.69,Community Living,5.0,Low,GTA,2025-04-01,20,Family,Community,38,5,1,87.3,2020-06-06,2025-07-23,Online Portal,Standard,11,0.9,75.9,20,28,11,19425.34,3149.86,FY2023-24,76.7,2026-06-24
CLT-000563,0.744,Community Living,4.6,Medium,Ottawa,2024-07-01,6,Home Care,Home Care,16,3,3,36.2,2023-12-02,2026-03-17,Self-Referral,Complex,47,64.7,41.3,17,3,26,12104.62,14666.21,FY2025-26,91.1,2026-01-18
CLT-000564,0.438,Employment Services,9.0,High,Central,2026-01-01,13,Disability,Home Care,40,0,1,12.3,2021-01-17,2025-07-21,Online Portal,Complex,49,27.2,32.4,2,25,42,5045.0,21249.53,FY2025-26,71.2,2026-02-21
CLT-000565,0.487,Child Care Subsidy,8.1,Medium,GTA,2025-07-01,2,Employment,Child Care,144,5,2,54.8,2020-01-19,2025-11-07,Hospital,Standard,11,62.0,78.1,6,21,30,12217.75,11492.0,FY2023-24,81.6,2026-06-12
CLT-000566,0.77,ODSP,4.0,Low,Durham,2024-10-01,3,Housing,Child Care,52,1,3,76.4,2022-01-10,2025-08-19,Court,Standard,-13,54.3,13.6,10,24,25,1177.8,33911.14,FY2024-25,81.7,2026-06-05
CLT-000567,0.893,Home Care,8.1,Low,Hamilton,2025-10-01,21,Home Care,Disability,143,2,3,70.7,2022-06-05,2025-02-01,Family Doctor,Simple,51,6.6,85.8,4,24,41,1478.74,14592.08,FY2024-25,83.9,2026-07-26
CLT-000568,0.982,Youth Services,5.1,High,Waterloo,2025-07-01,10,Housing,Housing,108,5,1,44.9,2020-07-05,2026-05-17,Other Ministry,Complex,46,44.6,15.3,20,8,17,21931.41,30127.26,FY2023-24,79.4,2026-03-24
CLT-000569,0.935,Home Care,5.4,Medium,Eastern,2025-07-01,17,Community,Youth,77,4,3,61.9,2021-01-20,2025-05-23,Court,Simple,67,49.5,70.6,17,10,13,20051.75,29505.7,FY2023-24,73.5,2026-07-05
CLT-000570,0.917,Home Care,4.4,High,Central,2024-10-01,21,Housing,Family,72,3,3,65.9,2023-03-09,2026-04-16,Other Ministry,Simple,12,43.8,31.5,12,26,35,24604.76,1160.09,FY2023-24,94.4,2026-03-07
CLT-000571,0.947,Community Living,9.4,High,Waterloo,2025-04-01,17,Community,Disability,78,0,3,58.4,2022-09-29,2025-04-21,Online Portal,Standard,29,22.9,21.9,3,11,48,20131.84,3670.61,FY2023-24,78.3,2026-05-21
CLT-000572,0.716,Child Care Subsidy,8.3,High,Niagara,2025-01-01,2,Employment,Employment,38,2,2,29.2,2021-05-07,2025-08-25,School,Complex,57,41.3,32.7,17,11,15,4216.72,28131.8,FY2024-25,92.9,2026-02-13
CLT-000573,0.875,Family Support,4.4,High,GTA,2024-10-01,3,Youth,Housing,41,0,1,76.9,2021-03-28,2025-09-05,Online Portal,Complex,1,64.3,88.0,8,3,0,6349.88,16116.22,FY2025-26,95.8,2026-04-09
CLT-000574,0.663,Home Care,3.7,Low,Niagara,2026-01-01,15,Home Care,Community,107,0,2,22.4,2023-10-10,2026-05-19,Family Doctor,Complex,23,23.5,52.4,19,12,28,15360.57,19275.09,FY2025-26,72.3,2026-06-28
CLT-000575,0.803,Child Care Subsidy,8.4,Low,Eastern,2025-07-01,12,Community,Youth,73,5,2,81.4,2022-02-16,2026-04-26,Self-Referral,Complex,52,18.0,69.3,14,22,1,10027.31,17914.02,FY2024-25,70.6,2026-04-22
CLT-000576,0.827,Family Support,3.6,Medium,Central,2025-01-01,9,Family,Youth,132,1,1,23.6,2023-04-14,2026-06-14,School,Simple,28,26.6,74.7,2,22,10,2763.23,35070.33,FY2023-24,77.5,2026-05-15
CLT-000577,0.95,Community Living,4.0,Low,Niagara,2025-04-01,6,Disability,Community,89,1,0,24.7,2020-07-07,2025-02-23,Hospital,Standard,50,34.1,46.0,5,7,1,20289.35,10573.87,FY2025-26,72.3,2026-07-17
CLT-000578,0.46,Child Care Subsidy,6.6,Medium,Durham,2025-07-01,24,Home Care,Home Care,146,1,1,71.9,2021-10-28,2025-06-25,Court,Complex,-18,36.3,86.1,12,4,10,1684.44,8639.56,FY2023-24,77.3,2026-06-05
CLT-000579,0.892,Employment Services,6.1,Medium,Northern,2024-07-01,23,Disability,Home Care,20,0,3,16.6,2021-08-11,2026-04-17,Online Portal,Complex,76,28.7,56.0,12,28,33,11932.2,32720.31,FY2025-26,80.6,2026-06-05
CLT-000580,0.741,Family Support,8.1,High,Niagara,2024-10-01,17,Housing,Home Care,19,1,0,56.0,2022-01-22,2025-11-02,Community Agency,Complex,32,27.9,35.5,0,10,31,5368.22,1786.04,FY2024-25,93.3,2026-07-12
CLT-000581,0.487,Child Care Subsidy,7.4,Medium,Niagara,2025-01-01,5,Employment,Disability,122,2,3,38.9,2023-12-30,2026-04-22,Other Ministry,Simple,39,9.8,91.6,7,30,9,22477.45,46214.59,FY2024-25,81.2,2026-03-31
CLT-000582,0.674,Family Support,9.0,Medium,Ottawa,2025-04-01,12,Housing,Employment,132,0,2,33.2,2021-09-27,2026-06-03,Hospital,Simple,-8,10.9,70.4,8,1,1,12982.91,31903.05,FY2024-25,70.7,2026-04-14
CLT-000583,0.597,Community Living,5.4,Medium,Southwestern,2025-07-01,2,Child Care,Housing,134,3,0,61.6,2023-01-27,2026-06-03,Community Agency,Simple,28,24.1,70.7,20,8,9,3984.18,45834.75,FY2023-24,88.5,2026-03-12
CLT-000584,0.633,Ontario Works,3.3,Low,Northern,2025-01-01,14,Disability,Community,48,3,2,89.2,2021-03-07,2025-01-01,Community Agency,Simple,-16,19.5,51.0,2,7,29,22920.78,9114.59,FY2025-26,84.8,2026-01-21
CLT-000585,0.795,Youth Services,7.2,Medium,Hamilton,2025-04-01,19,Family,Family,144,1,2,73.5,2024-05-12,2025-09-09,School,Simple,35,35.1,37.9,16,9,31,24332.65,49574.33,FY2023-24,98.6,2026-03-18
CLT-000586,0.873,Employment Services,3.7,Low,Durham,2025-01-01,8,Disability,Housing,49,0,2,40.1,2022-03-29,2026-03-06,Other Ministry,Standard,-10,17.8,63.0,2,24,20,23190.05,3788.25,FY2024-25,94.5,2026-02-09
CLT-000587,0.644,Ontario Works,5.3,Medium,Ottawa,2025-04-01,8,Housing,Housing,111,4,1,39.5,2021-04-26,2025-10-21,School,Complex,1,24.5,60.8,18,12,5,2966.17,5033.2,FY2025-26,70.3,2026-05-19
CLT-000588,0.653,ODSP,9.4,High,Northern,2024-04-01,1,Housing,Home Care,18,1,2,88.6,2022-01-21,2026-01-01,Community Agency,Simple,1,64.3,38.1,1,18,5,24710.52,31103.8,FY2023-24,93.7,2026-04-11
CLT-000589,0.886,Community Living,3.7,High,Southwestern,2024-07-01,20,Youth,Home Care,26,3,2,18.4,2024-05-08,2026-06-12,Community Agency,Standard,57,16.5,34.1,12,27,21,16792.71,35050.53,FY2024-25,80.8,2026-05-11
CLT-000590,0.581,Family Support,5.8,Low,Southwestern,2025-07-01,7,Disability,Housing,48,5,1,8.1,2020-04-30,2025-05-01,Hospital,Simple,37,9.5,71.4,9,24,21,17349.28,29384.24,FY2025-26,84.4,2026-04-15
CLT-000591,0.472,Employment Services,9.4,Low,Hamilton,2024-04-01,12,Home Care,Community,59,2,0,9.2,2024-07-03,2025-09-16,Family Doctor,Simple,43,33.6,92.2,10,14,8,20486.64,37518.78,FY2025-26,82.7,2026-03-22
CLT-000592,0.965,Child Care Subsidy,3.1,Low,Southwestern,2025-10-01,3,Housing,Family,47,0,1,25.4,2023-05-21,2026-05-23,Court,Simple,72,13.4,13.3,0,20,23,17928.45,40210.22,FY2024-25,80.1,2026-01-27
CLT-000593,0.685,Home Care,4.4,Medium,Durham,2025-04-01,17,Community,Disability,121,5,0,43.7,2024-01-12,2026-07-15,Court,Complex,76,33.1,34.2,0,13,37,15862.55,39800.08,FY2024-25,94.9,2026-04-17
CLT-000594,0.948,Home Care,9.3,High,Eastern,2026-01-01,9,Youth,Employment,68,5,2,38.6,2020-01-09,2026-06-28,School,Simple,8,68.6,48.2,12,0,27,1670.21,4729.18,FY2024-25,86.1,2026-05-20
CLT-000595,0.955,Ontario Works,6.4,High,Southwestern,2024-04-01,16,Disability,Youth,39,1,3,52.7,2021-11-03,2025-07-01,School,Simple,67,31.2,37.9,7,30,30,1006.93,7364.0,FY2025-26,91.9,2026-02-13
CLT-000596,0.788,Employment Services,5.8,Medium,Eastern,2024-10-01,12,Child Care,Youth,89,4,0,11.5,2020-11-14,2025-05-05,Self-Referral,Simple,-12,56.2,77.5,8,30,11,3277.58,23113.29,FY2023-24,85.0,2026-07-19
CLT-000597,0.715,ODSP,6.3,High,Southwestern,2024-07-01,12,Child Care,Family,55,3,1,51.4,2021-05-27,2025-01-19,Community Agency,Simple,0,10.9,23.6,17,6,30,24782.28,38108.4,FY2024-25,70.9,2026-04-10
CLT-000598,0.868,Family Support,3.7,High,Niagara,2025-01-01,6,Disability,Housing,27,5,1,75.9,2024-05-18,2026-05-22,Online Portal,Standard,21,46.4,26.9,1,1,28,5107.97,28976.03,FY2023-24,99.6,2026-04-06
CLT-000599,0.783,Family Support,8.1,Low,Central,2026-01-01,3,Home Care,Child Care,143,4,0,55.4,2022-08-27,2026-05-22,Other Ministry,Simple,59,58.5,76.8,20,10,15,8145.43,41286.06,FY2024-25,71.2,2026-01-28
CLT-000600,0.432,Employment Services,7.5,Low,Southwestern,2025-10-01,5,Youth,Family,115,0,2,11.4,2021-09-23,2025-11-04,Family Doctor,Simple,-17,70.7,37.9,2,27,8,23319.55,30542.41,FY2023-24,80.9,2026-01-25
CLT-000601,0.975,Youth Services,5.2,Low,Northern,2025-01-01,19,Child Care,Disability,22,2,2,76.5,2023-01-31,2026-07-09,Community Agency,Complex,50,67.4,84.0,17,9,35,16618.54,5921.35,FY2024-25,92.6,2026-01-11
CLT-000602,0.584,Family Support,3.6,Medium,Southwestern,2024-04-01,5,Child Care,Child Care,11,0,3,8.6,2024-07-15,2026-01-05,Family Doctor,Complex,-7,19.4,60.2,17,28,50,6565.61,17369.08,FY2023-24,89.5,2026-05-26
CLT-000603,0.813,ODSP,7.3,Low,Hamilton,2025-01-01,24,Home Care,Home Care,140,1,3,5.4,2022-12-07,2025-10-07,School,Standard,50,17.5,46.5,19,21,24,5215.56,26861.28,FY2024-25,74.1,2026-06-01
CLT-000604,0.643,Employment Services,4.8,High,Ottawa,2025-10-01,9,Housing,Employment,39,3,1,68.5,2023-11-16,2025-05-12,Hospital,Complex,54,9.1,67.0,4,22,2,6155.96,13249.8,FY2023-24,91.9,2026-06-25
CLT-000605,0.633,Home Care,4.9,Low,Waterloo,2024-04-01,21,Disability,Child Care,13,3,0,34.0,2022-07-04,2025-05-28,Hospital,Complex,62,56.7,83.8,10,13,24,16658.25,34335.41,FY2024-25,89.9,2026-06-12
CLT-000606,0.486,Family Support,5.4,High,Eastern,2026-01-01,16,Youth,Community,22,2,0,41.8,2020-11-20,2025-03-04,Self-Referral,Complex,38,38.0,27.3,3,28,18,3947.1,14687.08,FY2024-25,93.1,2026-05-02
CLT-000607,0.864,ODSP,7.0,Medium,Southwestern,2025-01-01,15,Disability,Youth,132,3,2,18.6,2021-03-27,2026-03-25,Hospital,Simple,79,17.3,51.3,7,30,35,12987.59,46764.84,FY2023-24,78.0,2026-04-05
CLT-000608,0.708,ODSP,4.8,High,Durham,2025-04-01,24,Community,Employment,26,4,0,25.5,2021-08-02,2025-09-16,School,Complex,51,61.7,58.8,16,29,11,15874.22,48895.14,FY2023-24,74.5,2026-01-06
CLT-000609,0.593,Family Support,6.9,Low,Hamilton,2025-01-01,6,Child Care,Youth,118,2,2,54.8,2023-07-11,2026-02-16,Other Ministry,Simple,28,34.2,26.7,7,10,2,21516.01,18487.15,FY2023-24,86.0,2026-05-07
CLT-000610,0.534,Ontario Works,7.7,Low,Waterloo,2024-10-01,8,Community,Employment,62,3,3,50.5,2024-02-21,2025-03-16,Community Agency,Complex,50,32.1,21.5,6,6,23,2872.98,13566.37,FY2025-26,82.3,2026-03-13
CLT-000611,0.779,Community Living,9.1,Low,Central,2025-01-01,20,Child Care,Child Care,74,4,1,8.8,2023-11-12,2025-10-11,Hospital,Complex,76,50.3,10.5,15,26,13,19995.2,44485.95,FY2023-24,72.7,2026-05-30
CLT-000612,0.535,Employment Services,3.0,High,Central,2025-07-01,15,Home Care,Employment,34,5,0,61.7,2021-01-29,2025-06-26,Hospital,Simple,74,3.7,25.2,6,6,8,7727.5,4002.48,FY2024-25,76.8,2026-02-04
