STUDENT_ID,SCHOOL_ID,SCHOOL_NAME,SCHOOL_BOARD,GRADE_LEVEL,MATH_SCORE,READING_SCORE,GRADUATION_RATE,ATTENDANCE_RATE,POSTAL_CODE,REGION,PROGRAM_TYPE,SPECIAL_EDUCATION,ESL_FLAG,INDIGENOUS_FLAG,SOCIOECONOMIC_INDEX,LAST_UPDATED
STU-0000380,School_002,Cedar Creek PS,WRDSB,12,93,75,0.87,0.648,L4D,Ottawa,Regular,No,No,No,3.3,2026-06-01
STU-0000381,School_036,Elm Creek CI,HDSB,11,42,78,0.762,0.652,N5I,Central,Arts,Yes,Yes,Yes,6.9,2026-05-10
STU-0000382,School_004,Cedar Valley SS,TDSB,2,61,81,0.943,0.638,L2C,Southwestern,Arts,No,Yes,Yes,6.5,2026-05-29
STU-0000383,School_004,Cedar Hill SS,TDSB,3,78,41,0.669,0.865,M1H,Eastern,French Immersion,No,Yes,Yes,1.8,2026-05-26
STU-0000384,School_014,Pine Creek CI,HWDSB,8,71,93,0.918,0.905,L6P,Ottawa,Arts,No,No,No,4.7,2026-02-16
STU-0000385,School_011,Elm Hill SS,TDSB,9,74,59,0.945,0.513,P7K,Eastern,STEM,No,No,No,2.4,2026-06-23
STU-0000386,School_041,Pine Ridge SS,DDSB,4,89,74,0.679,0.749,K9K,Hamilton,IB,Yes,No,No,6.2,2026-04-28
STU-0000387,School_050,Maple Valley CI,DDSB,6,84,49,0.83,0.848,P0B,Northern,IB,No,Yes,No,1.7,2026-02-02
STU-0000388,School_044,Birch Hill SS,WRDSB,10,63,87,0.644,0.501,L9M,Hamilton,STEM,Yes,No,No,1.7,2026-05-16
STU-0000389,School_047,Cedar Ridge CI,YRDSB,12,53,51,0.882,0.694,K9E,Niagara,IB,No,Yes,No,9.6,2026-03-07
STU-0000390,School_033,Elm Valley CI,TDSB,8,68,92,0.71,0.59,L9K,GTA,IB,No,No,No,7.0,2026-04-15
STU-0000391,School_037,Pine Hill SS,TDSB,12,93,71,0.841,0.665,P5G,Northern,AP,No,Yes,No,8.0,2026-07-23
STU-0000392,School_072,Cedar Hill SS,WRDSB,5,97,56,0.665,0.817,P8P,Waterloo,AP,Yes,No,No,5.7,2026-04-09
STU-0000393,School_009,Maple Valley CI,WRDSB,6,95,45,0.877,0.594,M2A,Eastern,Regular,Yes,No,No,1.2,2026-06-05
STU-0000394,School_047,Cedar Valley SS,TDSB,6,71,99,0.743,0.571,L9P,Southwestern,French Immersion,Yes,Yes,No,7.0,2026-04-20
STU-0000395,School_036,Cedar Ridge SS,HWDSB,8,93,65,0.614,0.985,N0N,Waterloo,IB,Yes,Yes,No,2.4,2026-07-24
STU-0000396,School_024,Elm Park CI,DDSB,3,80,54,0.983,0.638,N4O,Waterloo,Arts,No,No,No,1.3,2026-05-23
STU-0000397,School_008,Cedar Ridge CI,PDSB,4,41,84,0.892,0.98,M3K,Niagara,STEM,Yes,No,No,7.6,2026-06-04
STU-0000398,School_022,Oak Ridge PS,PDSB,11,67,69,0.789,0.63,N3C,Eastern,STEM,Yes,No,Yes,1.9,2026-07-23
STU-0000399,School_006,Oak Ridge PS,HWDSB,6,86,62,0.822,0.621,P6P,Ottawa,AP,No,No,Yes,2.7,2026-03-10
STU-0000400,School_065,Oak Creek CI,PDSB,3,42,93,0.756,0.538,L5F,Durham,French Immersion,No,No,No,9.9,2026-07-05
STU-0000401,School_020,Oak Park SS,DDSB,6,45,86,0.723,0.89,P2P,Central,STEM,No,Yes,Yes,4.8,2026-04-02
STU-0000402,School_066,Pine Creek CI,HWDSB,5,64,49,0.97,0.847,M4D,Waterloo,Regular,Yes,Yes,No,5.5,2026-05-23
STU-0000403,School_001,Oak Creek PS,OCDSB,6,77,62,0.704,0.68,L3J,Southwestern,French Immersion,No,Yes,Yes,3.5,2026-01-24
STU-0000404,School_093,Pine Creek CI,TDSB,9,42,56,0.931,0.651,N9L,Eastern,IB,Yes,Yes,Yes,4.4,2026-04-19
STU-0000405,School_052,Maple Park SS,OCDSB,4,66,86,0.988,0.982,K3F,Northern,Regular,No,Yes,No,4.2,2026-07-22
STU-0000406,School_069,Maple Valley CI,WRDSB,7,87,88,0.814,0.597,M5H,Hamilton,Arts,No,Yes,No,4.8,2026-01-30
STU-0000407,School_078,Birch Ridge SS,YRDSB,5,82,67,0.769,0.784,K5F,Eastern,Arts,No,No,Yes,8.9,2026-02-01
STU-0000408,School_083,Oak Valley CI,HDSB,1,47,46,0.823,0.823,K5O,Eastern,AP,Yes,Yes,No,4.3,2026-06-24
STU-0000409,School_005,Maple Creek PS,OCDSB,8,82,100,0.637,0.787,N0H,Ottawa,Regular,No,Yes,No,2.1,2026-05-16
STU-0000410,School_005,Birch Creek PS,TDSB,6,100,95,0.984,0.829,N7K,Eastern,Regular,Yes,No,No,7.6,2026-03-06
STU-0000411,School_032,Oak Hill SS,OCDSB,2,65,67,0.7,0.627,L5A,Hamilton,STEM,No,Yes,Yes,5.3,2026-05-08
STU-0000412,School_067,Elm Valley PS,TDSB,6,98,70,0.739,0.902,N5G,Niagara,IB,Yes,No,No,8.9,2026-07-19
STU-0000413,School_072,Maple Hill SS,HWDSB,1,41,98,0.788,0.982,K1F,Niagara,STEM,No,Yes,No,8.7,2026-02-28
STU-0000414,School_070,Oak Hill CI,PDSB,1,74,100,0.99,0.704,L2I,Eastern,French Immersion,Yes,No,No,3.6,2026-02-28
STU-0000415,School_093,Pine Park CI,WRDSB,2,40,79,0.793,0.686,N7N,Waterloo,Arts,No,No,Yes,6.0,2026-01-16
STU-0000416,School_079,Birch Creek CI,HWDSB,6,57,84,0.663,0.953,K9G,Ottawa,AP,No,Yes,No,5.0,2026-02-03
STU-0000417,School_031,Elm Hill CI,YRDSB,7,77,58,0.642,0.98,M3D,Central,Arts,Yes,No,No,2.8,2026-03-21
STU-0000418,School_025,Maple Park CI,YRDSB,2,64,41,0.946,0.513,M3K,Ottawa,Arts,Yes,No,Yes,3.6,2026-07-15
STU-0000419,School_003,Maple Creek PS,OCDSB,3,81,49,0.813,0.621,P0A,Niagara,IB,No,No,No,2.5,2026-03-23
STU-0000420,School_099,Birch Hill CI,HDSB,3,95,55,0.82,0.551,K4F,Northern,STEM,Yes,No,Yes,4.6,2026-03-02
STU-0000421,School_032,Cedar Ridge PS,DDSB,4,73,89,0.927,0.64,L2J,Waterloo,STEM,Yes,No,No,7.5,2026-01-18
STU-0000422,School_029,Oak Valley SS,PDSB,6,55,63,0.973,0.732,L3J,Central,STEM,No,Yes,Yes,7.5,2026-06-28
STU-0000423,School_081,Elm Hill SS,WRDSB,8,91,55,0.749,0.683,M9H,Eastern,AP,No,No,No,7.0,2026-03-03
STU-0000424,School_041,Pine Ridge PS,OCDSB,9,40,62,0.845,0.918,P1G,Northern,French Immersion,No,No,No,7.8,2026-07-22
STU-0000425,School_004,Maple Hill PS,PDSB,5,83,61,0.719,0.779,K6I,Eastern,AP,No,Yes,No,9.9,2026-02-25
STU-0000426,School_019,Birch Creek SS,PDSB,9,87,72,0.84,0.533,N3L,Waterloo,Regular,Yes,No,No,1.1,2026-07-07
STU-0000427,School_025,Maple Valley SS,TDSB,3,80,44,0.711,0.81,M4E,Ottawa,IB,Yes,No,Yes,1.2,2026-01-21
STU-0000428,School_078,Maple Park SS,TDSB,3,96,49,0.901,0.895,M6I,Northern,Regular,No,No,No,2.9,2026-02-13
STU-0000429,School_003,Elm Hill CI,OCDSB,7,72,53,0.829,0.936,M7G,Southwestern,Arts,No,Yes,Yes,1.1,2026-03-04
STU-0000430,School_055,Maple Hill CI,DDSB,1,95,98,0.891,0.701,N5M,Niagara,Regular,Yes,No,Yes,1.7,2026-05-03
STU-0000431,School_051,Elm Park SS,HWDSB,5,42,80,0.694,0.551,P4B,Niagara,Regular,No,No,No,4.9,2026-01-09
STU-0000432,School_007,Birch Hill PS,WRDSB,7,93,60,0.603,0.964,M7P,Northern,AP,Yes,No,No,8.5,2026-03-10
STU-0000433,School_079,Oak Valley PS,WRDSB,8,65,73,0.88,0.881,K8H,Southwestern,Arts,No,Yes,Yes,1.6,2026-05-22
STU-0000434,School_038,Pine Park CI,TDSB,12,50,63,0.908,0.781,K1E,Waterloo,IB,No,Yes,Yes,3.0,2026-07-07
STU-0000435,School_005,Oak Park PS,WRDSB,8,51,80,0.924,0.788,M6O,Northern,Arts,Yes,No,No,8.6,2026-07-20
STU-0000436,School_033,Oak Valley PS,PDSB,11,45,53,0.673,0.948,K4E,Ottawa,AP,No,No,No,1.5,2026-07-14
STU-0000437,School_078,Birch Creek CI,WRDSB,6,50,92,0.963,0.515,P7I,Central,IB,No,Yes,No,7.5,2026-01-01
STU-0000438,School_045,Birch Hill SS,HWDSB,12,80,93,0.914,0.753,M8H,Northern,Arts,Yes,No,No,5.1,2026-04-21
STU-0000439,School_058,Cedar Creek SS,HDSB,7,42,61,0.836,0.859,N9P,Northern,Arts,Yes,No,No,2.8,2026-05-23
STU-0000440,School_086,Pine Creek PS,OCDSB,2,43,79,0.817,0.978,N5P,Niagara,Arts,Yes,Yes,No,5.8,2026-07-29
STU-0000441,School_077,Elm Valley SS,DDSB,2,62,62,0.846,0.794,L7C,Niagara,STEM,Yes,No,No,8.8,2026-02-19
STU-0000442,School_015,Pine Hill SS,PDSB,6,55,62,0.719,0.76,K7B,Northern,AP,Yes,Yes,Yes,9.8,2026-03-28
STU-0000443,School_071,Oak Hill CI,HWDSB,6,68,58,0.943,0.643,M8D,Southwestern,AP,No,Yes,No,7.7,2026-07-01
STU-0000444,School_039,Maple Park CI,TDSB,12,56,66,0.737,0.566,M8O,Northern,Arts,No,Yes,No,6.6,2026-06-08
STU-0000445,School_099,Elm Hill PS,DDSB,7,62,47,0.627,0.924,P8N,GTA,AP,No,No,Yes,3.0,2026-06-22
STU-0000446,School_004,Pine Creek CI,DDSB,12,55,51,0.965,0.85,P5A,Southwestern,STEM,Yes,No,No,2.3,2026-05-31
STU-0000447,School_054,Cedar Creek PS,WRDSB,10,92,57,0.985,0.97,L6F,Central,Arts,No,No,No,3.3,2026-06-16
STU-0000448,School_042,Birch Park PS,HWDSB,6,49,66,0.655,0.949,M4A,Hamilton,Arts,No,No,No,5.2,2026-01-13
STU-0000449,School_004,Oak Hill SS,HWDSB,10,45,49,0.622,0.915,L0B,Niagara,French Immersion,No,No,No,1.6,2026-05-10
STU-0000450,School_054,Birch Hill SS,DDSB,2,55,50,0.843,0.559,M3O,Ottawa,Arts,Yes,No,No,1.3,2026-04-08
STU-0000451,School_096,Oak Ridge PS,PDSB,3,96,67,0.794,0.813,M7I,Ottawa,IB,Yes,Yes,No,5.8,2026-03-03
STU-0000452,School_012,Pine Park CI,YRDSB,9,51,83,0.954,0.955,M4A,Ottawa,Arts,Yes,No,No,9.4,2026-05-11
STU-0000453,School_002,Elm Hill CI,YRDSB,6,79,63,0.687,0.626,N9L,Hamilton,AP,No,Yes,No,6.5,2026-01-14
STU-0000454,School_013,Oak Hill PS,OCDSB,2,41,71,0.846,0.87,K2J,Hamilton,French Immersion,No,Yes,No,6.8,2026-03-18
STU-0000455,School_052,Oak Creek SS,WRDSB,2,75,58,0.82,0.718,P3K,GTA,French Immersion,No,Yes,Yes,3.4,2026-05-15
STU-0000456,School_079,Cedar Ridge PS,DDSB,4,83,66,0.939,0.878,P6M,Niagara,STEM,No,Yes,No,6.7,2026-02-16
STU-0000457,School_061,Cedar Park CI,PDSB,2,41,68,0.868,0.888,L8G,Central,Regular,No,No,Yes,1.9,2026-03-02
STU-0000458,School_087,Cedar Ridge SS,YRDSB,6,73,88,0.768,0.812,L9I,Niagara,AP,Yes,No,No,7.7,2026-01-28
STU-0000459,School_075,Cedar Ridge SS,WRDSB,6,92,75,0.932,0.734,P0N,Southwestern,IB,No,Yes,Yes,9.2,2026-03-13
STU-0000460,School_051,Oak Creek SS,YRDSB,7,72,96,0.61,0.536,P4O,Northern,IB,No,No,No,7.5,2026-01-31
STU-0000461,School_022,Cedar Creek SS,HWDSB,2,58,84,0.874,0.502,M0F,Eastern,AP,No,No,No,4.9,2026-04-05
STU-0000462,School_011,Cedar Hill PS,YRDSB,5,57,61,0.837,0.962,K3N,Southwestern,Arts,No,No,Yes,2.1,2026-04-14
STU-0000463,School_009,Elm Valley CI,DDSB,6,78,60,0.874,0.992,K3C,Durham,French Immersion,Yes,No,No,8.7,2026-04-09
STU-0000464,School_005,Oak Park PS,HWDSB,8,90,96,0.679,0.81,P4N,GTA,AP,Yes,No,Yes,3.5,2026-04-03
STU-0000465,School_040,Birch Ridge SS,HWDSB,10,42,100,0.612,0.998,M8D,Southwestern,Regular,No,No,No,4.4,2026-02-16
STU-0000466,School_040,Birch Park PS,OCDSB,8,60,89,0.715,0.967,M7D,Southwestern,STEM,Yes,No,No,5.5,2026-01-28
STU-0000467,School_098,Pine Ridge SS,YRDSB,12,56,69,0.664,0.609,N6C,Ottawa,AP,No,Yes,No,5.4,2026-02-12
STU-0000468,School_058,Birch Park CI,TDSB,5,77,73,0.859,0.694,M1O,Northern,IB,No,Yes,No,7.0,2026-03-31
STU-0000469,School_031,Elm Park SS,PDSB,10,93,81,0.667,0.922,M1E,GTA,French Immersion,No,No,No,8.3,2026-02-01
STU-0000470,School_059,Oak Ridge SS,HWDSB,2,82,49,0.942,0.603,M4O,Northern,Regular,Yes,No,No,4.3,2026-06-17
STU-0000471,School_055,Maple Valley CI,YRDSB,8,94,44,0.721,0.701,M9M,Eastern,Regular,No,No,No,6.0,2026-04-26
STU-0000472,School_013,Pine Valley CI,YRDSB,7,89,97,0.845,0.819,M9M,Hamilton,Arts,Yes,Yes,Yes,9.8,2026-07-20
STU-0000473,School_032,Oak Hill PS,WRDSB,10,40,51,0.739,0.668,M0C,Waterloo,STEM,Yes,Yes,Yes,7.0,2026-03-20
STU-0000474,School_099,Maple Park SS,OCDSB,7,76,82,0.728,0.687,P7K,Eastern,Arts,No,No,No,4.8,2026-06-14
STU-0000475,School_002,Birch Park PS,DDSB,9,64,54,0.641,0.684,P0H,Central,AP,Yes,No,No,7.0,2026-03-10
STU-0000476,School_071,Maple Valley CI,OCDSB,10,88,82,0.701,0.593,P7E,Hamilton,AP,No,Yes,Yes,7.7,2026-01-09
STU-0000477,School_021,Maple Hill CI,HDSB,11,88,84,0.673,0.816,N5F,Niagara,AP,No,No,No,4.9,2026-03-03
STU-0000478,School_074,Maple Ridge PS,TDSB,5,83,55,0.699,0.928,M6E,Durham,AP,No,No,No,2.8,2026-05-03
STU-0000479,School_092,Elm Ridge PS,PDSB,5,68,86,0.928,0.759,K4I,Durham,Regular,No,No,No,2.2,2026-03-17
STU-0000480,School_026,Birch Ridge CI,WRDSB,6,78,46,0.736,0.834,N1H,Ottawa,IB,No,Yes,No,4.0,2026-01-29
STU-0000481,School_034,Cedar Valley PS,TDSB,12,94,47,0.902,0.903,K7D,Durham,Arts,Yes,Yes,No,4.6,2026-04-05
STU-0000482,School_018,Elm Ridge CI,DDSB,4,40,68,0.987,0.648,L0D,Southwestern,STEM,Yes,No,No,7.0,2026-07-27
STU-0000483,School_033,Elm Ridge CI,TDSB,3,57,80,0.767,0.71,L5B,Northern,Arts,No,Yes,No,3.2,2026-06-03
STU-0000484,School_034,Cedar Valley PS,DDSB,3,98,86,0.7,0.764,M7D,Waterloo,STEM,No,Yes,Yes,3.7,2026-05-26
STU-0000485,School_009,Birch Park PS,YRDSB,9,64,49,0.644,0.918,K4H,Waterloo,Regular,Yes,No,No,6.8,2026-02-08
STU-0000486,School_035,Birch Valley CI,PDSB,10,45,60,0.831,0.91,K9M,Durham,Arts,No,No,No,9.5,2026-05-31
STU-0000487,School_080,Birch Ridge PS,YRDSB,1,71,46,0.802,0.91,M9O,Central,French Immersion,No,Yes,No,9.6,2026-06-06
STU-0000488,School_003,Birch Ridge PS,HWDSB,8,87,80,0.683,0.772,P5G,Southwestern,French Immersion,No,No,No,7.0,2026-02-14
STU-0000489,School_094,Elm Ridge SS,PDSB,4,59,62,0.93,0.789,P3E,Niagara,Regular,No,No,No,3.4,2026-04-15
STU-0000490,School_069,Cedar Creek SS,YRDSB,9,63,68,0.752,0.91,P6H,Southwestern,Regular,No,Yes,Yes,6.5,2026-07-24
STU-0000491,School_060,Maple Park CI,YRDSB,9,53,51,0.659,0.606,L9J,Hamilton,Regular,No,No,No,8.9,2026-06-12
STU-0000492,School_040,Elm Hill PS,TDSB,10,76,75,0.868,0.857,L7A,Hamilton,STEM,Yes,No,Yes,7.2,2026-04-24
STU-0000493,School_096,Elm Park PS,WRDSB,9,68,62,0.868,0.52,K9B,Waterloo,AP,No,No,Yes,3.6,2026-07-04
STU-0000494,School_009,Elm Ridge CI,DDSB,2,96,90,0.769,0.675,N2A,Durham,Arts,No,Yes,No,4.7,2026-04-21
STU-0000495,School_039,Pine Ridge CI,HWDSB,10,74,90,0.883,0.536,M1K,Durham,STEM,Yes,No,No,7.3,2026-04-23
STU-0000496,School_084,Birch Hill CI,TDSB,9,55,43,0.621,0.515,L3P,Ottawa,IB,Yes,Yes,No,4.6,2026-08-01
STU-0000497,School_006,Elm Valley SS,OCDSB,7,96,91,0.707,0.611,K7K,Central,AP,No,Yes,No,10.0,2026-02-06
STU-0000498,School_063,Cedar Ridge PS,TDSB,11,48,52,0.959,0.523,M6L,GTA,Arts,No,No,No,9.8,2026-05-08
STU-0000499,School_029,Birch Creek CI,OCDSB,11,42,88,0.955,0.92,M7O,Ottawa,Arts,No,No,No,3.3,2026-07-03
STU-0000500,School_023,Oak Hill CI,PDSB,2,57,43,0.854,0.841,K1D,Waterloo,STEM,No,No,No,7.7,2026-02-26
STU-0000501,School_023,Cedar Ridge PS,WRDSB,6,87,98,0.77,0.955,N6G,Southwestern,Arts,No,No,No,5.2,2026-07-02
STU-0000502,School_017,Oak Valley PS,HWDSB,1,88,73,0.729,0.806,P8P,GTA,IB,No,No,No,5.6,2026-02-10
STU-0000503,School_003,Oak Park SS,OCDSB,4,55,45,0.653,0.719,P0C,GTA,Arts,No,Yes,No,3.8,2026-03-21
STU-0000504,School_067,Elm Hill CI,HDSB,8,52,88,0.795,0.851,L5G,Niagara,IB,Yes,No,No,6.0,2026-03-23
STU-0000505,School_091,Cedar Creek CI,HWDSB,9,93,76,0.606,0.522,K6N,Niagara,AP,No,No,No,3.4,2026-04-13
STU-0000506,School_001,Maple Creek PS,TDSB,4,69,59,0.944,0.876,M6H,Waterloo,French Immersion,No,No,No,1.5,2026-01-26
STU-0000507,School_030,Elm Valley CI,HWDSB,8,82,91,0.938,0.636,P4F,Durham,IB,Yes,No,No,8.9,2026-04-20
STU-0000508,School_043,Cedar Park CI,WRDSB,7,77,84,0.649,0.541,L4N,Eastern,AP,Yes,No,No,3.3,2026-04-26
STU-0000509,School_098,Birch Park PS,HDSB,1,64,81,0.712,0.681,N6C,Niagara,IB,No,Yes,No,7.6,2026-02-16
STU-0000510,School_082,Elm Ridge SS,WRDSB,3,67,84,0.908,0.666,P7N,Northern,Regular,Yes,No,No,9.0,2026-03-22
STU-0000511,School_001,Pine Ridge PS,DDSB,10,88,46,0.892,0.888,P7N,Niagara,STEM,Yes,No,No,5.9,2026-02-27
STU-0000512,School_026,Oak Valley CI,HWDSB,6,67,50,0.79,0.855,N1C,Waterloo,Regular,Yes,Yes,No,1.0,2026-04-01
STU-0000513,School_039,Maple Creek SS,OCDSB,4,81,85,0.924,0.533,M3J,Durham,French Immersion,No,No,No,1.8,2026-05-18
STU-0000514,School_083,Cedar Creek PS,WRDSB,9,87,44,0.85,0.954,N1J,Niagara,French Immersion,No,Yes,Yes,2.8,2026-07-31
STU-0000515,School_100,Elm Park CI,OCDSB,11,76,69,0.959,0.798,L0C,Hamilton,AP,Yes,No,No,2.9,2026-07-01
STU-0000516,School_027,Oak Creek CI,HDSB,11,66,94,0.843,0.547,M3D,Durham,Arts,Yes,Yes,No,4.2,2026-05-22
STU-0000517,School_078,Pine Valley SS,HWDSB,9,45,66,0.936,0.651,K7M,Niagara,Regular,No,Yes,Yes,1.8,2026-03-03
STU-0000518,School_063,Pine Valley SS,HDSB,2,46,66,0.942,0.547,K2O,Central,IB,Yes,Yes,No,8.4,2026-04-26
STU-0000519,School_041,Cedar Creek SS,WRDSB,3,41,66,0.747,0.961,K4I,Southwestern,French Immersion,No,No,No,2.3,2026-07-03
STU-0000520,School_099,Elm Creek CI,YRDSB,1,91,76,0.791,0.629,P3G,Waterloo,French Immersion,No,Yes,Yes,1.8,2026-06-17
STU-0000521,School_025,Elm Ridge PS,HWDSB,9,92,97,0.976,0.753,N7P,Durham,STEM,No,Yes,Yes,9.7,2026-03-22
STU-0000522,School_002,Oak Park SS,WRDSB,4,55,99,0.825,0.671,M3O,Durham,Arts,No,Yes,Yes,9.5,2026-01-07
STU-0000523,School_060,Pine Hill CI,YRDSB,7,55,46,0.934,0.764,N7J,Niagara,STEM,Yes,Yes,Yes,3.2,2026-06-01
STU-0000524,School_035,Cedar Ridge PS,OCDSB,11,71,64,0.817,0.82,N0I,Durham,Regular,Yes,Yes,No,8.4,2026-02-18
STU-0000525,School_099,Elm Hill SS,TDSB,4,60,87,0.969,0.689,M6O,Northern,Regular,Yes,No,Yes,2.3,2026-01-27
STU-0000526,School_072,Birch Creek PS,HWDSB,11,49,67,0.685,0.507,K8B,Durham,STEM,No,Yes,No,6.7,2026-02-13
STU-0000527,School_078,Oak Valley PS,PDSB,11,50,51,0.757,0.721,L5H,Durham,French Immersion,No,Yes,No,5.3,2026-07-14
STU-0000528,School_094,Elm Creek CI,HDSB,11,95,86,0.692,0.939,N8H,Waterloo,Regular,No,Yes,Yes,10.0,2026-07-18
STU-0000529,School_089,Pine Ridge CI,DDSB,10,76,52,0.813,0.794,P3B,Eastern,Arts,No,No,No,7.5,2026-05-13
STU-0000530,School_074,Pine Creek CI,WRDSB,3,47,47,0.915,0.868,P5M,Ottawa,Arts,No,Yes,No,8.9,2026-07-27
STU-0000531,School_072,Elm Hill CI,TDSB,3,77,42,0.638,0.876,M8C,Southwestern,Regular,No,Yes,No,6.0,2026-05-17
STU-0000532,School_027,Maple Creek PS,TDSB,1,96,94,0.791,0.513,L7H,Hamilton,AP,Yes,Yes,No,1.9,2026-01-11
STU-0000533,School_076,Elm Ridge PS,WRDSB,4,88,87,0.904,0.59,M3F,Central,IB,No,Yes,Yes,3.2,2026-07-27
STU-0000534,School_022,Elm Ridge CI,HDSB,7,87,55,0.639,0.548,L1H,Niagara,AP,No,Yes,No,1.2,2026-05-02
STU-0000535,School_077,Maple Valley PS,WRDSB,4,85,58,0.883,0.613,M8J,Hamilton,AP,Yes,Yes,No,1.3,2026-06-25
STU-0000536,School_019,Birch Valley SS,DDSB,11,58,43,0.928,0.743,N7H,Northern,Regular,Yes,No,Yes,5.7,2026-05-23
STU-0000537,School_074,Pine Ridge CI,DDSB,9,96,82,0.705,0.561,N8N,Southwestern,STEM,Yes,No,Yes,2.3,2026-01-18
STU-0000538,School_095,Maple Ridge PS,PDSB,1,60,50,0.866,0.876,L6F,Hamilton,Arts,Yes,Yes,No,3.0,2026-03-12
STU-0000539,School_019,Birch Creek PS,YRDSB,5,95,70,0.75,0.804,L0H,GTA,Regular,No,Yes,No,6.7,2026-02-18
STU-0000540,School_004,Birch Park SS,HDSB,8,80,47,0.703,0.814,N9D,Hamilton,Regular,No,Yes,No,1.5,2026-04-08
STU-0000541,School_040,Pine Park SS,OCDSB,8,56,44,0.683,0.838,P7J,Niagara,AP,Yes,No,No,8.0,2026-06-02
STU-0000542,School_008,Pine Ridge SS,OCDSB,1,69,97,0.667,0.655,N3D,Ottawa,French Immersion,No,Yes,No,8.5,2026-05-24
STU-0000543,School_012,Oak Valley PS,PDSB,7,41,70,0.749,0.692,M6J,GTA,French Immersion,No,No,Yes,7.6,2026-07-24
STU-0000544,School_076,Cedar Valley PS,DDSB,11,69,51,0.696,0.534,M0O,Northern,AP,No,Yes,No,2.7,2026-01-17
STU-0000545,School_052,Maple Creek SS,WRDSB,8,71,100,0.633,0.964,K5I,Eastern,IB,No,No,Yes,3.9,2026-05-05
STU-0000546,School_009,Birch Hill CI,HDSB,9,99,45,0.926,0.729,M9P,Niagara,French Immersion,Yes,Yes,No,5.0,2026-02-04
STU-0000547,School_027,Pine Hill SS,OCDSB,12,54,87,0.876,0.661,L4H,Northern,IB,Yes,No,No,2.2,2026-02-21
STU-0000548,School_013,Cedar Creek PS,YRDSB,9,73,87,0.988,0.737,M8N,Central,Regular,Yes,Yes,No,4.8,2026-05-09
STU-0000549,School_006,Cedar Hill CI,HWDSB,11,45,86,0.875,0.636,K7I,Southwestern,Arts,Yes,No,No,6.9,2026-05-09
STU-0000550,School_092,Pine Valley SS,OCDSB,12,63,86,0.608,0.538,P5L,Niagara,IB,No,No,Yes,9.5,2026-05-22
STU-0000551,School_021,Birch Creek PS,WRDSB,7,76,43,0.836,0.688,P5K,Southwestern,IB,No,Yes,No,3.9,2026-03-25
STU-0000552,School_024,Cedar Hill SS,OCDSB,7,72,99,0.637,0.526,L6E,Central,Regular,No,No,Yes,2.7,2026-04-09
STU-0000553,School_007,Oak Ridge SS,PDSB,12,97,64,0.689,0.822,N3E,Eastern,IB,Yes,Yes,Yes,1.0,2026-06-26
STU-0000554,School_033,Cedar Ridge SS,WRDSB,6,78,90,0.661,0.717,M8O,Eastern,Regular,Yes,No,No,2.9,2026-02-26
STU-0000555,School_049,Oak Hill SS,DDSB,5,80,66,0.959,0.543,K2L,Central,IB,Yes,No,No,3.8,2026-05-07
STU-0000556,School_055,Maple Ridge SS,TDSB,5,50,89,0.949,0.92,M0A,Niagara,French Immersion,Yes,Yes,No,8.0,2026-05-15
STU-0000557,School_055,Oak Ridge PS,HDSB,9,76,53,0.634,0.634,P9B,Southwestern,IB,No,Yes,No,4.4,2026-04-10
STU-0000558,School_036,Pine Ridge PS,OCDSB,12,90,66,0.947,0.829,P1J,Durham,STEM,Yes,No,Yes,4.3,2026-01-27
STU-0000559,School_020,Cedar Valley PS,WRDSB,6,43,85,0.901,0.681,N3L,Eastern,STEM,No,No,No,2.6,2026-04-11
STU-0000560,School_019,Oak Creek CI,OCDSB,11,79,64,0.855,0.732,K5P,Waterloo,STEM,No,No,No,3.2,2026-04-11
STU-0000561,School_078,Pine Hill PS,WRDSB,8,99,60,0.832,0.615,P6O,Hamilton,Arts,No,Yes,No,1.6,2026-04-04
STU-0000562,School_024,Elm Ridge PS,HWDSB,1,81,87,0.62,0.954,K7O,Northern,STEM,No,Yes,Yes,6.7,2026-03-25
STU-0000563,School_082,Cedar Creek SS,HDSB,12,86,44,0.666,0.743,N5B,Hamilton,STEM,Yes,Yes,Yes,7.1,2026-01-08
STU-0000564,School_061,Pine Creek PS,TDSB,7,72,55,0.862,0.718,M2D,Northern,French Immersion,Yes,Yes,No,2.0,2026-01-05
STU-0000565,School_065,Birch Park CI,HWDSB,1,64,88,0.937,0.697,K3L,Eastern,AP,No,Yes,Yes,6.8,2026-02-04
STU-0000566,School_086,Pine Hill CI,YRDSB,6,71,48,0.989,0.716,M3A,Niagara,AP,No,Yes,Yes,9.9,2026-05-25
STU-0000567,School_090,Cedar Park SS,DDSB,11,59,84,0.86,0.812,M4P,Niagara,STEM,No,Yes,Yes,10.0,2026-06-26
STU-0000568,School_056,Pine Valley CI,DDSB,3,65,52,0.745,0.526,K4E,GTA,AP,No,No,No,8.9,2026-04-10
STU-0000569,School_010,Oak Hill PS,TDSB,7,81,40,0.641,0.659,N7G,Ottawa,Arts,No,Yes,No,3.4,2026-05-18
STU-0000570,School_077,Oak Hill SS,OCDSB,10,41,85,0.734,0.874,L3C,Northern,Arts,No,Yes,No,2.9,2026-05-19
